idlojista,idsku,lojista,cluster,mundo,idcompra,qtd_sku,qtd_pedidos_colocados,qtd_itens_colocados,qtd_itens_aprovados,qtd_pedidos_aprovados,valorcolocado,valoraprovado,taxa_aprovacao
10138,1504071839,MegaMamute,AAA,Tecnologia,225612714,1,1,1,1,1,2245.0200,2245.0200,1.00000000
30976,6029973,10Estrela,AAA,Móveis,227660875,2,1,2,0,0,88.1200,0.0000,0E-8
30976,7463967,10Estrela,AAA,Móveis,227866786,4,4,4,4,4,739.4600,739.4600,1.00000000
30976,11614919,10Estrela,AAA,Móveis,229336751,12,12,12,10,10,3494.7400,2905.7800,0.83147244
30976,13545079,10Estrela,AAA,Móveis,226847467,1,1,1,1,1,156.0700,156.0700,1.00000000
30976,1500410436,10Estrela,AAA,Móveis,227118134,1,1,1,1,1,281.1600,281.1600,1.00000000
30976,1500451837,10Estrela,AAA,Móveis,228186478,1,1,1,1,1,828.7000,828.7000,1.00000000
30976,1500980937,10Estrela,AAA,Móveis,227199393,1,1,1,1,1,493.6800,493.6800,1.00000000
30976,1504233703,10Estrela,AAA,Móveis,225685533,4,4,4,3,3,345.0200,213.5800,0.61903658
30976,1504663635,10Estrela,AAA,Móveis,226434788,4,4,4,2,2,2349.9000,1153.7300,0.49096983
10138,1500266858,MegaMamute,AAA,Tecnologia,229592600,9,9,9,7,7,3457.1000,2717.1100,0.78595065
30976,2532298,10Estrela,AAA,Móveis,229542628,1,1,1,1,1,215.3800,215.3800,1.00000000
30976,4752308,10Estrela,AAA,Móveis,225590076,4,4,4,3,3,994.8100,755.9900,0.75993406
30976,9370906,10Estrela,AAA,Móveis,227661752,1,1,1,1,1,394.4200,394.4200,1.00000000
30976,11632783,10Estrela,AAA,Móveis,226477257,1,1,1,1,1,167.9000,167.9000,1.00000000
30976,12737091,10Estrela,AAA,Móveis,225953219,1,1,1,1,1,51.5300,51.5300,1.00000000
30976,13116038,10Estrela,AAA,Móveis,228163315,1,1,1,1,1,166.2700,166.2700,1.00000000
30976,13147598,10Estrela,AAA,Móveis,228786878,1,1,1,1,1,52.9500,52.9500,1.00000000
30976,13609950,10Estrela,AAA,Móveis,228621083,1,1,1,1,1,95.3000,95.3000,1.00000000
30976,1500410883,10Estrela,AAA,Móveis,227103023,2,2,2,1,1,141.9600,64.0600,0.45125387
30976,1500412112,10Estrela,AAA,Móveis,227558047,1,1,1,1,1,72.8200,72.8200,1.00000000
30976,1500594657,10Estrela,AAA,Móveis,226325666,8,8,8,6,6,3019.9900,2255.3300,0.74680049
30976,1501513335,10Estrela,AAA,Móveis,228883800,1,1,1,0,0,218.4200,0.0000,0E-8
30976,1501557356,10Estrela,AAA,Móveis,226389244,1,1,1,0,0,377.7900,0.0000,0E-8
30976,1501694373,10Estrela,AAA,Móveis,229675267,1,1,1,1,1,68.9000,68.9000,1.00000000
30976,1503482838,10Estrela,AAA,Móveis,226680516,2,2,2,1,1,752.7700,376.8700,0.50064429
30976,1504277137,10Estrela,AAA,Móveis,229334876,2,2,2,2,2,758.5400,758.5400,1.00000000
10138,1501924819,MegaMamute,AAA,Tecnologia,229609634,1,1,1,1,1,1292.9000,1292.9000,1.00000000
30976,10793220,10Estrela,AAA,Móveis,227804581,1,1,1,1,1,274.9000,274.9000,1.00000000
30976,12624377,10Estrela,AAA,Móveis,227488461,6,6,6,4,4,1800.2500,1190.8500,0.66149146
30976,13225982,10Estrela,AAA,Móveis,227074178,2,2,2,2,2,1172.7300,1172.7300,1.00000000
30976,13421449,10Estrela,AAA,Móveis,228094078,2,2,2,2,2,334.8900,334.8900,1.00000000
30976,14944811,10Estrela,AAA,Móveis,225388422,1,1,1,0,0,288.0700,0.0000,0E-8
30976,1503345596,10Estrela,AAA,Móveis,228023240,2,1,2,2,1,104.1200,104.1200,1.00000000
30976,1504404131,10Estrela,AAA,Móveis,225437833,1,1,1,1,1,544.1500,544.1500,1.00000000
10138,13792836,MegaMamute,AAA,Tecnologia,225368222,3,3,3,3,3,5081.1600,5081.1600,1.00000000
10138,1503423483,MegaMamute,AAA,Tecnologia,227757815,378,367,378,195,191,714321.9200,367854.3400,0.51496997
10138,1504321281,MegaMamute,AAA,Tecnologia,226874343,9,9,9,5,5,4121.1000,2289.5000,0.55555556
30976,7571644,10Estrela,AAA,Móveis,227588082,3,3,3,2,2,454.6100,304.0100,0.66872704
30976,10184631,10Estrela,AAA,Móveis,226188038,1,1,1,1,1,69.2000,69.2000,1.00000000
30976,10431080,10Estrela,AAA,Móveis,229545570,1,1,1,1,1,112.9200,112.9200,1.00000000
30976,10817203,10Estrela,AAA,Móveis,228181049,1,1,1,0,0,220.6500,0.0000,0E-8
30976,12068122,10Estrela,AAA,Móveis,227701143,1,1,1,1,1,235.8700,235.8700,1.00000000
30976,13351182,10Estrela,AAA,Móveis,229644949,1,1,1,1,1,99.9000,99.9000,1.00000000
30976,13453245,10Estrela,AAA,Móveis,227267822,1,1,1,0,0,1032.3800,0.0000,0E-8
30976,1500557833,10Estrela,AAA,Móveis,228384938,7,7,7,4,4,2220.2200,1270.8900,0.57241625
30976,1503420542,10Estrela,AAA,Móveis,225449362,3,3,3,3,3,318.6700,318.6700,1.00000000
30976,1504016307,10Estrela,AAA,Móveis,226900570,25,25,25,18,18,17485.8700,12784.5700,0.73113720
30976,182968,10Estrela,AAA,Móveis,227542225,4,4,4,3,3,2196.3600,1625.2600,0.73997887
30976,6373356,10Estrela,AAA,Móveis,227876859,21,21,21,15,15,4562.4400,3309.0400,0.72527858
30976,6658219,10Estrela,AAA,Móveis,229576271,1,1,1,1,1,853.7200,853.7200,1.00000000
30976,7794115,10Estrela,AAA,Móveis,226327611,1,1,1,1,1,184.9300,184.9300,1.00000000
30976,9051016,10Estrela,AAA,Móveis,227879834,1,1,1,0,0,124.2000,0.0000,0E-8
30976,10823240,10Estrela,AAA,Móveis,227995651,1,1,1,1,1,912.5700,912.5700,1.00000000
30976,13268660,10Estrela,AAA,Móveis,227478358,1,1,1,1,1,205.8300,205.8300,1.00000000
30976,14943928,10Estrela,AAA,Móveis,229649303,1,1,1,1,1,191.6100,191.6100,1.00000000
30976,1502312089,10Estrela,AAA,Móveis,227714937,2,2,2,1,1,942.9800,471.4900,0.50000000
30976,1503274050,10Estrela,AAA,Móveis,225705056,1,1,1,1,1,245.7300,245.7300,1.00000000
30976,1503355461,10Estrela,AAA,Móveis,227161679,1,1,1,0,0,77.9000,0.0000,0E-8
30976,1504816333,10Estrela,AAA,Móveis,228402890,1,1,1,1,1,729.4300,729.4300,1.00000000
30976,9588308,10Estrela,AAA,Móveis,226026073,1,1,1,1,1,78.4600,78.4600,1.00000000
30976,12512023,10Estrela,AAA,Móveis,229447654,11,11,11,7,7,3229.3500,1982.2200,0.61381393
30976,14944484,10Estrela,AAA,Móveis,227995901,2,2,2,1,1,1127.3200,565.4600,0.50159671
30976,1500423941,10Estrela,AAA,Móveis,228495467,3,3,3,1,1,4204.6600,1402.9200,0.33365837
30976,1502754299,10Estrela,AAA,Móveis,228905027,1,1,1,1,1,280.2100,280.2100,1.00000000
30976,1502900272,10Estrela,AAA,Móveis,225644089,14,14,14,9,9,2353.6300,1446.5600,0.61460807
30976,1503640743,10Estrela,AAA,Móveis,225542892,2,2,2,1,1,295.5700,153.6400,0.51980918
10138,10885130,MegaMamute,AAA,Tecnologia,229597503,5,5,5,2,2,7995.6600,3198.0400,0.39997198
30976,182969,10Estrela,AAA,Móveis,227869853,1,1,1,1,1,547.3100,547.3100,1.00000000
30976,7018379,10Estrela,AAA,Móveis,228753944,1,1,1,1,1,125.9000,125.9000,1.00000000
30976,12627191,10Estrela,AAA,Móveis,225826767,1,1,1,1,1,240.2900,240.2900,1.00000000
30976,13537076,10Estrela,AAA,Móveis,225421807,2,2,2,2,2,139.8000,139.8000,1.00000000
30976,1500411775,10Estrela,AAA,Móveis,228772408,1,1,1,1,1,1285.2300,1285.2300,1.00000000
30976,1500939305,10Estrela,AAA,Móveis,227335512,1,1,1,1,1,102.9600,102.9600,1.00000000
30976,10772186,10Estrela,AAA,Móveis,226864129,2,2,2,2,2,549.7800,549.7800,1.00000000
30976,11350855,10Estrela,AAA,Móveis,226376834,1,1,1,0,0,743.9000,0.0000,0E-8
30976,11462729,10Estrela,AAA,Móveis,226327912,7,5,7,7,5,2396.9200,2396.9200,1.00000000
30976,12891643,10Estrela,AAA,Móveis,228515652,5,5,5,2,2,751.5300,301.3800,0.40102192
30976,13116083,10Estrela,AAA,Móveis,225837274,1,1,1,0,0,177.8400,0.0000,0E-8
30976,14231072,10Estrela,AAA,Móveis,225365508,2,2,2,2,2,907.5800,907.5800,1.00000000
30976,15058278,10Estrela,AAA,Móveis,225444381,1,1,1,0,0,662.3100,0.0000,0E-8
30976,1500505535,10Estrela,AAA,Móveis,227715038,1,1,1,0,0,1976.9700,0.0000,0E-8
30976,1500816340,10Estrela,AAA,Móveis,229654690,1,1,1,1,1,374.0700,374.0700,1.00000000
30976,1502992057,10Estrela,AAA,Móveis,229452174,9,8,9,4,4,944.9300,417.6300,0.44196925
30976,1504011078,10Estrela,AAA,Móveis,227209972,2,2,2,2,2,3023.7000,3023.7000,1.00000000
10138,14052893,MegaMamute,AAA,Tecnologia,225835802,3,2,3,3,2,2381.2200,2381.2200,1.00000000
10138,15398303,MegaMamute,AAA,Tecnologia,226862317,7,6,7,7,6,1415.2000,1415.2000,1.00000000
10138,1504534588,MegaMamute,AAA,Tecnologia,225467703,3,3,3,2,2,1348.4800,896.9100,0.66512666
30976,1956680,10Estrela,AAA,Móveis,229213454,2,2,2,1,1,177.0800,90.6200,0.51174610
30976,7518660,10Estrela,AAA,Móveis,227334057,2,2,2,1,1,235.8600,117.9300,0.50000000
30976,7939239,10Estrela,AAA,Móveis,226503283,1,1,1,1,1,81.4700,81.4700,1.00000000
30976,7956779,10Estrela,AAA,Móveis,226692732,1,1,1,1,1,185.2200,185.2200,1.00000000
30976,10817180,10Estrela,AAA,Móveis,227617297,1,1,1,0,0,308.3000,0.0000,0E-8
30976,12698570,10Estrela,AAA,Móveis,228666728,1,1,1,1,1,769.1500,769.1500,1.00000000
30976,14944293,10Estrela,AAA,Móveis,225589724,1,1,1,0,0,1998.7100,0.0000,0E-8
30976,1500364853,10Estrela,AAA,Móveis,226434414,1,1,1,1,1,58.1700,58.1700,1.00000000
30976,1504053148,10Estrela,AAA,Móveis,227292846,3,3,3,3,3,4354.7000,4354.7000,1.00000000
30976,10939611,10Estrela,AAA,Móveis,228150690,1,1,1,1,1,79.9800,79.9800,1.00000000
30976,14027116,10Estrela,AAA,Móveis,225452250,1,1,1,0,0,514.9000,0.0000,0E-8
30976,1500358452,10Estrela,AAA,Móveis,229506730,1,1,1,1,1,657.8200,657.8200,1.00000000
30976,1500508348,10Estrela,AAA,Móveis,227812143,5,5,5,3,3,1490.7700,895.7100,0.60083715
30976,1500943750,10Estrela,AAA,Móveis,229290663,1,1,1,1,1,301.5700,301.5700,1.00000000
30976,1503215406,10Estrela,AAA,Móveis,227705510,1,1,1,1,1,163.2700,163.2700,1.00000000
30976,1503496667,10Estrela,AAA,Móveis,229149931,3,3,3,3,3,130.8400,130.8400,1.00000000
30976,1504573710,10Estrela,AAA,Móveis,228639503,1,1,1,1,1,103.2800,103.2800,1.00000000
30976,1504573728,10Estrela,AAA,Móveis,228457806,1,1,1,0,0,120.7400,0.0000,0E-8
30976,6372052,10Estrela,AAA,Móveis,228905262,1,1,1,1,1,67.3000,67.3000,1.00000000
30976,6611342,10Estrela,AAA,Móveis,225875677,1,1,1,1,1,706.3800,706.3800,1.00000000
30976,6689048,10Estrela,AAA,Móveis,226864076,1,1,1,0,0,61.9000,0.0000,0E-8
30976,7402595,10Estrela,AAA,Móveis,228529471,2,2,2,2,2,335.9900,335.9900,1.00000000
30976,10379974,10Estrela,AAA,Móveis,225527467,1,1,1,1,1,778.6000,778.6000,1.00000000
30976,11730580,10Estrela,AAA,Móveis,225420611,1,1,1,1,1,459.4100,459.4100,1.00000000
30976,11870468,10Estrela,AAA,Móveis,226945361,2,2,2,2,2,252.7400,252.7400,1.00000000
30976,12662074,10Estrela,AAA,Móveis,227875978,2,2,2,2,2,428.1200,428.1200,1.00000000
30976,14944280,10Estrela,AAA,Móveis,228672499,1,1,1,1,1,58.8600,58.8600,1.00000000
30976,1501459888,10Estrela,AAA,Móveis,227094918,1,1,1,1,1,103.9000,103.9000,1.00000000
30976,1503495406,10Estrela,AAA,Móveis,227594252,6,6,6,5,5,654.6300,549.1800,0.83891664
30976,1504321003,10Estrela,AAA,Móveis,226662661,2,2,2,2,2,252.7800,252.7800,1.00000000
10138,1500442066,MegaMamute,AAA,Tecnologia,226382451,3,3,3,2,2,5087.0200,3211.7300,0.63135785
10138,1501474475,MegaMamute,AAA,Tecnologia,227549287,3,3,3,1,1,5448.6300,1822.5800,0.33450243
30976,419230,10Estrela,AAA,Móveis,225489320,2,2,2,2,2,253.7100,253.7100,1.00000000
30976,4710074,10Estrela,AAA,Móveis,228005440,1,1,1,1,1,85.8600,85.8600,1.00000000
30976,7146533,10Estrela,AAA,Móveis,226890461,1,1,1,1,1,988.6000,988.6000,1.00000000
30976,7498777,10Estrela,AAA,Móveis,225894349,4,4,4,2,2,1127.0300,568.6300,0.50453848
30976,10954026,10Estrela,AAA,Móveis,228430170,2,2,2,1,1,485.5800,248.9000,0.51258289
30976,12615920,10Estrela,AAA,Móveis,227175969,1,1,1,1,1,94.9000,94.9000,1.00000000
30976,12730942,10Estrela,AAA,Móveis,227306331,1,1,1,0,0,291.9000,0.0000,0E-8
30976,13108970,10Estrela,AAA,Móveis,227513823,5,5,5,4,4,823.4900,660.3700,0.80191623
30976,13418048,10Estrela,AAA,Móveis,226921624,1,1,1,0,0,567.1300,0.0000,0E-8
30976,13813554,10Estrela,AAA,Móveis,229215793,4,4,4,3,3,3750.6600,2792.7400,0.74459962
30976,1500340954,10Estrela,AAA,Móveis,227121525,1,1,1,1,1,1561.0000,1561.0000,1.00000000
30976,1500615089,10Estrela,AAA,Móveis,226742210,2,2,2,2,2,1583.9400,1583.9400,1.00000000
30976,1501698505,10Estrela,AAA,Móveis,225516084,2,2,2,1,1,203.0300,104.6700,0.51553958
30976,1502837660,10Estrela,AAA,Móveis,226556234,1,1,1,1,1,64.4400,64.4400,1.00000000
30976,1504242866,10Estrela,AAA,Móveis,227849918,1,1,1,1,1,42.1800,42.1800,1.00000000
10138,4793650,MegaMamute,AAA,Tecnologia,225851443,14,13,14,13,12,14339.4700,13305.6400,0.92790319
10138,1504628987,MegaMamute,AAA,Tecnologia,226332456,50,48,50,30,28,61385.9700,36820.1400,0.59981361
10138,1504643508,MegaMamute,AAA,Tecnologia,229152590,4,4,4,2,2,1159.8600,604.1900,0.52091632
30976,346351,10Estrela,AAA,Móveis,226564218,5,5,5,5,5,288.1800,288.1800,1.00000000
30976,7083451,10Estrela,AAA,Móveis,228768398,1,1,1,1,1,200.4300,200.4300,1.00000000
30976,9226951,10Estrela,AAA,Móveis,229541859,1,1,1,0,0,793.2000,0.0000,0E-8
30976,11148286,10Estrela,AAA,Móveis,228391985,1,1,1,1,1,36.3000,36.3000,1.00000000
30976,11190064,10Estrela,AAA,Móveis,228426385,1,1,1,1,1,332.9900,332.9900,1.00000000
30976,11517109,10Estrela,AAA,Móveis,225906925,5,5,5,4,4,3979.6300,3196.8900,0.80331337
30976,11630545,10Estrela,AAA,Móveis,227591807,1,1,1,1,1,170.4100,170.4100,1.00000000
30976,11631539,10Estrela,AAA,Móveis,226789615,1,1,1,1,1,366.9000,366.9000,1.00000000
30976,12912469,10Estrela,AAA,Móveis,225497372,1,1,1,0,0,572.2400,0.0000,0E-8
30976,15256727,10Estrela,AAA,Móveis,228703986,1,1,1,1,1,3427.5700,3427.5700,1.00000000
30976,1500411897,10Estrela,AAA,Móveis,226288792,12,12,12,11,11,2512.4600,2325.1700,0.92545553
30976,1500571275,10Estrela,AAA,Móveis,228728880,2,2,2,1,1,623.0600,311.5300,0.50000000
30976,1501073068,10Estrela,AAA,Móveis,229257446,4,4,4,3,3,2890.3400,2175.5200,0.75268654
30976,1503218909,10Estrela,AAA,Móveis,227616316,3,3,3,2,2,1363.5600,918.7900,0.67381707
30976,1504196984,10Estrela,AAA,Móveis,228037979,6,6,6,5,5,1613.1100,1347.7500,0.83549789
10138,15141143,MegaMamute,AAA,Tecnologia,226603795,1,1,1,0,0,999.8100,0.0000,0E-8
10138,55002786,MegaMamute,AAA,Tecnologia,226126692,11,11,11,4,4,16986.3700,6136.5800,0.36126494
30976,70624,10Estrela,AAA,Móveis,226300462,1,1,1,1,1,373.3200,373.3200,1.00000000
30976,2437775,10Estrela,AAA,Móveis,227895216,6,4,6,5,3,1137.1100,948.1400,0.83381555
30976,5943432,10Estrela,AAA,Móveis,229121853,1,1,1,1,1,151.9000,151.9000,1.00000000
30976,6212842,10Estrela,AAA,Móveis,225521840,1,1,1,1,1,125.4600,125.4600,1.00000000
30976,9720861,10Estrela,AAA,Móveis,227705899,3,3,3,1,1,135.8600,45.7500,0.33674371
30976,10823317,10Estrela,AAA,Móveis,228016415,2,2,2,2,2,2124.1100,2124.1100,1.00000000
30976,10986314,10Estrela,AAA,Móveis,226661336,1,1,1,1,1,155.3500,155.3500,1.00000000
30976,12713134,10Estrela,AAA,Móveis,227331708,110,110,110,81,81,29496.2400,21891.5300,0.74218036
30976,12770158,10Estrela,AAA,Móveis,226678304,242,230,242,192,188,13838.0400,11034.7700,0.79742290
30976,13671486,10Estrela,AAA,Móveis,227472868,1,1,1,1,1,526.4000,526.4000,1.00000000
30976,14035430,10Estrela,AAA,Móveis,225930604,1,1,1,0,0,4723.7000,0.0000,0E-8
30976,15256332,10Estrela,AAA,Móveis,227749379,1,1,1,1,1,49.3700,49.3700,1.00000000
30976,1502733603,10Estrela,AAA,Móveis,225367008,2,2,2,1,1,626.0500,321.9100,0.51419216
30976,1503356552,10Estrela,AAA,Móveis,225894142,1,1,1,1,1,110.6000,110.6000,1.00000000
30976,1503419439,10Estrela,AAA,Móveis,225491958,1,1,1,1,1,189.2400,189.2400,1.00000000
30976,1503420041,10Estrela,AAA,Móveis,227331552,1,1,1,1,1,167.4500,167.4500,1.00000000
30976,1504234396,10Estrela,AAA,Móveis,228881677,1,1,1,0,0,52.3000,0.0000,0E-8
30976,1504418831,10Estrela,AAA,Móveis,226710661,3,3,3,1,1,1174.6400,390.5200,0.33245931
10138,5734173,MegaMamute,AAA,Tecnologia,228884389,3,3,3,3,3,1229.3100,1229.3100,1.00000000
10138,8306693,MegaMamute,AAA,Tecnologia,225983052,1,1,1,1,1,1634.3600,1634.3600,1.00000000
10138,14136621,MegaMamute,AAA,Tecnologia,225825583,10,9,10,7,6,6779.0300,4789.8900,0.70657454
10138,15442641,MegaMamute,AAA,Tecnologia,228558807,164,155,164,120,112,121391.1100,88754.9400,0.73114860
10138,1504147948,MegaMamute,AAA,Tecnologia,228126411,28,28,28,19,19,33526.4100,22754.5200,0.67870434
10138,1504643520,MegaMamute,AAA,Tecnologia,229427063,3,3,3,3,3,834.5700,834.5700,1.00000000
30976,25327,10Estrela,AAA,Móveis,227077756,1,1,1,1,1,133.7400,133.7400,1.00000000
30976,25354,10Estrela,AAA,Móveis,226682707,2,2,2,2,2,189.1000,189.1000,1.00000000
30976,8697025,10Estrela,AAA,Móveis,226024671,1,1,1,1,1,239.4800,239.4800,1.00000000
30976,10479769,10Estrela,AAA,Móveis,225566959,2,2,2,2,2,4036.3900,4036.3900,1.00000000
30976,12516765,10Estrela,AAA,Móveis,226753472,1,1,1,1,1,149.5400,149.5400,1.00000000
30976,12613070,10Estrela,AAA,Móveis,227327353,1,1,1,1,1,91.9000,91.9000,1.00000000
30976,12835276,10Estrela,AAA,Móveis,228881657,1,1,1,1,1,2331.6200,2331.6200,1.00000000
30976,13186315,10Estrela,AAA,Móveis,226267746,1,1,1,0,0,174.4900,0.0000,0E-8
30976,13315026,10Estrela,AAA,Móveis,225690115,2,2,2,1,1,207.4900,100.5900,0.48479445
30976,15141513,10Estrela,AAA,Móveis,225536644,6,6,6,1,1,8174.0100,1371.2600,0.16775854
30976,1500411387,10Estrela,AAA,Móveis,228605831,1,1,1,1,1,284.5500,284.5500,1.00000000
30976,1500552804,10Estrela,AAA,Móveis,229533093,8,3,8,7,2,1192.2100,1055.5300,0.88535577
30976,1500783337,10Estrela,AAA,Móveis,226556768,1,1,1,1,1,113.5200,113.5200,1.00000000
30976,1501891743,10Estrela,AAA,Móveis,225594071,1,1,1,0,0,177.4900,0.0000,0E-8
30976,1502856946,10Estrela,AAA,Móveis,227110869,5,4,5,4,3,3589.8900,2866.8900,0.79860107
30976,1503484661,10Estrela,AAA,Móveis,225498699,1,1,1,1,1,396.8000,396.8000,1.00000000
30976,1503496371,10Estrela,AAA,Móveis,225826037,5,5,5,5,5,267.0700,267.0700,1.00000000
30976,1504340316,10Estrela,AAA,Móveis,229255807,2,2,2,1,1,691.5400,355.6300,0.51425803
10138,11712320,MegaMamute,AAA,Tecnologia,226847443,8,6,8,3,3,1357.4700,538.7000,0.39684118
30976,7913904,10Estrela,AAA,Móveis,228667259,21,20,21,18,17,4024.4600,3411.7500,0.84775349
30976,8591396,10Estrela,AAA,Móveis,228098408,1,1,1,0,0,174.4700,0.0000,0E-8
30976,9283277,10Estrela,AAA,Móveis,228274729,1,1,1,1,1,112.9500,112.9500,1.00000000
30976,13333175,10Estrela,AAA,Móveis,226587289,1,1,1,0,0,1570.0100,0.0000,0E-8
30976,13495565,10Estrela,AAA,Móveis,226881668,1,1,1,1,1,695.1100,695.1100,1.00000000
30976,1500411668,10Estrela,AAA,Móveis,228020781,2,2,2,1,1,186.3300,103.9000,0.55761284
30976,1500423988,10Estrela,AAA,Móveis,228657795,1,1,1,0,0,893.4400,0.0000,0E-8
30976,1501800017,10Estrela,AAA,Móveis,225895107,5,5,5,4,4,589.5500,466.1100,0.79061996
30976,1502962017,10Estrela,AAA,Móveis,228522630,26,25,26,17,16,5517.8100,3618.0500,0.65570398
30976,1503462957,10Estrela,AAA,Móveis,227754547,1,1,1,1,1,66.7500,66.7500,1.00000000
30976,1504013296,10Estrela,AAA,Móveis,225756502,1,1,1,1,1,226.2900,226.2900,1.00000000
30976,1504417934,10Estrela,AAA,Móveis,229248060,7,7,7,6,6,1150.1000,989.3400,0.86022085
10138,11839293,MegaMamute,AAA,Tecnologia,225819006,3,3,3,2,2,5111.0100,3463.2800,0.67761167
10138,12550188,MegaMamute,AAA,Tecnologia,226741217,2,2,2,1,1,2387.6500,1212.7800,0.50793877
10138,1504333636,MegaMamute,AAA,Tecnologia,227468110,37,25,37,24,18,15649.4200,10151.1000,0.64865663
30976,1892720,10Estrela,AAA,Móveis,225524923,1,1,1,1,1,134.0600,134.0600,1.00000000
30976,2341069,10Estrela,AAA,Móveis,227054542,1,1,1,1,1,68.6000,68.6000,1.00000000
30976,6876805,10Estrela,AAA,Móveis,229703643,10,10,10,8,8,3237.2200,2597.6800,0.80244160
30976,10431044,10Estrela,AAA,Móveis,227316888,1,1,1,0,0,165.9000,0.0000,0E-8
30976,11020837,10Estrela,AAA,Móveis,225686709,1,1,1,0,0,183.7400,0.0000,0E-8
30976,11743773,10Estrela,AAA,Móveis,228578834,2,1,2,2,1,93.1600,93.1600,1.00000000
30976,12563774,10Estrela,AAA,Móveis,229555638,4,3,4,4,3,217.0500,217.0500,1.00000000
30976,12702180,10Estrela,AAA,Móveis,227464170,1,1,1,1,1,1424.3000,1424.3000,1.00000000
30976,13176918,10Estrela,AAA,Móveis,225982088,1,1,1,0,0,175.9000,0.0000,0E-8
30976,14767793,10Estrela,AAA,Móveis,226834538,4,4,4,3,3,4608.2800,3459.5600,0.75072695
30976,14944409,10Estrela,AAA,Móveis,228162345,1,1,1,0,0,187.7400,0.0000,0E-8
30976,1500410813,10Estrela,AAA,Móveis,228932874,1,1,1,1,1,80.9000,80.9000,1.00000000
30976,1501889074,10Estrela,AAA,Móveis,228083690,3,3,3,3,3,234.8100,234.8100,1.00000000
10138,14931923,MegaMamute,AAA,Tecnologia,225561321,4,4,4,2,2,714.9700,352.7500,0.49337734
10138,1502859275,MegaMamute,AAA,Tecnologia,228451811,57,55,57,21,20,71575.6500,26479.2300,0.36994746
10138,1504071862,MegaMamute,AAA,Tecnologia,228647279,164,158,164,119,113,359021.0500,259949.1600,0.72404991
30976,7056357,10Estrela,AAA,Móveis,227062320,1,1,1,1,1,77.9700,77.9700,1.00000000
30976,9128484,10Estrela,AAA,Móveis,227572031,10,9,10,9,8,1907.5100,1728.6500,0.90623378
30976,11476092,10Estrela,AAA,Móveis,225497085,1,1,1,1,1,145.4300,145.4300,1.00000000
30976,11604357,10Estrela,AAA,Móveis,228497631,2,2,2,0,0,567.6600,0.0000,0E-8
30976,14009495,10Estrela,AAA,Móveis,226509837,1,1,1,1,1,348.4500,348.4500,1.00000000
30976,14187618,10Estrela,AAA,Móveis,229109425,32,32,32,21,21,3901.5300,2543.5400,0.65193398
30976,1500411831,10Estrela,AAA,Móveis,225441755,7,7,7,5,5,1062.1300,745.2100,0.70161845
30976,1500496297,10Estrela,AAA,Móveis,227381084,1,1,1,1,1,611.1800,611.1800,1.00000000
30976,1500560202,10Estrela,AAA,Móveis,229202912,1,1,1,0,0,96.6100,0.0000,0E-8
10138,1501576432,MegaMamute,AAA,Tecnologia,229687083,22,22,22,16,16,13676.6200,10045.4100,0.73449507
30976,2394271,10Estrela,AAA,Móveis,226451129,15,12,15,12,11,1793.9200,1427.4700,0.79572668
30976,3759078,10Estrela,AAA,Móveis,226070446,1,1,1,1,1,144.9700,144.9700,1.00000000
30976,7923465,10Estrela,AAA,Móveis,228790170,2,2,2,1,1,200.5000,97.6000,0.48678304
30976,10023628,10Estrela,AAA,Móveis,225574051,14,8,14,12,7,1407.6300,1199.0300,0.85180765
30976,12458430,10Estrela,AAA,Móveis,227853414,1,1,1,0,0,1489.5500,0.0000,0E-8
30976,12628308,10Estrela,AAA,Móveis,227476126,2,2,2,2,2,205.6900,205.6900,1.00000000
30976,12835322,10Estrela,AAA,Móveis,227763521,1,1,1,1,1,81.3700,81.3700,1.00000000
30976,1500411434,10Estrela,AAA,Móveis,228761919,1,1,1,0,0,404.9000,0.0000,0E-8
30976,1504454263,10Estrela,AAA,Móveis,227596101,1,1,1,1,1,861.3000,861.3000,1.00000000
10138,10974454,MegaMamute,AAA,Tecnologia,225819699,2,2,2,2,2,1871.4900,1871.4900,1.00000000
10138,1504643636,MegaMamute,AAA,Tecnologia,227974890,25,23,25,15,13,21951.8300,13098.3400,0.59668556
30976,3779652,10Estrela,AAA,Móveis,227096858,1,1,1,1,1,914.6300,914.6300,1.00000000
30976,6033639,10Estrela,AAA,Móveis,225416954,7,7,7,5,5,814.3500,585.2800,0.71870817
30976,6382696,10Estrela,AAA,Móveis,227903148,3,3,3,0,0,740.4700,0.0000,0E-8
30976,6660278,10Estrela,AAA,Móveis,228335171,3,3,3,1,1,374.0600,121.9600,0.32604395
30976,7018377,10Estrela,AAA,Móveis,225546047,2,1,2,0,0,86.8000,0.0000,0E-8
30976,10375125,10Estrela,AAA,Móveis,226707749,1,1,1,0,0,40.9600,0.0000,0E-8
30976,11021137,10Estrela,AAA,Móveis,226511456,1,1,1,0,0,127.9000,0.0000,0E-8
30976,12620406,10Estrela,AAA,Móveis,227206561,18,17,18,12,11,2027.7700,1357.4400,0.66942503
30976,12885032,10Estrela,AAA,Móveis,226572477,1,1,1,1,1,95.3500,95.3500,1.00000000
30976,13842937,10Estrela,AAA,Móveis,228534445,8,8,8,7,7,6587.7800,5735.8800,0.87068481
30976,14944977,10Estrela,AAA,Móveis,228354954,4,4,4,2,2,1431.0300,729.8600,0.51002425
