idlojista,idsku,lojista,cluster,mundo,idcompra,qtd_sku,qtd_pedidos_colocados,qtd_itens_colocados,qtd_itens_aprovados,qtd_pedidos_aprovados,valorcolocado,valoraprovado,taxa_aprovacao
30976,12727995,10Estrela,AAA,Móveis,227539145,1,1,1,1,1,299.9000,299.9000,1.00000000
30976,13196447,10Estrela,AAA,Móveis,226617378,1,1,1,0,0,210.9900,0.0000,0E-8
30976,1500632044,10Estrela,AAA,Móveis,225969723,4,3,4,4,3,738.5400,738.5400,1.00000000
30976,1500737123,10Estrela,AAA,Móveis,227785435,1,1,1,1,1,2317.6400,2317.6400,1.00000000
30976,1501503906,10Estrela,AAA,Móveis,227998006,2,2,2,2,2,884.7800,884.7800,1.00000000
30976,1504710929,10Estrela,AAA,Móveis,227565442,1,1,1,1,1,257.1200,257.1200,1.00000000
30976,1504819149,10Estrela,AAA,Móveis,229628222,1,1,1,1,1,38.3000,38.3000,1.00000000
10138,11629119,MegaMamute,AAA,Tecnologia,225826881,4,4,4,4,4,6926.5000,6926.5000,1.00000000
10138,1500688808,MegaMamute,AAA,Tecnologia,229325649,3,3,3,3,3,345.6400,345.6400,1.00000000
10138,1502410519,MegaMamute,AAA,Tecnologia,227461474,51,51,51,24,24,49268.8700,23169.9100,0.47027484
30976,7009531,10Estrela,AAA,Móveis,227189529,6,6,6,4,4,1956.1400,1315.6800,0.67258990
30976,9631501,10Estrela,AAA,Móveis,228681826,1,1,1,1,1,1369.6900,1369.6900,1.00000000
30976,12871048,10Estrela,AAA,Móveis,225352559,1,1,1,0,0,76.2600,0.0000,0E-8
30976,15077605,10Estrela,AAA,Móveis,225345510,1,1,1,0,0,354.4200,0.0000,0E-8
30976,1500056857,10Estrela,AAA,Móveis,226480590,15,15,15,9,9,2611.3100,1583.4700,0.60638913
30976,1500411222,10Estrela,AAA,Móveis,227495136,1,1,1,0,0,218.2900,0.0000,0E-8
30976,1500591912,10Estrela,AAA,Móveis,227205447,4,4,4,2,2,301.4900,144.6200,0.47968423
30976,1504233704,10Estrela,AAA,Móveis,227554220,1,1,1,1,1,65.1000,65.1000,1.00000000
30976,1504327193,10Estrela,AAA,Móveis,226539525,1,1,1,1,1,264.7800,264.7800,1.00000000
10138,12200049,MegaMamute,AAA,Tecnologia,226010331,2,1,2,2,1,424.4600,424.4600,1.00000000
10138,15373423,MegaMamute,AAA,Tecnologia,226573073,53,52,53,34,33,75708.8500,48687.3400,0.64308651
10138,50003883,MegaMamute,AAA,Tecnologia,229204308,1,1,1,1,1,1677.3700,1677.3700,1.00000000
30976,19479,10Estrela,AAA,Móveis,228592067,3,3,3,3,3,189.7300,189.7300,1.00000000
30976,19594,10Estrela,AAA,Móveis,229437643,1,1,1,1,1,42.4500,42.4500,1.00000000
30976,4474537,10Estrela,AAA,Móveis,226559208,1,1,1,1,1,123.7500,123.7500,1.00000000
30976,11513623,10Estrela,AAA,Móveis,228543645,1,1,1,1,1,324.9800,324.9800,1.00000000
30976,12873200,10Estrela,AAA,Móveis,227415705,2,2,2,2,2,1057.2700,1057.2700,1.00000000
30976,13285619,10Estrela,AAA,Móveis,228186175,1,1,1,1,1,581.3500,581.3500,1.00000000
30976,13418054,10Estrela,AAA,Móveis,225664180,1,1,1,0,0,106.9100,0.0000,0E-8
30976,13480176,10Estrela,AAA,Móveis,227143820,2,2,2,2,2,115.1800,115.1800,1.00000000
30976,14816603,10Estrela,AAA,Móveis,228095710,1,1,1,1,1,496.0100,496.0100,1.00000000
30976,1500633178,10Estrela,AAA,Móveis,227060349,1,1,1,1,1,806.0000,806.0000,1.00000000
30976,1502806469,10Estrela,AAA,Móveis,226608161,3,2,3,2,1,439.2400,302.4000,0.68846189
30976,1504432214,10Estrela,AAA,Móveis,226180243,2,2,2,2,2,299.8000,299.8000,1.00000000
10138,4036215,MegaMamute,AAA,Tecnologia,229098687,1,1,1,0,0,1116.3100,0.0000,0E-8
30976,9038,10Estrela,AAA,Móveis,228073126,1,1,1,1,1,223.2500,223.2500,1.00000000
30976,195402,10Estrela,AAA,Móveis,227531557,1,1,1,1,1,235.9000,235.9000,1.00000000
30976,419231,10Estrela,AAA,Móveis,227986321,1,1,1,1,1,128.9000,128.9000,1.00000000
30976,2437734,10Estrela,AAA,Móveis,225977649,6,5,6,5,4,2707.1000,2241.1600,0.82788224
30976,7138101,10Estrela,AAA,Móveis,226487512,3,2,3,2,1,116.6800,68.6000,0.58793281
30976,8831541,10Estrela,AAA,Móveis,225468409,1,1,1,1,1,221.8700,221.8700,1.00000000
30976,13196465,10Estrela,AAA,Móveis,226556813,1,1,1,0,0,249.2900,0.0000,0E-8
30976,1500632149,10Estrela,AAA,Móveis,226775932,1,1,1,1,1,198.7800,198.7800,1.00000000
30976,1500632179,10Estrela,AAA,Móveis,227160179,3,3,3,1,1,593.6900,191.3700,0.32233994
30976,1502733458,10Estrela,AAA,Móveis,225610904,2,2,2,2,2,692.5800,692.5800,1.00000000
30976,1504005501,10Estrela,AAA,Móveis,228117030,2,2,2,2,2,798.1200,798.1200,1.00000000
30976,1504809750,10Estrela,AAA,Móveis,229482243,1,1,1,1,1,117.7700,117.7700,1.00000000
10138,50005855,MegaMamute,AAA,Tecnologia,226445335,303,278,303,180,158,262218.5300,154834.1700,0.59047761
30976,5880612,10Estrela,AAA,Móveis,227219608,4,4,4,2,2,503.1800,201.0000,0.39945944
30976,10306675,10Estrela,AAA,Móveis,228920727,1,1,1,1,1,96.6100,96.6100,1.00000000
30976,10929884,10Estrela,AAA,Móveis,227559757,1,1,1,1,1,72.0700,72.0700,1.00000000
30976,12053367,10Estrela,AAA,Móveis,227147506,5,5,5,2,2,1460.9100,572.7200,0.39202963
30976,12699823,10Estrela,AAA,Móveis,228276599,1,1,1,1,1,800.8300,800.8300,1.00000000
30976,13192888,10Estrela,AAA,Móveis,225977662,3,3,3,1,1,1684.0500,539.4000,0.32029928
30976,13400196,10Estrela,AAA,Móveis,227289182,1,1,1,1,1,196.4900,196.4900,1.00000000
30976,1500590904,10Estrela,AAA,Móveis,226746581,1,1,1,1,1,417.9000,417.9000,1.00000000
30976,1501872685,10Estrela,AAA,Móveis,225825427,5,5,5,4,4,366.5800,293.0400,0.79938895
30976,1503631725,10Estrela,AAA,Móveis,227580349,1,1,1,1,1,134.8800,134.8800,1.00000000
10138,1501532998,MegaMamute,AAA,Tecnologia,229517920,6,5,6,2,2,8783.7800,2930.0900,0.33357962
30976,10823250,10Estrela,AAA,Móveis,228779141,1,1,1,1,1,129.7100,129.7100,1.00000000
30976,11271003,10Estrela,AAA,Móveis,228658960,8,8,8,7,7,1390.3400,1226.5600,0.88220148
30976,12719292,10Estrela,AAA,Móveis,229476438,1,1,1,1,1,103.3400,103.3400,1.00000000
30976,13323412,10Estrela,AAA,Móveis,227200825,2,2,2,2,2,1625.1600,1625.1600,1.00000000
30976,13364839,10Estrela,AAA,Móveis,229506742,1,1,1,1,1,345.6800,345.6800,1.00000000
30976,15141133,10Estrela,AAA,Móveis,229110379,1,1,1,1,1,1048.3500,1048.3500,1.00000000
30976,1503000729,10Estrela,AAA,Móveis,225536987,1,1,1,1,1,1191.3400,1191.3400,1.00000000
30976,1503213867,10Estrela,AAA,Móveis,226149066,1,1,1,1,1,154.2400,154.2400,1.00000000
30976,1503427213,10Estrela,AAA,Móveis,226387498,2,2,2,1,1,177.1300,71.3100,0.40258567
30976,1504340364,10Estrela,AAA,Móveis,228533459,2,2,2,2,2,3041.1900,3041.1900,1.00000000
30976,1504818813,10Estrela,AAA,Móveis,229695545,1,1,1,1,1,948.0800,948.0800,1.00000000
10138,1504573217,MegaMamute,AAA,Tecnologia,228845851,10,10,10,7,7,15946.1600,11170.8500,0.70053543
30976,7400468,10Estrela,AAA,Móveis,228122086,1,1,1,0,0,310.3300,0.0000,0E-8
30976,8333701,10Estrela,AAA,Móveis,228473456,2,2,2,2,2,187.4100,187.4100,1.00000000
30976,8335503,10Estrela,AAA,Móveis,226069632,1,1,1,1,1,209.7300,209.7300,1.00000000
30976,9142073,10Estrela,AAA,Móveis,226927907,1,1,1,0,0,217.3400,0.0000,0E-8
30976,10793208,10Estrela,AAA,Móveis,225739248,2,2,2,2,2,568.9700,568.9700,1.00000000
30976,15325461,10Estrela,AAA,Móveis,227653693,1,1,1,1,1,48.9300,48.9300,1.00000000
30976,1500410984,10Estrela,AAA,Móveis,225400886,1,1,1,1,1,145.3200,145.3200,1.00000000
30976,1500411430,10Estrela,AAA,Móveis,225346929,1,1,1,1,1,184.4500,184.4500,1.00000000
30976,1502879473,10Estrela,AAA,Móveis,227571023,59,59,59,48,48,6913.8100,5630.8300,0.81443227
10138,1502998330,MegaMamute,AAA,Tecnologia,227960000,11,11,11,4,4,29318.6800,10629.5500,0.36255213
30976,10373196,10Estrela,AAA,Móveis,227293385,10,5,10,10,5,709.1900,709.1900,1.00000000
30976,11243602,10Estrela,AAA,Móveis,229583493,1,1,1,0,0,1163.9000,0.0000,0E-8
30976,13239294,10Estrela,AAA,Móveis,227216519,3,3,3,3,3,2049.2500,2049.2500,1.00000000
30976,13420321,10Estrela,AAA,Móveis,228040193,1,1,1,1,1,157.6200,157.6200,1.00000000
30976,14945633,10Estrela,AAA,Móveis,227709290,1,1,1,1,1,544.9300,544.9300,1.00000000
30976,1500412135,10Estrela,AAA,Móveis,226768947,1,1,1,1,1,192.6100,192.6100,1.00000000
30976,1500633219,10Estrela,AAA,Móveis,228775675,1,1,1,0,0,1065.9200,0.0000,0E-8
30976,1504003068,10Estrela,AAA,Móveis,228330541,80,79,80,72,71,46758.4700,41996.5200,0.89815856
30976,1504314304,10Estrela,AAA,Móveis,228765536,3,3,3,3,3,486.8300,486.8300,1.00000000
30976,1504818355,10Estrela,AAA,Móveis,229158731,1,1,1,1,1,2043.2900,2043.2900,1.00000000
10138,4793652,MegaMamute,AAA,Tecnologia,225800531,3,3,3,3,3,2966.0600,2966.0600,1.00000000
10138,6332371,MegaMamute,AAA,Tecnologia,229557789,4,4,4,2,2,2659.3100,1317.6900,0.49550071
10138,12097814,MegaMamute,AAA,Tecnologia,225644501,22,22,22,15,15,22205.2600,15132.8400,0.68149799
30976,1956787,10Estrela,AAA,Móveis,229078645,2,2,2,2,2,468.5000,468.5000,1.00000000
30976,3829490,10Estrela,AAA,Móveis,229545130,13,13,13,10,10,1181.3900,896.9200,0.75920737
30976,7257337,10Estrela,AAA,Móveis,225936386,1,1,1,1,1,31.0900,31.0900,1.00000000
30976,7675376,10Estrela,AAA,Móveis,229340954,4,4,4,4,4,595.9600,595.9600,1.00000000
30976,12584542,10Estrela,AAA,Móveis,226831276,1,1,1,1,1,817.5700,817.5700,1.00000000
30976,12758413,10Estrela,AAA,Móveis,226589848,6,6,6,2,2,7386.0600,2449.9800,0.33170324
30976,13364478,10Estrela,AAA,Móveis,226585734,1,1,1,1,1,406.6200,406.6200,1.00000000
30976,13713366,10Estrela,AAA,Móveis,226086405,1,1,1,0,0,150.1700,0.0000,0E-8
30976,14943936,10Estrela,AAA,Móveis,227070406,1,1,1,0,0,74.0600,0.0000,0E-8
30976,14944971,10Estrela,AAA,Móveis,228307673,1,1,1,1,1,145.0300,145.0300,1.00000000
30976,14945314,10Estrela,AAA,Móveis,228865065,1,1,1,1,1,344.6800,344.6800,1.00000000
30976,1502738239,10Estrela,AAA,Móveis,225599427,9,9,9,8,8,2481.2300,2198.9800,0.88624593
30976,1504005587,10Estrela,AAA,Móveis,228163235,6,6,6,3,3,1050.4200,529.6400,0.50421736
30976,1504340053,10Estrela,AAA,Móveis,229329910,3,3,3,1,1,9188.0900,3175.2900,0.34558760
30976,1504450029,10Estrela,AAA,Móveis,225972361,2,2,2,1,1,2863.0300,1421.2600,0.49641813
10138,13243421,MegaMamute,AAA,Tecnologia,227338445,54,54,54,34,34,51473.0300,32349.0200,0.62846543
30976,8682493,10Estrela,AAA,Móveis,226795123,1,1,1,0,0,50.3200,0.0000,0E-8
30976,9029912,10Estrela,AAA,Móveis,229381960,8,7,8,4,3,676.9200,347.2500,0.51298529
30976,11932529,10Estrela,AAA,Móveis,225370835,1,1,1,1,1,128.7500,128.7500,1.00000000
30976,12615113,10Estrela,AAA,Móveis,229527412,1,1,1,1,1,75.9500,75.9500,1.00000000
30976,12876669,10Estrela,AAA,Móveis,227190103,2,1,2,2,1,235.9600,235.9600,1.00000000
30976,13873263,10Estrela,AAA,Móveis,225814011,1,1,1,1,1,1590.0600,1590.0600,1.00000000
30976,13887835,10Estrela,AAA,Móveis,227286936,4,4,4,3,3,4299.6300,3215.6900,0.74789924
30976,14944201,10Estrela,AAA,Móveis,227748534,10,10,10,9,9,5728.3400,5187.4900,0.90558347
30976,15114506,10Estrela,AAA,Móveis,227202255,3,3,3,3,3,1338.5900,1338.5900,1.00000000
30976,1500411078,10Estrela,AAA,Móveis,228700346,1,1,1,1,1,84.5600,84.5600,1.00000000
30976,1502711130,10Estrela,AAA,Móveis,228019869,2,2,2,2,2,563.3100,563.3100,1.00000000
30976,1503494466,10Estrela,AAA,Móveis,225558042,1,1,1,1,1,114.4500,114.4500,1.00000000
30976,9097413,10Estrela,AAA,Móveis,228117977,1,1,1,0,0,82.9000,0.0000,0E-8
30976,10795413,10Estrela,AAA,Móveis,227736399,3,3,3,3,3,317.4000,317.4000,1.00000000
30976,11116844,10Estrela,AAA,Móveis,228655581,8,8,8,5,5,1188.8500,739.4100,0.62195399
30976,11307091,10Estrela,AAA,Móveis,228938373,1,1,1,1,1,622.7400,622.7400,1.00000000
30976,11352957,10Estrela,AAA,Móveis,228447436,1,1,1,1,1,99.9000,99.9000,1.00000000
30976,12622478,10Estrela,AAA,Móveis,226444561,64,64,64,43,43,17820.1200,11676.2400,0.65522791
30976,12661981,10Estrela,AAA,Móveis,225448342,1,1,1,1,1,147.8800,147.8800,1.00000000
30976,12912429,10Estrela,AAA,Móveis,227075927,3,3,3,2,2,1514.0100,1009.3400,0.66666667
30976,14231082,10Estrela,AAA,Móveis,228358869,3,3,3,2,2,883.5100,590.3300,0.66816448
30976,1503215400,10Estrela,AAA,Móveis,226105393,2,2,2,2,2,361.4400,361.4400,1.00000000
10138,1501115537,MegaMamute,AAA,Tecnologia,226925020,4,4,4,1,1,4650.9600,1162.7400,0.25000000
10138,1501650523,MegaMamute,AAA,Tecnologia,226831166,115,112,115,53,52,225544.3700,104008.5000,0.46114430
10138,1502809624,MegaMamute,AAA,Tecnologia,225903180,1,1,1,1,1,1439.9800,1439.9800,1.00000000
10138,1504643507,MegaMamute,AAA,Tecnologia,226907088,2,2,2,1,1,1001.4000,500.7000,0.50000000
30976,3073318,10Estrela,AAA,Móveis,229438594,2,1,2,2,1,177.8000,177.8000,1.00000000
30976,9072236,10Estrela,AAA,Móveis,228512111,16,16,16,10,10,4559.6200,2866.9800,0.62877608
30976,11685883,10Estrela,AAA,Móveis,227189990,1,1,1,1,1,58.4900,58.4900,1.00000000
30976,12390237,10Estrela,AAA,Móveis,226464668,1,1,1,0,0,166.3300,0.0000,0E-8
30976,12902040,10Estrela,AAA,Móveis,226040399,7,6,7,4,3,683.0100,370.9200,0.54306672
30976,14944349,10Estrela,AAA,Móveis,227084028,1,1,1,1,1,560.3900,560.3900,1.00000000
30976,14944483,10Estrela,AAA,Móveis,226310864,1,1,1,1,1,79.9000,79.9000,1.00000000
30976,1502899677,10Estrela,AAA,Móveis,225925964,50,50,50,32,32,15346.6100,9823.8900,0.64013421
30976,1503356028,10Estrela,AAA,Móveis,228440537,1,1,1,0,0,134.9000,0.0000,0E-8
30976,1504082977,10Estrela,AAA,Móveis,228889671,1,1,1,1,1,344.2400,344.2400,1.00000000
30976,1504816600,10Estrela,AAA,Móveis,228753002,1,1,1,1,1,228.0900,228.0900,1.00000000
10138,13891286,MegaMamute,AAA,Tecnologia,225815809,24,20,24,19,16,15128.7700,12002.1700,0.79333416
10138,1504643602,MegaMamute,AAA,Tecnologia,227331684,1,1,1,1,1,429.0300,429.0300,1.00000000
30976,6657455,10Estrela,AAA,Móveis,229461848,1,1,1,1,1,33.0200,33.0200,1.00000000
30976,7007735,10Estrela,AAA,Móveis,226317649,4,4,4,2,2,1141.7200,570.8600,0.50000000
30976,11225121,10Estrela,AAA,Móveis,228386578,1,1,1,1,1,180.5500,180.5500,1.00000000
30976,13182949,10Estrela,AAA,Móveis,227191020,1,1,1,1,1,554.7700,554.7700,1.00000000
30976,13973535,10Estrela,AAA,Móveis,227446045,2,2,2,0,0,5092.8400,0.0000,0E-8
30976,14034014,10Estrela,AAA,Móveis,228591654,1,1,1,1,1,1017.9000,1017.9000,1.00000000
30976,14767752,10Estrela,AAA,Móveis,228585715,3,3,3,3,3,3308.4900,3308.4900,1.00000000
30976,14930153,10Estrela,AAA,Móveis,228116192,1,1,1,1,1,139.5300,139.5300,1.00000000
30976,15373423,10Estrela,AAA,Móveis,227857133,4,4,4,2,2,6090.7900,3046.0300,0.50010426
30976,1501051352,10Estrela,AAA,Móveis,227866135,4,4,4,2,2,435.5300,217.7500,0.49996556
30976,1501515467,10Estrela,AAA,Móveis,228344476,1,1,1,1,1,1868.7700,1868.7700,1.00000000
30976,1504250451,10Estrela,AAA,Móveis,226675125,2,2,2,2,2,1146.1200,1146.1200,1.00000000
10138,239763,MegaMamute,AAA,Tecnologia,225549197,6,6,6,4,4,1813.0200,1185.5100,0.65388688
30976,2441768,10Estrela,AAA,Móveis,226003695,1,1,1,1,1,87.7100,87.7100,1.00000000
30976,3416313,10Estrela,AAA,Móveis,228517084,1,1,1,1,1,444.5900,444.5900,1.00000000
30976,8410985,10Estrela,AAA,Móveis,226810845,2,2,2,2,2,510.4800,510.4800,1.00000000
30976,9050960,10Estrela,AAA,Móveis,228075021,3,3,3,2,2,177.7000,108.8000,0.61226787
30976,12037433,10Estrela,AAA,Móveis,227584176,166,162,166,138,134,78443.3300,64995.7800,0.82856987
30976,12702869,10Estrela,AAA,Móveis,227501023,2,1,2,2,1,470.0000,470.0000,1.00000000
30976,13184274,10Estrela,AAA,Móveis,229093260,1,1,1,1,1,175.5000,175.5000,1.00000000
30976,13198835,10Estrela,AAA,Móveis,225473479,1,1,1,1,1,222.9000,222.9000,1.00000000
30976,14943879,10Estrela,AAA,Móveis,227762095,2,2,2,2,2,1165.1100,1165.1100,1.00000000
30976,14944975,10Estrela,AAA,Móveis,225603475,2,1,2,2,1,145.1000,145.1000,1.00000000
30976,14945483,10Estrela,AAA,Móveis,227939067,4,3,4,3,2,222.6700,165.7700,0.74446490
30976,15062243,10Estrela,AAA,Móveis,229422272,28,26,28,21,19,2321.3300,1762.6700,0.75933624
30976,1500396829,10Estrela,AAA,Móveis,227505568,1,1,1,1,1,89.3700,89.3700,1.00000000
30976,1500816320,10Estrela,AAA,Móveis,226283242,3,3,3,1,1,2821.2300,940.4100,0.33333333
30976,1502769616,10Estrela,AAA,Móveis,227498284,2,2,2,2,2,216.1800,216.1800,1.00000000
30976,431620,10Estrela,AAA,Móveis,225686844,1,1,1,1,1,213.5600,213.5600,1.00000000
30976,2542448,10Estrela,AAA,Móveis,225955804,2,2,2,2,2,1569.0500,1569.0500,1.00000000
30976,3829497,10Estrela,AAA,Móveis,229579714,4,4,4,4,4,348.7700,348.7700,1.00000000
30976,8260529,10Estrela,AAA,Móveis,226604362,1,1,1,1,1,152.3400,152.3400,1.00000000
30976,8695770,10Estrela,AAA,Móveis,226202817,1,1,1,1,1,167.4700,167.4700,1.00000000
30976,12698485,10Estrela,AAA,Móveis,226168631,1,1,1,1,1,1561.9000,1561.9000,1.00000000
30976,14009413,10Estrela,AAA,Móveis,229707539,3,2,3,1,1,171.9200,53.4400,0.31084225
30976,14748703,10Estrela,AAA,Móveis,228381495,1,1,1,1,1,56.2000,56.2000,1.00000000
30976,14944237,10Estrela,AAA,Móveis,228000440,6,6,6,6,6,434.3800,434.3800,1.00000000
30976,1500340980,10Estrela,AAA,Móveis,228524175,3,3,3,2,2,198.6800,127.7800,0.64314476
30976,1500865365,10Estrela,AAA,Móveis,225808118,2,1,2,2,1,409.8000,409.8000,1.00000000
30976,1501678136,10Estrela,AAA,Móveis,228542198,1,1,1,1,1,334.9000,334.9000,1.00000000
30976,1503021783,10Estrela,AAA,Móveis,225689161,1,1,1,0,0,208.9000,0.0000,0E-8
10138,13812373,MegaMamute,AAA,Tecnologia,225729279,1,1,1,1,1,196.2000,196.2000,1.00000000
10138,1504643322,MegaMamute,AAA,Tecnologia,227713787,2,2,2,2,2,203.8500,203.8500,1.00000000
30976,5262542,10Estrela,AAA,Móveis,227619807,1,1,1,1,1,823.8600,823.8600,1.00000000
30976,8138095,10Estrela,AAA,Móveis,226212073,18,18,18,14,14,4358.8500,3390.9900,0.77795519
30976,8856557,10Estrela,AAA,Móveis,227231287,1,1,1,1,1,153.9000,153.9000,1.00000000
30976,8995690,10Estrela,AAA,Móveis,229492444,1,1,1,0,0,109.6100,0.0000,0E-8
30976,10817108,10Estrela,AAA,Móveis,227515295,1,1,1,0,0,188.1800,0.0000,0E-8
30976,14382953,10Estrela,AAA,Móveis,229587584,3,3,3,3,3,369.7800,369.7800,1.00000000
30976,14945277,10Estrela,AAA,Móveis,227396409,2,2,2,1,1,1289.7400,644.8700,0.50000000
30976,1502755305,10Estrela,AAA,Móveis,227711960,1,1,1,1,1,975.5000,975.5000,1.00000000
30976,1504490386,10Estrela,AAA,Móveis,226053540,1,1,1,1,1,400.7200,400.7200,1.00000000
10138,1504561345,MegaMamute,AAA,Tecnologia,228778926,1,1,1,0,0,183.3600,0.0000,0E-8
10138,1504643132,MegaMamute,AAA,Tecnologia,228899946,3,3,3,3,3,646.5800,646.5800,1.00000000
30976,19522,10Estrela,AAA,Móveis,225629550,1,1,1,1,1,60.5300,60.5300,1.00000000
30976,1956761,10Estrela,AAA,Móveis,228510391,4,4,4,2,2,576.5800,293.7600,0.50948697
30976,9223343,10Estrela,AAA,Móveis,225970150,5,3,5,2,2,417.5800,175.8400,0.42109296
30976,12043383,10Estrela,AAA,Móveis,228548785,1,1,1,1,1,63.9000,63.9000,1.00000000
30976,12702173,10Estrela,AAA,Móveis,225582219,4,4,4,1,1,967.0100,116.9800,0.12097083
30976,14946353,10Estrela,AAA,Móveis,226102430,1,1,1,1,1,625.2500,625.2500,1.00000000
30976,1502275263,10Estrela,AAA,Móveis,225635231,3,2,3,3,2,572.3600,572.3600,1.00000000
30976,1502888118,10Estrela,AAA,Móveis,226825774,41,40,41,35,34,4316.0000,3672.7900,0.85097081
30976,1504418305,10Estrela,AAA,Móveis,227480070,21,21,21,12,12,3321.2300,1888.0700,0.56848517
30976,1504641515,10Estrela,AAA,Móveis,227580799,1,1,1,1,1,543.1000,543.1000,1.00000000
10138,12771065,MegaMamute,AAA,Tecnologia,229658058,4,4,4,3,3,1606.6200,1203.5800,0.74913794
10138,55007172,MegaMamute,AAA,Tecnologia,227509833,9,9,9,4,4,14001.7100,6100.1700,0.43567321
10138,1501744252,MegaMamute,AAA,Tecnologia,225673736,7,7,7,4,4,11758.5100,6728.0100,0.57218219
30976,2067355,10Estrela,AAA,Móveis,227467429,2,2,2,2,2,1383.0400,1383.0400,1.00000000
30976,6489034,10Estrela,AAA,Móveis,226255218,3,2,3,3,2,342.3100,342.3100,1.00000000
30976,7829801,10Estrela,AAA,Móveis,225658055,1,1,1,1,1,238.7600,238.7600,1.00000000
30976,11483673,10Estrela,AAA,Móveis,229396207,6,6,6,6,6,1017.9100,1017.9100,1.00000000
30976,13845965,10Estrela,AAA,Móveis,227423770,1,1,1,1,1,533.1300,533.1300,1.00000000
30976,14692520,10Estrela,AAA,Móveis,227858753,1,1,1,1,1,161.7800,161.7800,1.00000000
30976,1500632133,10Estrela,AAA,Móveis,226357012,1,1,1,1,1,165.9400,165.9400,1.00000000
30976,1503001764,10Estrela,AAA,Móveis,225718756,2,2,2,2,2,671.1600,671.1600,1.00000000
30976,1504088590,10Estrela,AAA,Móveis,227889582,1,1,1,1,1,387.9500,387.9500,1.00000000
30976,1504393205,10Estrela,AAA,Móveis,227121136,1,1,1,0,0,482.2100,0.0000,0E-8
10138,15114228,MegaMamute,AAA,Tecnologia,228087552,5,5,5,5,5,6742.1400,6742.1400,1.00000000
10138,1500126393,MegaMamute,AAA,Tecnologia,229352990,9,9,9,4,4,5176.0200,2302.7700,0.44489202
10138,1500588293,MegaMamute,AAA,Tecnologia,229415142,3,3,3,2,2,4072.0800,2703.0000,0.66378853
30976,6681388,10Estrela,AAA,Móveis,227727541,16,15,16,12,12,2261.3600,1671.4300,0.73912601
30976,7533840,10Estrela,AAA,Móveis,225963984,9,8,9,6,5,448.2400,296.2000,0.66080671
30976,10953974,10Estrela,AAA,Móveis,228481448,3,3,3,2,2,1058.1900,718.5100,0.67899905
30976,11307074,10Estrela,AAA,Móveis,227585441,4,4,4,1,1,2624.6700,708.1100,0.26979011
30976,12659783,10Estrela,AAA,Móveis,226862256,2,2,2,0,0,1746.8900,0.0000,0E-8
30976,1500854283,10Estrela,AAA,Móveis,226154703,2,2,2,2,2,672.7800,672.7800,1.00000000
30976,1501667263,10Estrela,AAA,Móveis,227695154,1,1,1,1,1,173.0800,173.0800,1.00000000
30976,1503006785,10Estrela,AAA,Móveis,225692149,6,6,6,5,5,1103.2000,933.0100,0.84573060
30976,1504540033,10Estrela,AAA,Móveis,227476276,1,1,1,1,1,90.0900,90.0900,1.00000000
10138,15081503,MegaMamute,AAA,Tecnologia,226908658,3,3,3,2,2,2513.5000,1658.3400,0.65977322
30976,36878,10Estrela,AAA,Móveis,227743920,4,4,4,2,2,1035.7600,506.0700,0.48859774
30976,2381241,10Estrela,AAA,Móveis,228516340,3,3,3,1,1,468.1200,166.9000,0.35653251
30976,3532259,10Estrela,AAA,Móveis,227427534,7,7,7,4,4,5466.4900,3088.3300,0.56495667
30976,5180003,10Estrela,AAA,Móveis,227298345,1,1,1,1,1,381.4100,381.4100,1.00000000
30976,6529540,10Estrela,AAA,Móveis,225789355,1,1,1,0,0,153.3900,0.0000,0E-8
30976,7533852,10Estrela,AAA,Móveis,228166730,2,1,2,2,1,929.8000,929.8000,1.00000000
30976,10515721,10Estrela,AAA,Móveis,229157851,7,7,7,6,6,7094.3800,6104.3000,0.86044165
30976,11480394,10Estrela,AAA,Móveis,225688061,1,1,1,0,0,89.6000,0.0000,0E-8
30976,12391649,10Estrela,AAA,Móveis,228677964,5,4,5,2,2,922.7100,388.7700,0.42133498
30976,13417786,10Estrela,AAA,Móveis,226099632,3,3,3,0,0,1657.5700,0.0000,0E-8
30976,1500451159,10Estrela,AAA,Móveis,226939132,13,13,13,5,5,14892.4000,5697.1000,0.38255083
30976,1500965529,10Estrela,AAA,Móveis,225677538,1,1,1,1,1,101.9600,101.9600,1.00000000
30976,1500980943,10Estrela,AAA,Móveis,227570033,1,1,1,0,0,466.1000,0.0000,0E-8
30976,1501654426,10Estrela,AAA,Móveis,229056779,3,3,3,2,2,291.3700,187.4700,0.64340872
30976,1502763639,10Estrela,AAA,Móveis,228049395,2,2,2,1,1,497.9900,234.9000,0.47169622
10138,1501591895,MegaMamute,AAA,Tecnologia,225437277,410,397,410,274,265,355021.5700,235735.6100,0.66400363
10138,1503749564,MegaMamute,AAA,Tecnologia,226733634,2,2,2,0,0,1445.8000,0.0000,0E-8
30976,3534655,10Estrela,AAA,Móveis,225346123,1,1,1,1,1,369.3800,369.3800,1.00000000
30976,4376212,10Estrela,AAA,Móveis,228759104,1,1,1,1,1,1261.9300,1261.9300,1.00000000
30976,12506909,10Estrela,AAA,Móveis,226395556,1,1,1,1,1,62.9000,62.9000,1.00000000
30976,12728016,10Estrela,AAA,Móveis,227756975,8,8,8,8,8,3794.5500,3794.5500,1.00000000
