idlojista,DtCriacaoProtocolo,DtFechamentoProtocolo,QtProtocolo,VrTotalProtocolo,VrTotalProtocoloAbsoluto,QtProtocoloAberto,QtProtocoloFechado,QtProtocoloSemResposta24Horas,QtProtocoloSemResposta48Horas,QtProtocoloReclamacao,QtProtocoloAbertoReclamacao,VrTotalProtocoloReclamacao,VrTotalProtocoloReclamacaoAbsoluto,QtTotalRecontato,QtTotalCanalEspecial,QtTotalFilaMarketPlace,QtTotalFilaLojista,TxReclamacao,DhAtualizacao,year_partition,month_partition,day_partition
30976,2020-09-02,2020-09-15,5,-909.92,1746.82,0,5,0,0,1,0,170.54,170.54,2,1,2,0,0.2,2020-10-05T17:00:34.520+0000,2020,09,02
30976,2020-08-06,2020-09-02,2,399.02,399.02,0,2,0,0,2,0,399.02,399.02,8,0,2,0,1,2020-10-05T17:00:34.520+0000,2020,08,06
30976,2020-07-18,2020-09-25,1,-85.44,85.44,0,1,0,0,1,0,-85.44,85.44,6,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,18
30976,2020-07-14,2020-09-24,1,-85.27,85.27,0,1,0,0,1,0,-85.27,85.27,2,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,14
30976,2020-08-18,2020-09-28,2,-516.04,1054.06,0,2,0,0,1,0,269.01,269.01,6,1,0,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,18
30976,2020-08-28,2020-09-16,1,-778.6,778.6,0,1,0,0,1,0,-778.6,778.6,2,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,28
30976,2020-09-12,2020-09-18,3,817.28,1038.74,0,3,0,0,1,0,515.15,515.15,0,0,1,1,0.3333,2020-10-05T17:00:34.520+0000,2020,09,12
30976,2020-08-31,2020-09-17,4,388.89,1140.35,0,4,0,0,2,0,16.88,329.76,5,1,2,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,31
30976,2020-09-01,2020-09-03,9,2602.22,2666.4,0,9,0,0,7,0,1580.16,1644.34,3,0,4,1,0.7778,2020-10-05T17:00:34.520+0000,2020,09,01
30976,2020-08-08,2020-09-05,1,-302.28,302.28,0,1,0,0,0,0,0,0,2,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,08
30976,2020-09-06,2020-09-11,1,296.11,296.11,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,06
30976,2020-09-12,2020-09-28,1,121.03,121.03,0,1,0,0,0,0,0,0,0,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,09,12
30976,2020-08-18,2020-09-03,1,160.6,160.6,0,1,0,0,1,0,160.6,160.6,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,18
30976,2020-09-09,2020-09-16,1,-107.94,107.94,0,1,0,0,1,0,-107.94,107.94,2,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,09
30976,2020-08-26,2020-09-19,2,111.44,321.84,0,2,0,0,1,0,-105.2,105.2,4,2,0,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,26
30976,2020-08-15,2020-08-17,1,211.98,211.98,0,1,0,0,1,0,211.98,211.98,1,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,08,15
30976,2020-08-10,2020-09-04,1,-342.92,342.92,0,1,0,0,0,0,0,0,1,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,10
30976,2020-09-14,2020-09-29,4,427.59,2451.43,0,4,0,0,4,0,427.59,2451.43,3,0,2,0,1,2020-10-05T17:00:34.520+0000,2020,09,14
30976,2020-08-26,2020-09-17,3,632.03,706.83,0,3,0,0,1,0,172.19,172.19,7,0,3,0,0.3333,2020-10-05T17:00:34.520+0000,2020,08,26
30976,2020-08-26,2020-09-27,1,-265.33,265.33,0,1,0,0,0,0,0,0,2,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,26
30976,2020-08-09,2020-09-11,1,-32.09,32.09,0,1,0,0,1,0,-32.09,32.09,3,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,09
30976,2020-09-03,2020-09-16,6,-38.35,2294.63,0,6,0,0,6,0,-38.35,2294.63,8,0,1,1,1,2020-10-05T17:00:34.520+0000,2020,09,03
30976,2020-07-22,2020-09-18,1,-156.24,156.24,0,1,0,0,1,0,-156.24,156.24,0,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,22
30976,2020-09-05,2020-09-14,2,194.86,513.6,0,2,0,0,2,0,194.86,513.6,2,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,09,05
30976,2020-09-17,2020-09-17,64,27780.9,31838.84,0,64,0,0,9,0,4801.98,7091.04,0,1,0,0,0.1406,2020-10-05T17:00:34.520+0000,2020,09,17
30976,2020-09-23,null,8,739.73,2913.15,8,0,8,6,5,5,1219.82,1219.82,9,0,0,6,0.625,2020-10-05T17:00:34.520+0000,2020,09,23
30976,2020-08-28,2020-09-28,1,1444.87,1444.87,0,1,0,0,0,0,0,0,3,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,28
30976,2020-08-14,2020-09-01,1,-353.3,353.3,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,14
30976,2020-09-08,2020-09-21,2,941.18,941.18,0,2,0,0,1,0,519.14,519.14,2,0,2,0,0.5,2020-10-05T17:00:34.520+0000,2020,09,08
30976,2020-08-27,2020-09-23,3,-343.05,698.63,0,3,0,0,1,0,177.79,177.79,11,1,0,0,0.3333,2020-10-05T17:00:34.520+0000,2020,08,27
30976,2020-09-25,2020-09-25,48,16510.44,19626.16,0,48,0,0,10,0,3873.83,4381.59,1,1,0,0,0.2083,2020-10-05T17:00:34.520+0000,2020,09,25
30976,2020-08-01,2020-09-18,1,-310.04,310.04,0,1,0,0,1,0,-310.04,310.04,10,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,01
30976,2020-09-03,2020-09-17,5,2044.15,2044.15,0,5,0,0,5,0,2044.15,2044.15,7,2,3,0,1,2020-10-05T17:00:34.520+0000,2020,09,03
30976,2020-08-17,2020-09-02,1,-231.68,231.68,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,17
30976,2020-07-16,2020-08-11,1,64.46,64.46,0,1,0,0,1,0,64.46,64.46,2,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,07,16
30976,2020-07-28,2020-09-26,1,-142.9,142.9,0,1,0,0,1,0,-142.9,142.9,0,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,28
30976,2020-08-26,2020-09-26,1,-282.88,282.88,0,1,0,0,1,0,-282.88,282.88,0,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,26
30976,2020-09-08,2020-09-19,3,-840.81,840.81,0,3,0,0,2,0,-618.85,618.85,4,0,0,0,0.6667,2020-10-05T17:00:34.520+0000,2020,09,08
30976,2020-09-11,2020-09-18,3,-367.13,2140.25,0,3,0,0,1,0,-1253.69,1253.69,0,0,1,0,0.3333,2020-10-05T17:00:34.520+0000,2020,09,11
30976,2020-09-30,2020-09-30,58,17235.22,23497.24,0,58,0,0,13,0,6430.19,6430.19,0,0,1,0,0.2241,2020-10-05T17:00:34.520+0000,2020,09,30
30976,2020-09-16,2020-09-26,7,2180.16,3129.96,0,7,0,0,4,0,1208.6,2158.4,4,0,5,0,0.5714,2020-10-05T17:00:34.520+0000,2020,09,16
30976,2020-07-24,2020-09-14,1,96.23,96.23,0,1,0,0,0,0,0,0,1,1,0,0,0,2020-10-05T17:00:34.520+0000,2020,07,24
30976,2020-08-21,2020-09-09,1,-166.75,166.75,0,1,0,0,1,0,-166.75,166.75,1,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,21
30976,2020-07-29,2020-09-15,1,144.12,144.12,0,1,0,0,1,0,144.12,144.12,6,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,07,29
30976,2020-07-27,2020-07-27,2,159.88,159.88,0,2,0,0,2,0,159.88,159.88,1,2,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,27
30976,2020-07-17,2020-07-31,1,188.9,188.9,0,1,0,0,1,0,188.9,188.9,0,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,07,17
30976,2020-09-19,2020-09-28,3,2568.54,2568.54,0,3,0,0,1,0,744.94,744.94,1,0,3,0,0.3333,2020-10-05T17:00:34.520+0000,2020,09,19
30976,2020-08-12,2020-09-03,6,2977.1,2977.1,0,6,0,0,3,0,2337.68,2337.68,9,0,6,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,12
30976,2020-09-27,null,1,832.48,832.48,1,0,1,1,0,0,0,0,0,0,0,1,0,2020-10-05T17:00:34.520+0000,2020,09,27
