idlojista,DtCriacaoProtocolo,DtFechamentoProtocolo,QtProtocolo,VrTotalProtocolo,VrTotalProtocoloAbsoluto,QtProtocoloAberto,QtProtocoloFechado,QtProtocoloSemResposta24Horas,QtProtocoloSemResposta48Horas,QtProtocoloReclamacao,QtProtocoloAbertoReclamacao,VrTotalProtocoloReclamacao,VrTotalProtocoloReclamacaoAbsoluto,QtTotalRecontato,QtTotalCanalEspecial,QtTotalFilaMarketPlace,QtTotalFilaLojista,TxReclamacao,DhAtualizacao,year_partition,month_partition,day_partition
30976,2020-09-11,2020-09-20,1,786.5,786.5,0,1,0,0,1,0,786.5,786.5,3,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,11
30976,2020-09-21,null,3,-1363.56,2063.36,3,0,3,1,0,0,0,0,1,0,0,1,0,2020-10-05T17:00:34.520+0000,2020,09,21
30976,2020-09-04,2020-09-22,9,2968,6204.8,0,9,0,0,4,0,3908.44,3908.44,9,1,6,0,0.4444,2020-10-05T17:00:34.520+0000,2020,09,04
30976,2020-09-04,2020-09-12,1,86.01,86.01,0,1,0,0,0,0,0,0,0,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,09,04
30976,2020-07-14,2020-08-07,1,189.22,189.22,0,1,0,0,0,0,0,0,5,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,07,14
30976,2020-08-19,null,1,-39.53,39.53,1,0,1,0,1,1,-39.53,39.53,5,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,19
30976,2020-08-06,2020-08-11,1,282.88,282.88,0,1,0,0,1,0,282.88,282.88,2,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,06
30976,2020-08-11,2020-09-03,2,317.32,494.1,0,2,0,0,2,0,317.32,494.1,2,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,08,11
30976,2020-07-17,2020-09-23,1,-1440.91,1440.91,0,1,0,0,0,0,0,0,4,1,0,0,0,2020-10-05T17:00:34.520+0000,2020,07,17
30976,2020-08-20,2020-08-24,2,498.82,498.82,0,2,0,0,2,0,498.82,498.82,4,0,2,0,1,2020-10-05T17:00:34.520+0000,2020,08,20
30976,2020-09-21,2020-09-29,6,955.21,1288.41,0,6,0,0,2,0,374.1,457.5,2,0,4,0,0.3333,2020-10-05T17:00:34.520+0000,2020,09,21
30976,2020-09-13,2020-09-26,1,1358.54,1358.54,0,1,0,0,0,0,0,0,2,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,09,13
30976,2020-07-18,2020-08-13,1,108.77,108.77,0,1,0,0,1,0,108.77,108.77,2,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,07,18
30976,2020-08-21,2020-09-18,2,-578.37,578.37,0,2,0,0,0,0,0,0,10,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,21
30976,2020-09-30,null,35,13774.36,14901.56,35,0,35,0,21,21,9881.91,9881.91,4,1,0,34,0.6,2020-10-05T17:00:34.520+0000,2020,09,30
30976,2020-09-02,2020-09-05,3,96.94,440.4,0,3,0,0,2,0,268.67,268.67,1,0,1,1,0.6667,2020-10-05T17:00:34.520+0000,2020,09,02
30976,2020-09-02,2020-09-18,5,-145.7,1954.66,0,5,0,0,2,0,904.48,904.48,5,0,2,0,0.4,2020-10-05T17:00:34.520+0000,2020,09,02
30976,2020-09-28,2020-09-30,3,-258.64,258.64,0,3,0,0,3,0,-258.64,258.64,0,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,28
30976,2020-08-18,2020-09-17,1,-427.89,427.89,0,1,0,0,1,0,-427.89,427.89,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,18
30976,2020-08-29,2020-09-03,2,128.05,358.61,0,2,0,0,2,0,128.05,358.61,2,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,29
30976,2020-08-26,2020-09-10,4,-866.2,866.2,0,4,0,0,2,0,-324.75,324.75,5,1,0,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,26
30976,2020-09-13,2020-09-24,1,125.62,125.62,0,1,0,0,1,0,125.62,125.62,2,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,13
30976,2020-09-17,2020-09-18,2,36.29,227.23,0,2,0,0,1,0,-95.47,95.47,0,0,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,09,17
30976,2020-08-30,2020-09-05,2,748,748,0,2,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,30
30976,2020-07-18,2020-09-20,1,1264.37,1264.37,0,1,0,0,1,0,1264.37,1264.37,13,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,18
30976,2020-08-19,2020-09-12,1,-105.9,105.9,0,1,0,0,1,0,-105.9,105.9,2,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,19
30976,2020-09-28,2020-09-28,63,24773.28,34366.64,0,63,0,0,15,0,3555.98,7169.84,1,2,0,0,0.2381,2020-10-05T17:00:34.520+0000,2020,09,28
30976,2020-08-17,2020-09-05,3,844.39,844.39,0,3,0,0,1,0,76.32,76.32,3,0,3,0,0.3333,2020-10-05T17:00:34.520+0000,2020,08,17
30976,2020-07-30,2020-09-19,1,-578.32,578.32,0,1,0,0,1,0,-578.32,578.32,0,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,30
30976,2020-08-27,2020-09-04,1,-1253.79,1253.79,0,1,0,0,1,0,-1253.79,1253.79,3,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,08,27
30976,2020-09-20,2020-09-29,4,-104.08,2261.26,0,4,0,0,1,0,1078.59,1078.59,2,0,1,0,0.25,2020-10-05T17:00:34.520+0000,2020,09,20
30976,2020-09-19,2020-09-30,2,1103.97,1352.71,0,2,0,0,0,0,0,0,1,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,09,19
30976,2020-08-29,2020-09-08,1,-442.95,442.95,0,1,0,0,1,0,-442.95,442.95,4,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,29
30976,2020-09-10,2020-09-21,7,806.86,1238.24,0,7,0,0,4,0,154.12,585.5,0,1,4,0,0.5714,2020-10-05T17:00:34.520+0000,2020,09,10
30976,2020-09-16,2020-09-21,2,1135.28,1135.28,0,2,0,0,2,0,1135.28,1135.28,0,0,2,0,1,2020-10-05T17:00:34.520+0000,2020,09,16
30976,2020-08-04,2020-09-10,1,-331.21,331.21,0,1,0,0,0,0,0,0,1,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,04
30976,2020-09-12,2020-09-24,7,3794.41,3794.41,0,7,0,0,5,0,2394.71,2394.71,9,1,6,0,0.7143,2020-10-05T17:00:34.520+0000,2020,09,12
30976,2020-08-07,2020-08-31,1,-313.96,313.96,0,1,0,0,1,0,-313.96,313.96,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,07
30976,2020-09-16,2020-09-19,2,-8.46,702.56,0,2,0,0,2,0,-8.46,702.56,0,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,16
30976,2020-09-11,2020-09-29,1,564.42,564.42,0,1,0,0,1,0,564.42,564.42,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,11
30976,2020-09-18,2020-09-29,1,1240.17,1240.17,0,1,0,0,1,0,1240.17,1240.17,2,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,18
30976,2020-08-28,2020-09-15,8,-999.17,3445.31,0,8,0,0,6,0,471.2,1974.94,16,0,5,0,0.75,2020-10-05T17:00:34.520+0000,2020,08,28
30976,2020-09-02,2020-09-08,3,954.92,954.92,0,3,0,0,3,0,954.92,954.92,3,0,3,0,1,2020-10-05T17:00:34.520+0000,2020,09,02
30976,2020-08-13,2020-09-11,5,-1335.34,1335.34,0,5,0,0,3,0,-414.02,414.02,5,0,1,0,0.6,2020-10-05T17:00:34.520+0000,2020,08,13
30976,2020-07-28,2020-08-24,1,750.23,750.23,0,1,0,0,1,0,750.23,750.23,7,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,07,28
30976,2020-09-02,2020-09-17,3,525.07,1187.49,0,3,0,0,3,0,525.07,1187.49,7,0,3,0,1,2020-10-05T17:00:34.520+0000,2020,09,02
30976,2020-08-13,2020-09-05,4,-2045.47,2045.47,0,4,0,0,2,0,-424.47,424.47,8,0,0,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,13
30976,2020-08-17,2020-09-22,1,-3485.9,3485.9,0,1,0,0,1,0,-3485.9,3485.9,3,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,17
30976,2020-08-05,2020-09-13,1,446.38,446.38,0,1,0,0,0,0,0,0,1,1,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,05
30976,2020-09-21,2020-09-24,4,147.45,1425.55,0,4,0,0,4,0,147.45,1425.55,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,21
30976,2020-09-04,2020-09-18,3,-472.27,1594.53,0,3,0,0,1,0,-1033.4,1033.4,4,0,1,0,0.3333,2020-10-05T17:00:34.520+0000,2020,09,04
30976,2020-08-15,2020-08-15,1,-134.63,134.63,0,1,0,0,1,0,-134.63,134.63,0,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,15
30976,2020-08-15,2020-08-29,1,339.9,339.9,0,1,0,0,1,0,339.9,339.9,2,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,15
30976,2020-08-28,2020-09-19,2,-840.11,840.11,0,2,0,0,1,0,-339.28,339.28,3,0,0,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,28
30976,2020-09-15,2020-09-16,3,1381.47,1381.47,0,3,0,0,2,0,738.86,738.86,0,0,0,1,0.6667,2020-10-05T17:00:34.520+0000,2020,09,15
30976,2020-09-12,2020-09-23,2,-1708.5,1708.5,0,2,0,0,0,0,0,0,1,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,12
30976,2020-07-30,2020-08-04,1,-132.78,132.78,0,1,0,0,1,0,-132.78,132.78,7,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,07,30
30976,2020-08-22,2020-09-02,1,-71.9,71.9,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,22
30976,2020-09-11,2020-09-11,76,30084.05,35164.93,0,76,0,0,26,0,4580.68,8672.32,0,3,0,0,0.3421,2020-10-05T17:00:34.520+0000,2020,09,11
30976,2020-09-22,2020-09-28,3,2143.69,2143.69,0,3,0,0,3,0,2143.69,2143.69,1,0,3,0,1,2020-10-05T17:00:34.520+0000,2020,09,22
30976,2020-07-29,2020-09-22,1,-80.9,80.9,0,1,0,0,1,0,-80.9,80.9,3,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,29
30976,2020-08-18,2020-09-11,4,-1656.14,1656.14,0,4,0,0,1,0,-750.4,750.4,13,0,1,0,0.25,2020-10-05T17:00:34.520+0000,2020,08,18
30976,2020-09-14,2020-09-28,3,55.06,797.16,0,3,0,0,1,0,71.88,71.88,3,1,2,0,0.3333,2020-10-05T17:00:34.520+0000,2020,09,14
30976,2020-08-20,2020-09-08,2,696.86,696.86,0,2,0,0,2,0,696.86,696.86,0,0,2,0,1,2020-10-05T17:00:34.520+0000,2020,08,20
30976,2020-08-14,2020-09-02,3,-262.04,1144.32,0,3,0,0,1,0,-349.28,349.28,7,0,1,0,0.3333,2020-10-05T17:00:34.520+0000,2020,08,14
30976,2020-08-28,2020-09-10,2,-87.57,318.45,0,2,0,0,0,0,0,0,1,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,28
30976,2020-09-05,2020-09-28,1,469.01,469.01,0,1,0,0,1,0,469.01,469.01,15,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,05
30976,2020-09-04,null,1,-87.9,87.9,1,0,1,1,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,04
30976,2020-09-06,2020-09-16,1,246.4,246.4,0,1,0,0,0,0,0,0,0,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,09,06
30976,2020-08-23,2020-09-04,1,485.65,485.65,0,1,0,0,0,0,0,0,1,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,23
30976,2020-08-20,2020-08-26,2,180.54,336.54,0,2,0,0,2,0,180.54,336.54,6,0,2,0,1,2020-10-05T17:00:34.520+0000,2020,08,20
30976,2020-08-28,2020-09-18,5,-152.67,930.67,0,5,0,0,1,0,270.53,270.53,7,0,1,1,0.2,2020-10-05T17:00:34.520+0000,2020,08,28
30976,2020-09-10,2020-09-23,7,1979.34,2528.36,0,7,0,0,6,0,2253.85,2253.85,15,0,6,0,0.8571,2020-10-05T17:00:34.520+0000,2020,09,10
30976,2020-08-01,2020-09-09,1,160.46,160.46,0,1,0,0,1,0,160.46,160.46,5,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,01
30976,2020-08-10,2020-09-03,1,-1987.88,1987.88,0,1,0,0,1,0,-1987.88,1987.88,5,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,10
30976,2020-09-21,2020-09-26,3,392.2,1658.38,0,3,0,0,3,0,392.2,1658.38,1,1,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,21
30976,2020-09-05,2020-09-21,1,-188.81,188.81,0,1,0,0,0,0,0,0,3,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,05
30976,2020-09-05,2020-09-05,24,7867.16,8458.5,0,24,0,0,7,0,2243.31,2834.65,0,1,0,0,0.2917,2020-10-05T17:00:34.520+0000,2020,09,05
30976,2020-09-07,2020-09-15,3,1747.46,1747.46,0,3,0,0,0,0,0,0,2,0,3,0,0,2020-10-05T17:00:34.520+0000,2020,09,07
30976,2020-08-26,2020-09-23,1,505.9,505.9,0,1,0,0,1,0,505.9,505.9,5,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,26
30976,2020-09-03,2020-09-14,1,52.92,52.92,0,1,0,0,0,0,0,0,0,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,09,03
30976,2020-08-28,2020-09-17,3,-1130.85,1130.85,0,3,0,0,2,0,-975.88,975.88,7,0,0,0,0.6667,2020-10-05T17:00:34.520+0000,2020,08,28
30976,2020-09-16,2020-09-27,2,-1043.33,1043.33,0,2,0,0,2,0,-1043.33,1043.33,2,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,09,16
30976,2020-09-09,2020-09-11,3,972.87,1289.11,0,3,0,0,3,0,972.87,1289.11,0,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,09,09
30976,2020-08-18,2020-09-08,4,-561.33,802.87,0,4,0,0,3,0,-290.43,531.97,14,0,1,0,0.75,2020-10-05T17:00:34.520+0000,2020,08,18
30976,2020-08-27,2020-09-25,2,399.77,599.25,0,2,0,0,2,0,399.77,599.25,3,1,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,27
30976,2020-09-01,2020-09-16,9,1854.3,2400.2,0,9,0,0,8,0,1372.3,1918.2,2,0,8,0,0.8889,2020-10-05T17:00:34.520+0000,2020,09,01
30976,2020-06-18,2020-07-15,1,532.7,532.7,0,1,0,0,0,0,0,0,1,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,06,18
30976,2020-08-12,2020-09-22,2,279.5,393.14,0,2,0,0,1,0,-56.82,56.82,6,0,0,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,12
30976,2020-08-24,2020-09-24,1,567.15,567.15,0,1,0,0,0,0,0,0,1,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,24
30976,2020-09-24,2020-09-26,5,48.47,1057.47,0,5,0,0,2,0,192.63,583.95,0,1,0,2,0.4,2020-10-05T17:00:34.520+0000,2020,09,24
30976,2020-09-14,2020-09-15,4,2175.3,2346.22,0,4,0,0,4,0,2175.3,2346.22,0,1,0,1,1,2020-10-05T17:00:34.520+0000,2020,09,14
30976,2020-08-31,2020-09-15,10,1686.6,3710.76,0,10,0,0,8,0,2109.67,2615.79,19,1,7,0,0.8,2020-10-05T17:00:34.520+0000,2020,08,31
30976,2020-07-06,2020-09-10,1,-75.31,75.31,0,1,0,0,1,0,-75.31,75.31,1,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,06
30976,2020-09-01,null,1,311,311,1,0,1,0,0,0,0,0,1,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,01
30976,2020-09-03,2020-09-15,12,1511.45,6526.13,0,12,0,0,10,0,2246.5,5189.98,21,0,9,0,0.8333,2020-10-05T17:00:34.520+0000,2020,09,03
30976,2020-07-28,2020-07-28,2,1274.96,1274.96,0,2,0,0,2,0,1274.96,1274.96,1,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,28
30976,2020-09-01,2020-09-09,5,42.51,2175.25,0,5,0,0,1,0,569.59,569.59,2,0,0,3,0.2,2020-10-05T17:00:34.520+0000,2020,09,01
30976,2020-08-31,2020-09-26,1,-1105.62,1105.62,0,1,0,0,0,0,0,0,1,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,31
30976,2020-08-24,2020-09-12,5,-4398.37,5202.77,0,5,0,0,5,0,-4398.37,5202.77,2,0,4,0,1,2020-10-05T17:00:34.520+0000,2020,08,24
30976,2020-07-31,2020-09-16,1,111.14,111.14,0,1,0,0,1,0,111.14,111.14,7,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,07,31
30976,2020-08-25,2020-09-28,1,-262.31,262.31,0,1,0,0,1,0,-262.31,262.31,3,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,25
30976,2020-08-28,2020-09-12,1,-101.97,101.97,0,1,0,0,1,0,-101.97,101.97,1,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,28
30976,2020-08-27,2020-09-03,4,992.78,1322.78,0,4,0,0,2,0,-32.94,297.06,5,0,2,1,0.5,2020-10-05T17:00:34.520+0000,2020,08,27
30976,2020-07-20,2020-09-25,1,217.84,217.84,0,1,0,0,0,0,0,0,0,1,0,0,0,2020-10-05T17:00:34.520+0000,2020,07,20
30976,2020-08-22,2020-09-29,1,-2029.2,2029.2,0,1,0,0,1,0,-2029.2,2029.2,5,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,22
30976,2020-09-20,2020-09-27,1,84.4,84.4,0,1,0,0,1,0,84.4,84.4,0,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,20
30976,2020-08-19,2020-09-04,1,-145.9,145.9,0,1,0,0,1,0,-145.9,145.9,1,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,19
30976,2020-08-13,2020-09-22,1,475.36,475.36,0,1,0,0,1,0,475.36,475.36,2,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,13
30976,2020-08-20,2020-09-05,2,109.62,704.08,0,2,0,0,1,0,-297.23,297.23,3,0,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,20
30976,2020-09-03,2020-09-08,2,-630.61,1824.75,0,2,0,0,2,0,-630.61,1824.75,0,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,03
30976,2020-08-21,2020-09-02,2,-735.18,735.18,0,2,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,21
30976,2020-08-20,2020-09-13,1,-540.13,540.13,0,1,0,0,0,0,0,0,0,1,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,20
30976,2020-07-27,2020-09-10,1,-105.32,105.32,0,1,0,0,1,0,-105.32,105.32,2,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,27
30976,2020-09-09,2020-09-29,3,-352.27,926.69,0,3,0,0,3,0,-352.27,926.69,7,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,09
30976,2020-09-26,2020-09-28,1,-46.75,46.75,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,26
30976,2020-09-14,2020-09-23,5,-809.16,1327.88,0,5,0,0,2,0,259.36,259.36,2,1,1,0,0.4,2020-10-05T17:00:34.520+0000,2020,09,14
30976,2020-09-24,2020-09-30,12,1527.24,6197.82,0,12,0,0,8,0,2079.94,2256.52,6,0,9,0,0.6667,2020-10-05T17:00:34.520+0000,2020,09,24
30976,2020-09-21,2020-09-28,5,917.33,1093.91,0,5,0,0,4,0,655.83,832.41,2,0,4,0,0.8,2020-10-05T17:00:34.520+0000,2020,09,21
30976,2020-08-11,2020-09-11,1,-130.87,130.87,0,1,0,0,1,0,-130.87,130.87,0,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,11
30976,2020-08-17,2020-09-11,3,-98.42,314.8,0,3,0,0,2,0,-21.71,238.09,4,0,1,0,0.6667,2020-10-05T17:00:34.520+0000,2020,08,17
30976,2020-08-03,2020-08-04,1,-241.84,241.84,0,1,0,0,1,0,-241.84,241.84,3,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,03
30976,2020-09-13,2020-09-13,6,2329.3,2329.3,0,6,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,13
30976,2020-08-17,2020-09-25,1,-1809.44,1809.44,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,17
30976,2020-08-20,2020-09-15,1,286.9,286.9,0,1,0,0,0,0,0,0,3,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,08,20
30976,2020-08-24,null,1,-4800.57,4800.57,1,0,1,0,1,1,-4800.57,4800.57,6,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,24
30976,2020-09-17,2020-09-23,7,2331.61,3128.45,0,7,0,0,7,0,2331.61,3128.45,2,0,5,1,1,2020-10-05T17:00:34.520+0000,2020,09,17
30976,2020-08-20,2020-08-20,2,1195.5,1195.5,0,2,0,0,1,0,826.38,826.38,2,0,0,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,20
30976,2020-07-23,2020-08-19,1,-815.45,815.45,0,1,0,0,0,0,0,0,5,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,07,23
30976,2020-08-27,2020-09-26,1,-78,78,0,1,0,0,1,0,-78,78,0,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,27
30976,2020-08-20,2020-09-29,1,182.86,182.86,0,1,0,0,1,0,182.86,182.86,4,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,20
30976,2020-07-18,2020-09-18,1,-93.61,93.61,0,1,0,0,1,0,-93.61,93.61,9,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,18
30976,2020-07-23,2020-09-29,2,-330.59,558.49,0,2,0,0,2,0,-330.59,558.49,4,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,23
30976,2020-08-07,2020-09-03,1,246.77,246.77,0,1,0,0,1,0,246.77,246.77,4,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,08,07
30976,2020-09-15,2020-09-21,1,342.31,342.31,0,1,0,0,1,0,342.31,342.31,0,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,09,15
30976,2020-08-19,2020-08-26,2,387.46,387.46,0,2,0,0,2,0,387.46,387.46,3,0,2,0,1,2020-10-05T17:00:34.520+0000,2020,08,19
30976,2020-09-07,2020-09-07,16,4106.54,4939.72,0,16,0,0,1,0,86.32,86.32,1,0,0,0,0.0625,2020-10-05T17:00:34.520+0000,2020,09,07
30976,2020-08-24,2020-09-18,2,279.12,279.12,0,2,0,0,1,0,184.79,184.79,6,0,1,0,0.5,2020-10-05T17:00:34.520+0000,2020,08,24
30976,2020-07-29,null,1,598.44,598.44,1,0,1,0,1,1,598.44,598.44,7,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,07,29
30976,2020-07-30,2020-09-24,1,169.8,169.8,0,1,0,0,1,0,169.8,169.8,6,1,0,0,1,2020-10-05T17:00:34.520+0000,2020,07,30
30976,2020-08-02,2020-09-14,1,-1856.63,1856.63,0,1,0,0,1,0,-1856.63,1856.63,4,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,02
30976,2020-08-14,2020-09-04,4,293.23,1774.13,0,4,0,0,0,0,0,0,5,0,2,0,0,2020-10-05T17:00:34.520+0000,2020,08,14
30976,2020-08-29,null,1,221.1,221.1,1,0,1,1,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,29
30976,2020-08-11,2020-08-31,1,807.93,807.93,0,1,0,0,1,0,807.93,807.93,0,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,11
30976,2020-08-16,2020-09-02,2,585.74,585.74,0,2,0,0,0,0,0,0,2,0,2,0,0,2020-10-05T17:00:34.520+0000,2020,08,16
30976,2020-09-10,2020-09-28,1,126.5,126.5,0,1,0,0,1,0,126.5,126.5,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,09,10
30976,2020-08-26,2020-09-01,1,-56.24,56.24,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,26
30976,2020-08-19,2020-09-02,2,-690.65,690.65,0,2,0,0,0,0,0,0,4,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,19
30976,2020-09-13,2020-09-15,1,483.4,483.4,0,1,0,0,1,0,483.4,483.4,1,0,0,1,1,2020-10-05T17:00:34.520+0000,2020,09,13
30976,2020-08-19,2020-09-22,1,-295.9,295.9,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,08,19
30976,2020-09-02,2020-09-13,1,-68.12,68.12,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,02
30976,2020-07-08,2020-07-29,1,77.03,77.03,0,1,0,0,1,0,77.03,77.03,2,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,07,08
30976,2020-09-01,2020-09-12,1,-88.76,88.76,0,1,0,0,0,0,0,0,3,0,1,0,0,2020-10-05T17:00:34.520+0000,2020,09,01
30976,2020-08-24,2020-09-02,1,-1559.98,1559.98,0,1,0,0,1,0,-1559.98,1559.98,2,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,24
30976,2020-08-02,2020-09-16,1,711.9,711.9,0,1,0,0,1,0,711.9,711.9,1,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,02
30976,2020-09-05,2020-09-17,2,1687.94,1687.94,0,2,0,0,0,0,0,0,3,0,2,0,0,2020-10-05T17:00:34.520+0000,2020,09,05
30976,2020-08-28,2020-09-22,3,-1247.23,1247.23,0,3,0,0,2,0,-569.54,569.54,7,2,0,0,0.6667,2020-10-05T17:00:34.520+0000,2020,08,28
30976,2020-08-17,2020-08-24,1,261.1,261.1,0,1,0,0,1,0,261.1,261.1,1,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,17
30976,2020-08-10,2020-09-25,1,-1012.91,1012.91,0,1,0,0,1,0,-1012.91,1012.91,0,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,10
30976,2020-08-07,2020-09-05,1,-267.65,267.65,0,1,0,0,1,0,-267.65,267.65,5,0,0,0,1,2020-10-05T17:00:34.520+0000,2020,08,07
30976,2020-08-31,2020-09-19,1,158.37,158.37,0,1,0,0,1,0,158.37,158.37,0,0,1,0,1,2020-10-05T17:00:34.520+0000,2020,08,31
30976,2020-09-19,2020-09-25,5,1209.84,1720.96,0,5,0,0,5,0,1209.84,1720.96,4,0,4,0,1,2020-10-05T17:00:34.520+0000,2020,09,19
30976,2020-09-11,2020-09-21,6,130.36,2977.8,0,6,0,0,2,0,1277.24,1277.24,2,1,2,1,0.3333,2020-10-05T17:00:34.520+0000,2020,09,11
30976,2020-09-28,null,21,10502.81,10502.81,21,0,21,19,10,10,5616.81,5616.81,5,0,0,21,0.4762,2020-10-05T17:00:34.520+0000,2020,09,28
30976,2020-09-02,2020-09-11,1,542.28,542.28,0,1,0,0,0,0,0,0,1,0,0,0,0,2020-10-05T17:00:34.520+0000,2020,09,02
