idlojista,DtPedidoVenda,dataprometida,lojista,cluster,mundo,qtd_pedidos_colocados,qtd_itens_colocados,qtd_pedidos_aprovados,qtd_itens_aprovados,valorcolocado,valoraprovado,status_lojista,qtd_pedidos_atrasados_envio,valor_pedidos_atrasados_envio,qtd_pedidos_atraso_entrega,valor_pedidos_atraso_entrega,qtd_itens_no_prazo,qtd_itens_risco_atraso,qtd_itens_altorisco_atraso,qtd_itens_enviados,qtd_itens_entregues,qtd_itens_cancelados,qtd_itens_devolvidos,qtd_sku_distinto,qtd_sku,taxa_aprovacao
30976,2020-08-02,2020-10-06,10Estrela,AAA,Móveis,1,1,1,1,399.9000,399.9000,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-05,2020-09-25,10Estrela,AAA,Móveis,2,2,1,1,888.0400,784.2800,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,2,2,0.88315842
30976,2020-08-07,2020-11-03,10Estrela,AAA,Móveis,1,1,1,1,493.1300,493.1300,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-10,2020-11-02,10Estrela,AAA,Móveis,1,1,1,1,712.8800,712.8800,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-15,2020-08-24,10Estrela,AAA,Móveis,5,5,5,5,1182.2900,1182.2900,ativo,0,0.0000,0,0.0000,0,0,0,0,5,0,0,5,5,1.00000000
30976,2020-08-22,2020-09-18,10Estrela,AAA,Móveis,4,4,2,2,2192.2600,432.5800,ativo,0,0.0000,0,0.0000,0,1,0,1,1,0,0,4,4,0.19732149
30976,2020-08-25,2020-09-25,10Estrela,AAA,Móveis,2,2,1,1,543.8200,321.2900,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,2,2,0.59080210
30976,2020-08-26,2020-10-07,10Estrela,AAA,Móveis,1,1,1,1,163.1100,163.1100,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-28,2020-09-14,10Estrela,AAA,Móveis,20,21,12,13,7334.4400,4026.7600,ativo,0,0.0000,0,0.0000,0,3,0,2,10,0,0,18,21,0.54902078
10138,2020-08-09,2020-08-18,MegaMamute,AAA,Tecnologia,171,176,106,107,212997.9900,138200.3400,ativo,0,0.0000,14,18427.9700,0,0,0,0,104,3,0,48,176,0.64883401
10138,2020-08-23,2020-09-02,MegaMamute,AAA,Tecnologia,46,47,28,28,75103.2200,42109.6300,ativo,0,0.0000,3,3847.8700,0,0,0,1,27,0,0,16,47,0.56069007
10138,2020-08-24,2020-09-09,MegaMamute,AAA,Tecnologia,46,47,28,28,80767.5300,48838.6300,ativo,0,0.0000,2,1735.4600,0,0,0,2,25,1,0,17,47,0.60468149
10138,2020-08-26,2020-09-01,MegaMamute,AAA,Tecnologia,2,3,1,1,3437.1400,2173.7400,ativo,0,0.0000,1,2173.7400,0,0,0,0,1,0,0,3,3,0.63242696
10138,2020-08-28,2020-09-04,MegaMamute,AAA,Tecnologia,7,7,5,5,12649.1500,9034.4000,ativo,0,0.0000,3,5424.6000,0,0,0,3,2,0,0,1,7,0.71422981
30976,2020-08-01,2020-11-05,10Estrela,AAA,Móveis,1,1,0,0,376.4800,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-03,2020-09-17,10Estrela,AAA,Móveis,2,2,1,1,1938.0500,712.7100,ativo,0,0.0000,0,0.0000,0,0,1,0,0,0,0,2,2,0.36774593
30976,2020-08-16,2020-11-11,10Estrela,AAA,Móveis,2,2,1,1,967.8800,467.9800,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,2,0.48351035
30976,2020-08-29,2020-10-14,10Estrela,AAA,Móveis,1,1,1,1,922.6800,922.6800,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
10138,2020-08-18,2020-09-10,MegaMamute,AAA,Tecnologia,3,3,0,0,3983.3300,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,3,3,0E-8
10138,2020-08-18,2020-09-17,MegaMamute,AAA,Tecnologia,1,1,0,0,1842.4100,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
10138,2020-08-26,2020-09-24,MegaMamute,AAA,Tecnologia,2,2,1,1,3096.0600,2487.2100,ativo,0,0.0000,0,0.0000,0,1,0,1,0,0,0,2,2,0.80334683
30976,2020-08-05,2020-08-25,10Estrela,AAA,Móveis,8,8,6,6,1264.1700,940.1300,ativo,0,0.0000,0,0.0000,0,0,0,0,6,0,0,6,8,0.74367371
30976,2020-08-08,2020-08-28,10Estrela,AAA,Móveis,36,39,26,27,11735.2400,9341.9900,ativo,0,0.0000,1,75.9300,0,0,0,1,26,0,0,27,39,0.79606297
30976,2020-08-08,2020-09-16,10Estrela,AAA,Móveis,1,1,0,0,488.7500,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-08,2020-10-08,10Estrela,AAA,Móveis,2,2,1,1,407.5000,186.0900,ativo,0,0.0000,0,0.0000,0,1,0,1,0,0,0,2,2,0.45666258
30976,2020-08-13,2020-09-04,10Estrela,AAA,Móveis,17,18,10,11,6622.3800,4320.4300,ativo,1,388.2900,2,646.2700,0,0,0,2,8,0,0,15,18,0.65239838
30976,2020-08-20,2020-09-30,10Estrela,AAA,Móveis,1,1,1,1,184.4500,184.4500,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,1,1,1.00000000
30976,2020-08-26,2020-11-02,10Estrela,AAA,Móveis,2,2,2,2,736.2200,736.2200,ativo,0,0.0000,0,0.0000,2,0,0,0,0,0,0,2,2,1.00000000
30976,2020-08-30,2020-09-21,10Estrela,AAA,Móveis,6,6,4,4,3094.3400,2430.5200,ativo,0,0.0000,0,0.0000,4,0,0,4,0,0,0,5,6,0.78547283
30976,2020-08-01,2020-08-14,10Estrela,AAA,Móveis,1,1,1,1,102.1700,102.1700,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-12,2020-10-09,10Estrela,AAA,Móveis,1,1,1,1,80.9000,80.9000,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-17,2020-11-27,10Estrela,AAA,Móveis,1,1,0,0,517.6500,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-20,2020-09-09,10Estrela,AAA,Móveis,6,6,5,5,2621.8800,2516.0600,ativo,0,0.0000,0,0.0000,0,0,0,0,5,0,0,6,6,0.95963965
30976,2020-08-25,2020-09-23,10Estrela,AAA,Móveis,2,3,2,3,411.1500,411.1500,ativo,0,0.0000,0,0.0000,0,1,0,0,2,0,0,2,3,1.00000000
30976,2020-08-26,2020-10-26,10Estrela,AAA,Móveis,3,3,2,2,745.4600,319.8200,ativo,0,0.0000,0,0.0000,2,0,0,0,0,0,0,2,3,0.42902369
30976,2020-08-27,2020-09-08,10Estrela,AAA,Móveis,31,35,24,27,12239.2000,9306.0800,ativo,0,0.0000,5,1228.7100,0,0,0,4,23,0,0,26,35,0.76035035
10138,2020-08-17,2020-09-01,MegaMamute,AAA,Tecnologia,17,17,9,9,25187.4300,14512.2700,ativo,0,0.0000,0,0.0000,0,0,0,0,9,0,0,12,17,0.57617113
10138,2020-08-27,2020-09-18,MegaMamute,AAA,Tecnologia,9,9,8,8,15224.6500,13031.4100,ativo,0,0.0000,0,0.0000,1,3,0,4,3,1,0,8,9,0.85594152
30976,2020-08-05,2020-11-12,10Estrela,AAA,Móveis,2,2,1,1,1016.2200,508.1100,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,2,0.50000000
30976,2020-08-08,2020-09-09,10Estrela,AAA,Móveis,1,1,1,1,329.8600,329.8600,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-09,2020-10-22,10Estrela,AAA,Móveis,1,1,1,1,149.9000,149.9000,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,1,1,1.00000000
30976,2020-08-22,2020-10-27,10Estrela,AAA,Móveis,2,2,2,2,676.4000,676.4000,ativo,0,0.0000,0,0.0000,2,0,0,1,0,0,0,2,2,1.00000000
30976,2020-08-25,2020-09-18,10Estrela,AAA,Móveis,26,27,18,18,11645.2700,8009.7700,ativo,0,0.0000,0,0.0000,0,8,0,6,9,1,0,23,27,0.68781316
10138,2020-08-03,2020-08-17,MegaMamute,AAA,Tecnologia,24,24,16,16,26803.1700,19057.3900,ativo,0,0.0000,0,0.0000,0,0,0,0,16,0,0,16,24,0.71101254
10138,2020-08-17,2020-09-10,MegaMamute,AAA,Tecnologia,1,1,1,1,1292.1600,1292.1600,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
10138,2020-08-17,2020-09-14,MegaMamute,AAA,Tecnologia,1,1,1,1,1394.9100,1394.9100,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-15,2020-10-19,10Estrela,AAA,Móveis,1,1,1,1,570.2800,570.2800,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-23,2020-09-14,10Estrela,AAA,Móveis,1,1,0,0,1375.6500,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-27,2020-09-15,10Estrela,AAA,Móveis,7,7,5,5,3791.2900,2074.8500,ativo,0,0.0000,0,0.0000,0,1,0,1,4,0,0,7,7,0.54726755
10138,2020-08-04,2020-08-20,MegaMamute,AAA,Tecnologia,39,43,25,26,41691.0300,26133.0000,ativo,0,0.0000,1,646.9000,0,0,0,1,19,6,0,18,43,0.62682548
10138,2020-08-14,2020-08-20,MegaMamute,AAA,Tecnologia,3,3,1,1,3763.2100,718.1300,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,2,3,0.19082911
30976,2020-08-03,2020-09-09,10Estrela,AAA,Móveis,1,1,1,1,75.9900,75.9900,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
30976,2020-08-06,2020-09-21,10Estrela,AAA,Móveis,2,3,2,3,1383.4500,1383.4500,ativo,0,0.0000,0,0.0000,0,2,0,0,1,0,0,3,3,1.00000000
30976,2020-08-15,2020-09-22,10Estrela,AAA,Móveis,4,4,2,2,927.7700,391.6000,ativo,0,0.0000,0,0.0000,0,1,0,1,1,0,0,4,4,0.42208737
30976,2020-08-18,2020-09-22,10Estrela,AAA,Móveis,1,1,1,1,294.9600,294.9600,ativo,0,0.0000,0,0.0000,0,1,0,1,0,0,0,1,1,1.00000000
30976,2020-08-18,2020-11-05,10Estrela,AAA,Móveis,3,3,0,0,1241.5800,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,3,0E-8
30976,2020-08-20,2020-09-10,10Estrela,AAA,Móveis,3,4,1,2,1155.6200,586.1800,ativo,0,0.0000,0,0.0000,0,0,1,1,1,0,0,3,4,0.50724287
10138,2020-08-25,2020-09-11,MegaMamute,AAA,Tecnologia,10,10,6,6,15244.0000,7072.2200,ativo,0,0.0000,0,0.0000,0,0,3,3,3,0,0,5,10,0.46393466
10138,2020-08-27,2020-09-24,MegaMamute,AAA,Tecnologia,1,1,0,0,2989.5800,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-02,2020-08-21,10Estrela,AAA,Móveis,22,22,16,16,9865.2800,6171.8600,ativo,0,0.0000,1,311.5300,0,0,0,1,14,1,0,18,22,0.62561428
30976,2020-08-05,2020-08-20,10Estrela,AAA,Móveis,9,9,6,6,3346.5300,3060.6800,ativo,0,0.0000,0,0.0000,0,0,0,0,5,1,0,8,9,0.91458317
30976,2020-08-10,2020-09-11,10Estrela,AAA,Móveis,7,7,3,3,3872.9000,789.5900,ativo,0,0.0000,0,0.0000,0,0,0,0,3,0,0,6,7,0.20387565
30976,2020-08-12,2020-11-18,10Estrela,AAA,Móveis,1,1,1,1,566.8600,566.8600,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-14,2020-09-03,10Estrela,AAA,Móveis,11,11,9,9,6626.1400,4981.1700,ativo,0,0.0000,4,2279.9400,0,0,0,4,5,0,0,10,11,0.75174536
30976,2020-08-14,2020-09-30,10Estrela,AAA,Móveis,2,2,2,2,1221.5700,1221.5700,ativo,0,0.0000,0,0.0000,0,2,0,0,0,0,0,2,2,1.00000000
30976,2020-08-20,2020-09-03,10Estrela,AAA,Móveis,16,20,12,16,4396.6500,3645.6200,ativo,1,55.9700,3,861.1200,0,0,0,1,11,0,0,15,20,0.82918131
30976,2020-08-21,2020-09-15,10Estrela,AAA,Móveis,18,19,14,15,10628.0500,6861.8600,ativo,0,0.0000,0,0.0000,0,1,7,4,6,1,0,19,19,0.64563678
30976,2020-08-25,2020-09-17,10Estrela,AAA,Móveis,15,16,13,14,5560.9800,4252.7400,ativo,0,0.0000,0,0.0000,0,6,0,5,8,0,0,15,16,0.76474650
30976,2020-08-25,2020-10-27,10Estrela,AAA,Móveis,2,2,2,2,513.4400,513.4400,ativo,0,0.0000,0,0.0000,2,0,0,0,0,0,0,2,2,1.00000000
30976,2020-08-26,2020-11-23,10Estrela,AAA,Móveis,2,2,1,1,1074.8000,549.9000,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,2,0.51163007
10138,2020-08-22,2020-09-11,MegaMamute,AAA,Tecnologia,6,6,3,3,7589.1100,3232.7200,ativo,0,0.0000,0,0.0000,0,0,2,2,1,0,0,4,6,0.42596826
30976,2020-08-01,2020-10-08,10Estrela,AAA,Móveis,2,2,1,1,518.7900,319.8900,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,2,2,0.61660788
30976,2020-08-05,2020-10-15,10Estrela,AAA,Móveis,2,2,2,2,512.1000,512.1000,ativo,0,0.0000,0,0.0000,0,1,0,0,0,1,0,2,2,1.00000000
30976,2020-08-13,2020-10-19,10Estrela,AAA,Móveis,1,1,1,1,1083.9000,1083.9000,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-14,2020-08-27,10Estrela,AAA,Móveis,23,24,15,16,4647.0500,3255.0100,ativo,0,0.0000,1,212.1800,0,0,0,1,15,0,0,20,24,0.70044652
30976,2020-08-18,2020-09-02,10Estrela,AAA,Móveis,28,28,18,18,19187.7000,13381.6400,ativo,2,1550.8600,5,3345.1500,0,0,0,2,14,0,0,24,28,0.69740719
10138,2020-08-14,2020-08-26,MegaMamute,AAA,Tecnologia,35,36,20,20,44800.7200,24781.0800,ativo,0,0.0000,5,5617.0500,0,0,0,3,16,1,0,10,36,0.55314022
30976,2020-08-03,2020-08-27,10Estrela,AAA,Móveis,2,2,2,2,1568.3800,1568.3800,ativo,1,521.1900,1,521.1900,0,0,0,0,1,0,0,2,2,1.00000000
30976,2020-08-03,2020-08-31,10Estrela,AAA,Móveis,4,4,3,3,951.2000,642.6100,ativo,0,0.0000,0,0.0000,0,0,0,0,3,0,0,3,4,0.67557822
30976,2020-08-03,2020-09-14,10Estrela,AAA,Móveis,7,7,5,5,3603.8900,1268.7000,ativo,0,0.0000,0,0.0000,0,0,3,3,2,0,0,6,7,0.35203627
30976,2020-08-20,2020-09-21,10Estrela,AAA,Móveis,2,2,2,2,783.9000,783.9000,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,2,2,1.00000000
30976,2020-08-23,2020-10-12,10Estrela,AAA,Móveis,3,3,2,2,585.0700,353.6500,ativo,0,0.0000,0,0.0000,2,0,0,1,0,0,0,3,3,0.60445759
30976,2020-08-23,2020-11-19,10Estrela,AAA,Móveis,1,2,1,2,214.8000,214.8000,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,1,2,1.00000000
30976,2020-08-27,2020-09-21,10Estrela,AAA,Móveis,15,15,13,13,5324.7300,3532.8600,ativo,0,0.0000,0,0.0000,0,8,0,8,5,0,0,13,15,0.66348153
30976,2020-08-28,2020-10-29,10Estrela,AAA,Móveis,1,1,1,1,155.2700,155.2700,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
10138,2020-08-09,2020-08-28,MegaMamute,AAA,Tecnologia,7,8,2,3,8393.1500,2859.1800,ativo,0,0.0000,0,0.0000,0,0,0,0,3,0,0,4,8,0.34065637
10138,2020-08-15,2020-08-21,MegaMamute,AAA,Tecnologia,11,11,5,5,31042.1300,14098.9800,ativo,0,0.0000,4,11201.3700,0,0,0,0,5,0,0,2,11,0.45418855
10138,2020-08-15,2020-10-05,MegaMamute,AAA,Tecnologia,1,1,1,1,328.1600,328.1600,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,1,1,1.00000000
10138,2020-08-17,2020-09-08,MegaMamute,AAA,Tecnologia,4,6,2,4,7560.9000,5009.9500,ativo,0,0.0000,0,0.0000,0,0,0,0,4,0,0,3,6,0.66261292
10138,2020-08-22,2020-09-01,MegaMamute,AAA,Tecnologia,215,227,121,131,310011.8100,165939.2300,ativo,0,0.0000,37,52462.2500,0,0,0,16,112,3,0,39,227,0.53526745
30976,2020-08-11,2020-09-16,10Estrela,AAA,Móveis,3,3,3,3,751.5300,751.5300,ativo,0,0.0000,0,0.0000,0,0,1,1,2,0,0,3,3,1.00000000
30976,2020-08-13,2020-09-02,10Estrela,AAA,Móveis,8,10,7,9,10621.1800,7416.6700,ativo,1,695.0400,4,5919.5800,0,0,0,1,7,0,0,8,10,0.69829059
30976,2020-08-16,2020-09-17,10Estrela,AAA,Móveis,1,1,0,0,341.4800,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-22,2020-10-01,10Estrela,AAA,Móveis,1,1,1,1,309.1500,309.1500,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,1,1,1.00000000
10138,2020-08-01,2020-08-17,MegaMamute,AAA,Tecnologia,18,18,12,12,20923.1700,15024.4600,ativo,0,0.0000,0,0.0000,0,0,0,0,11,1,0,12,18,0.71807761
30976,2020-08-15,2020-08-31,10Estrela,AAA,Móveis,21,21,14,14,8652.4800,7052.6400,ativo,1,363.2100,1,363.2100,0,0,0,0,12,1,0,18,21,0.81510041
10138,2020-08-21,2020-09-16,MegaMamute,AAA,Tecnologia,1,1,1,1,2844.5400,2844.5400,ativo,0,0.0000,0,0.0000,0,0,1,1,0,0,0,1,1,1.00000000
10138,2020-08-25,2020-09-14,MegaMamute,AAA,Tecnologia,6,6,3,3,6995.4400,3224.8400,ativo,0,0.0000,0,0.0000,0,0,1,1,2,0,0,5,6,0.46099173
30976,2020-08-01,2020-09-22,10Estrela,AAA,Móveis,2,2,1,1,286.3700,210.8100,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,2,2,0.73614555
30976,2020-08-15,2020-10-15,10Estrela,AAA,Móveis,1,1,1,1,462.9000,462.9000,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-21,2020-10-09,10Estrela,AAA,Móveis,3,3,0,0,1364.8400,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,2,3,0E-8
30976,2020-08-23,2020-09-07,10Estrela,AAA,Móveis,16,16,12,12,6485.0100,5585.9000,ativo,3,2129.0000,5,2819.1500,0,0,0,2,7,0,0,16,16,0.86135565
30976,2020-08-23,2020-09-08,10Estrela,AAA,Móveis,9,9,7,7,4731.8700,4213.9200,ativo,1,172.5300,3,2129.7200,0,0,0,1,5,0,0,8,9,0.89054010
30976,2020-08-26,2020-10-23,10Estrela,AAA,Móveis,1,1,1,1,390.5200,390.5200,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
10138,2020-08-07,2020-08-28,MegaMamute,AAA,Tecnologia,8,8,6,6,8323.3700,6101.5200,ativo,0,0.0000,0,0.0000,0,0,0,0,5,1,0,6,8,0.73305885
10138,2020-08-14,2020-09-16,MegaMamute,AAA,Tecnologia,1,1,0,0,1235.6800,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-01,2020-08-24,10Estrela,AAA,Móveis,5,5,4,4,3333.3300,3208.0600,ativo,0,0.0000,0,0.0000,0,0,0,0,4,0,0,5,5,0.96241896
30976,2020-08-04,2020-08-20,10Estrela,AAA,Móveis,40,47,35,42,11768.5000,10819.6600,ativo,0,0.0000,6,1568.8600,0,0,0,11,30,1,0,36,47,0.91937460
30976,2020-08-14,2020-10-20,10Estrela,AAA,Móveis,1,1,0,0,375.2100,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-16,2020-09-07,10Estrela,AAA,Móveis,2,2,2,2,511.4600,511.4600,ativo,0,0.0000,1,311.0600,0,0,0,1,1,0,0,2,2,1.00000000
30976,2020-08-18,2020-08-27,10Estrela,AAA,Móveis,15,16,14,15,4655.1000,4381.8500,ativo,0,0.0000,4,1379.3300,0,0,0,3,11,1,0,13,16,0.94130094
30976,2020-08-21,2020-09-29,10Estrela,AAA,Móveis,1,1,1,1,75.7200,75.7200,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-21,2020-10-01,10Estrela,AAA,Móveis,1,1,0,0,297.2500,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-27,2020-09-11,10Estrela,AAA,Móveis,22,22,16,16,12579.8100,9997.6700,ativo,0,0.0000,0,0.0000,0,0,3,3,13,0,0,21,22,0.79473935
30976,2020-08-30,2020-09-11,10Estrela,AAA,Móveis,19,20,13,13,5363.9700,3570.4200,ativo,0,0.0000,0,0.0000,0,0,3,3,10,0,0,14,20,0.66563012
10138,2020-08-27,2020-09-29,MegaMamute,AAA,Tecnologia,1,1,1,1,1323.2700,1323.2700,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,1,1,1.00000000
30976,2020-08-10,2020-09-01,10Estrela,AAA,Móveis,21,22,13,14,5528.3700,3152.7300,ativo,0,0.0000,2,92.2200,0,0,0,1,13,0,0,17,22,0.57028202
30976,2020-08-11,2020-10-27,10Estrela,AAA,Móveis,1,1,1,1,192.6100,192.6100,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-20,2020-09-17,10Estrela,AAA,Móveis,4,4,2,2,1123.0500,683.2500,ativo,0,0.0000,0,0.0000,0,1,0,1,1,0,0,4,4,0.60838787
30976,2020-08-31,2020-09-22,10Estrela,AAA,Móveis,8,8,6,6,3442.1400,3236.2400,ativo,0,0.0000,0,0.0000,4,0,0,2,2,0,0,7,8,0.94018256
10138,2020-08-03,2020-08-10,MegaMamute,AAA,Tecnologia,15,15,7,7,18231.5000,8925.3000,ativo,0,0.0000,0,0.0000,0,0,0,0,6,1,0,6,15,0.48955379
30976,2020-08-07,2020-10-02,10Estrela,AAA,Móveis,1,1,1,1,175.6600,175.6600,ativo,0,0.0000,0,0.0000,0,1,0,0,0,0,0,1,1,1.00000000
10138,2020-08-14,2020-09-01,MegaMamute,AAA,Tecnologia,26,26,11,11,32219.7100,11870.5200,ativo,0,0.0000,1,1108.3700,0,0,0,1,10,0,0,19,26,0.36842417
10138,2020-08-15,2020-08-28,MegaMamute,AAA,Tecnologia,9,9,5,5,8427.7000,4375.8900,ativo,0,0.0000,0,0.0000,0,0,0,0,5,0,0,6,9,0.51922707
10138,2020-08-20,2020-09-11,MegaMamute,AAA,Tecnologia,1,1,0,0,2844.5400,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
10138,2020-08-21,2020-09-15,MegaMamute,AAA,Tecnologia,3,3,2,2,2811.1300,2150.8000,ativo,0,0.0000,0,0.0000,0,0,1,1,1,0,0,3,3,0.76510158
10138,2020-08-25,2020-09-16,MegaMamute,AAA,Tecnologia,7,7,2,2,9569.9400,2585.2900,ativo,0,0.0000,0,0.0000,0,1,0,1,1,0,0,2,7,0.27014694
30976,2020-08-02,2020-08-18,10Estrela,AAA,Móveis,32,32,24,24,12689.9900,8506.6500,ativo,0,0.0000,0,0.0000,0,0,0,0,22,2,0,29,32,0.67034332
30976,2020-08-02,2020-08-28,10Estrela,AAA,Móveis,3,3,2,2,1707.0500,894.7900,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,2,3,0.52417328
30976,2020-08-05,2020-10-02,10Estrela,AAA,Móveis,1,3,0,0,241.7400,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,3,0E-8
30976,2020-08-15,2020-08-28,10Estrela,AAA,Móveis,10,10,8,8,3129.5300,2736.0600,ativo,0,0.0000,3,890.3500,0,0,0,1,7,0,0,7,10,0.87427186
30976,2020-08-18,2020-10-15,10Estrela,AAA,Móveis,1,1,0,0,163.9000,0.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,0,0,0,1,1,0E-8
30976,2020-08-20,2020-09-22,10Estrela,AAA,Móveis,5,6,3,4,3146.3300,2498.0200,ativo,0,0.0000,0,0.0000,0,4,0,3,0,0,0,5,6,0.79394723
30976,2020-08-26,2020-09-11,10Estrela,AAA,Móveis,13,13,9,9,7036.0900,3778.9600,ativo,0,0.0000,0,0.0000,0,0,3,2,6,0,0,13,13,0.53708239
30976,2020-08-28,2020-10-27,10Estrela,AAA,Móveis,1,1,1,1,106.8100,106.8100,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
30976,2020-08-30,2020-10-12,10Estrela,AAA,Móveis,1,1,1,1,228.9000,228.9000,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
10138,2020-08-01,2020-08-12,MegaMamute,AAA,Tecnologia,2,2,1,1,2180.2400,1882.0600,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,2,2,0.86323524
10138,2020-08-27,2020-09-11,MegaMamute,AAA,Tecnologia,26,27,18,19,49212.5100,36035.5600,ativo,0,0.0000,0,0.0000,0,0,3,3,16,0,0,14,27,0.73224389
30976,2020-08-05,2020-08-24,10Estrela,AAA,Móveis,28,31,24,27,6006.3300,5195.0200,ativo,0,0.0000,1,563.4800,0,0,0,4,22,1,0,26,31,0.86492417
30976,2020-08-24,2020-10-07,10Estrela,AAA,Móveis,2,2,1,1,908.2700,132.3700,ativo,0,0.0000,0,0.0000,1,0,0,1,0,0,0,2,2,0.14573860
30976,2020-08-25,2020-10-02,10Estrela,AAA,Móveis,3,3,2,2,948.1500,142.7300,ativo,0,0.0000,0,0.0000,2,0,0,0,0,0,0,3,3,0.15053525
30976,2020-08-26,2020-09-09,10Estrela,AAA,Móveis,19,20,12,13,5124.5800,3734.5200,ativo,0,0.0000,0,0.0000,0,0,0,0,12,1,0,14,20,0.72874655
30976,2020-08-27,2020-10-13,10Estrela,AAA,Móveis,1,1,1,1,266.7000,266.7000,ativo,0,0.0000,0,0.0000,1,0,0,0,0,0,0,1,1,1.00000000
10138,2020-08-15,2020-08-27,MegaMamute,AAA,Tecnologia,5,5,1,1,7865.5300,1255.9100,ativo,0,0.0000,0,0.0000,0,0,0,0,1,0,0,4,5,0.15967265
10138,2020-08-24,2020-08-31,MegaMamute,AAA,Tecnologia,2,2,2,2,4798.0000,4798.0000,ativo,0,0.0000,0,0.0000,0,0,0,0,2,0,0,1,2,1.00000000
