nr_id_unidade_negocio;nr_orders;nr_product_sku;nr_item_sku;dt_orders;nr_canal_venda;ds_status;nr_id_lojista;qty_item;vl_item;vl_product_unit;vl_discounting;vl_product_discounting;vl_freight_discounting;vl_freight
5;226050232;1502763208;1502763208;20200806;3;PNE;30976;1;"1551,9";NULL;0;"1551,9";"80,69";"80,69"
5;226050692;14178805;14178805;20200806;7;ENT;30976;1;"552,9";NULL;0;"552,9";"29,11";"29,11"
5;226051098;13205221;13205221;20200806;7;ENT;30976;1;"280,9";NULL;0;"280,9";"49,82";"49,82"
5;226057621;1500442703;1500442703;20200806;7;TRN;30976;1;"159,9";NULL;0;"159,9";85;85
5;226060173;11250332;11250332;20200806;3;ENT;30976;1;"76,9";NULL;0;"76,9";23;23
5;226069632;8335503;8335503;20200806;7;TRN;30976;1;"143,9";NULL;0;"143,9";"65,83";"65,83"
5;226070446;3759078;3759078;20200806;9;ENT;30976;1;"122,9";NULL;0;"122,9";"22,07";"22,07"
5;226073592;12743843;12743843;20200806;3;PAP;30976;1;"89,9";NULL;0;"89,9";48;48
5;226078360;2206936;2206936;20200806;7;ENT;30976;1;"55,9";NULL;0;"55,9";"10,56";"10,56"
5;226078731;14945265;14945265;20200806;7;CAN;30976;1;"497,9";NULL;0;"497,9";"74,86";"74,86"
5;226087503;13887920;13887920;20200806;7;CAN;30976;1;"269,0296";NULL;0;"269,0296";"31,4204";"31,4204"
5;226087503;13887920;13887920;20200806;7;CAN;30976;1;"10,8704";NULL;0;"10,8704";"1,2696";"1,2696"
5;226099286;1503021715;1503021715;20200806;7;PVC;30976;1;"298,9";NULL;0;"298,9";"89,47";"89,47"
5;226104149;6212877;6212877;20200806;3;TRN;30976;1;"86,9";NULL;0;"86,9";34;34
5;226115317;1504384441;1504384441;20200806;7;PAP;30976;1;"123,9";NULL;0;"123,9";"32,04";"32,04"
5;226117660;10378786;10378786;20200806;3;PVC;30976;1;"93,9";NULL;0;"93,9";"17,62";"17,62"
5;226118099;1502888118;1502888118;20200806;7;ENT;30976;1;"84,9";NULL;0;"84,9";"11,56";"11,56"
5;226118212;12699883;12699883;20200806;3;IVE;30976;1;"1041,9";NULL;0;"1041,9";"18,78";"18,78"
5;226119114;12702241;12702241;20200806;7;ENT;30976;1;"131,9";NULL;0;"131,9";27;27
5;226122568;7325644;7325644;20200807;7;AVAP;30976;1;"94,9";NULL;0;"94,9";"27,22";"27,22"
5;226128337;2941920;2941920;20200807;7;ENT;30976;1;"22,9";NULL;0;"22,9";"10,34";"10,34"
5;226148585;3840595;3840595;20200807;3;PAP;30976;1;"122,9";NULL;0;"122,9";"14,79";"14,79"
5;226150938;15252714;15252714;20200807;7;PAP;30976;1;"44,9";NULL;0;"44,9";18;18
5;226151966;4026276;4026276;20200807;3;ENT;30976;1;"469,9";NULL;0;"437,01";"16,04";"16,04"
5;226153942;13887920;13887920;20200807;7;ENT;30976;1;"279,9";NULL;0;"279,9";"19,89";"19,89"
5;226162089;14634955;14634955;20200807;7;TRN;30976;1;"131,9";NULL;0;"131,9";"35,7";"35,7"
5;226168759;9050960;9050960;20200807;3;TRN;30976;1;"36,9";NULL;0;"36,9";15;15
5;226168984;1503501006;1503501006;20200807;7;ENT;30976;1;289;NULL;0;289;"14,16";"14,16"
5;226174531;1501686252;1501686252;20200807;7;ENT;30976;1;"379,9";NULL;0;"379,9";"54,65";"54,65"
5;226175821;2233473;2233473;20200807;7;IVE;30976;1;"86,9";NULL;0;"86,9";"26,2";"26,2"
5;226188726;1501889074;1501889074;20200807;9;PAP;30976;1;"53,8387";NULL;0;"53,8387";"25,2413";"25,2413"
5;226188726;1501889074;1501889074;20200807;9;PAP;30976;1;"0,0613";NULL;0;"0,0613";"0,0287";"0,0287"
5;226204924;1501686252;1501686252;20200807;7;TRN;30976;1;"379,9";NULL;0;"379,9";"89,87";"89,87"
5;226208510;12719736;12719736;20200807;7;TRN;30976;1;"391,9";NULL;0;"391,9";"31,64";"31,64"
5;226211894;1501686252;1501686252;20200807;7;PAP;30976;1;"379,9";NULL;0;"379,9";"86,25";"86,25"
5;226213228;10184807;10184807;20200807;7;PVC;30976;1;"74,9";NULL;0;"74,9";"23,32";"23,32"
5;226213228;13293511;13293511;20200807;7;PVC;30976;1;"89,9";NULL;0;"89,9";"23,5";"23,5"
5;226221892;12405231;12405231;20200807;3;ENT;30976;1;"485,9";NULL;0;"485,9";"39,01";"39,01"
5;226222504;12770158;12770158;20200807;3;TRD;30976;1;45;NULL;0;45;"13,6";"13,6"
5;226232069;1502738240;1502738240;20200807;7;PAP;30976;1;"249,9";NULL;0;"249,9";"39,18";"39,18"
5;226244078;9284536;9284536;20200807;7;ENT;30976;1;"24,9";NULL;0;"24,9";"15,3";"15,3"
5;226246089;13479337;13479337;20200807;7;ENT;30976;1;"1179,9";NULL;0;"1179,9";"129,59";"129,59"
5;226248530;14767752;14767752;20200807;7;ENT;30976;1;"1063,9";NULL;0;"1063,9";"45,14";"45,14"
5;226260490;9929856;9929856;20200807;7;IVE;30976;1;"119,9";NULL;0;"119,9";43;43
5;226262595;1502888118;1502888118;20200807;9;TRN;30976;1;"84,9";NULL;0;"84,9";"11,56";"11,56"
5;226268911;9591149;9591149;20200807;7;ENT;30976;1;"39,9";NULL;0;"39,9";16;16
5;226269229;13222247;13222247;20200807;3;IVE;30976;1;"138,9";NULL;0;"138,9";46;46
5;226269639;11498620;11498620;20200807;7;PVC;30976;1;"268,9";NULL;0;"268,9";"88,08";"88,08"
5;226272045;14964928;14964928;20200807;18;ENT;30976;1;489;NULL;0;489;"59,39";"59,39"
5;226276478;1502887621;1502887621;20200807;3;ENT;30976;1;"217,9";NULL;0;"217,9";"54,65";"54,65"
5;226282507;14944507;14944507;20200807;7;ENT;30976;1;"475,9";NULL;0;"475,9";"51,37";"51,37"
5;226285406;1501686252;1501686252;20200807;3;ENT;30976;1;"379,9";NULL;0;"379,9";"26,17";"26,17"
5;226289489;14964928;14964928;20200807;7;ENT;30976;1;489;NULL;0;489;38;38
5;226293468;1501686252;1501686252;20200807;7;TRD;30976;1;"379,9";NULL;0;"379,9";"82,33";"82,33"
5;226295787;1500444411;1500444411;20200807;3;PVC;30976;1;439;NULL;0;439;"53,33";"53,33"
5;226304071;13418805;13418805;20200808;3;CAN;30976;1;"86,9";NULL;0;"86,9";110;110
5;226304960;7498777;7498777;20200808;7;CAN;30976;1;239;NULL;0;239;"40,62";"40,62"
5;226305464;1501686252;1501686252;20200808;7;ENT;30976;1;"379,9";NULL;0;"379,9";"52,65";"52,65"
5;226306084;11222195;11222195;20200808;3;TRN;30976;1;"329,9";NULL;0;"329,9";30;30
5;226321509;12743607;12743607;20200808;3;ENT;30976;1;"62,9";NULL;0;"62,9";30;30
5;226323299;12807913;12807913;20200808;18;IVE;30976;1;"435,9";NULL;0;"435,9";"72,23";"72,23"
5;226323472;1501686252;1501686252;20200808;7;ENT;30976;1;"379,9";NULL;0;"379,9";"26,17";"26,17"
5;226325140;14669811;14669811;20200808;3;CAN;30976;1;"164,9";NULL;0;"164,9";"56,51";"56,51"
5;226325349;9929943;9929943;20200808;7;ENT;30976;2;318;NULL;0;318;"160,32";"160,32"
5;226326949;9588316;9588316;20200808;7;ENT;30976;1;"51,9";NULL;0;"51,9";16;16
5;226336312;1504148430;1504148430;20200808;7;ENT;30976;1;"294,9";NULL;0;"294,9";"21,5";"21,5"
5;226337517;1502255458;1502255458;20200808;7;TRN;30976;1;"236,9";NULL;0;"236,9";"44,35";"44,35"
5;226338797;12902063;12902063;20200808;3;ENT;30976;1;"91,9";NULL;0;"91,9";"28,84";"28,84"
5;226343631;9378076;9378076;20200808;3;TRD;30976;1;"126,9";NULL;0;"126,9";"47,3";"47,3"
5;226346617;11503937;11503937;20200808;7;TRN;30976;1;"159,9";NULL;0;"159,9";85;85
5;226346996;12089797;12089797;20200808;3;CAN;30976;1;"103,9";NULL;0;"103,9";58;58
5;226347037;1503497578;1503497578;20200808;3;ENT;30976;1;37;NULL;0;37;"7,84";"7,84"
5;226350922;12037433;12037433;20200808;18;CAN;30976;1;449;NULL;0;449;"34,86";"34,86"
5;226354711;9029915;9029915;20200808;7;ROT;30976;1;"48,9";NULL;0;"48,9";15;15
5;226354711;1502255565;1502255565;20200808;7;IVE;30976;1;"449,9";NULL;0;"449,9";15;15
5;226357012;1500632133;1500632133;20200808;7;ENT;30976;1;"149,9";NULL;0;"149,9";"16,04";"16,04"
5;226359399;1502858070;1502858070;20200808;7;TRN;30976;1;"279,9";NULL;0;"279,9";"40,73";"40,73"
5;226360616;14944494;14944494;20200808;3;CAN;30976;1;"494,9";NULL;0;"494,9";"140,97";"140,97"
5;226364036;14945981;14945981;20200808;3;PAP;30976;1;"72,9";NULL;0;"72,9";"45,05";"45,05"
5;226367934;1503006785;1503006785;20200808;3;PAP;30976;1;"148,9";NULL;0;"148,9";"23,83";"23,83"
5;226375734;12022711;12022711;20200808;18;PAP;30976;1;"663,9";NULL;0;"663,9";"19,51";"19,51"
5;226376139;12902040;12902040;20200808;3;PAP;30976;1;"62,9";NULL;0;"62,9";"14,7";"14,7"
5;226376375;1504003031;1504003031;20200808;18;TRD;30976;1;"291,9";NULL;0;"291,9";"81,16";"81,16"
5;226376998;1502878022;1502878022;20200808;3;ENT;30976;1;"244,9467";NULL;0;"244,9467";"16,2698";"16,2698"
5;226376998;1502878022;1502878022;20200808;3;ENT;30976;1;"244,9533";NULL;0;"244,9533";"16,2702";"16,2702"
5;226382031;1504186937;1504186937;20200808;7;ENT;30976;1;"132,9";NULL;0;"132,9";"23,72";"23,72"
5;226385304;7057117;7057117;20200808;7;ENT;30976;1;"177,9";NULL;0;"177,9";20;20
5;226386048;1500815758;1500815758;20200808;7;CAN;30976;1;"289,9";NULL;0;"289,9";"39,19";"39,19"
5;226388847;14944201;14944201;20200808;3;PAP;30976;1;"479,9";NULL;0;"479,9";"60,4";"60,4"
5;226390572;1502858070;1502858070;20200808;7;ENT;30976;1;"279,9";NULL;0;"279,9";"25,32";"25,32"
5;226398415;1501686252;1501686252;20200809;3;ROU;30976;1;"379,9";NULL;0;"379,9";"36,23";"36,23"
5;226433494;1502738201;1502738201;20200809;3;IVE;30976;1;"639,9";NULL;0;"639,9";95;95
5;226433973;7529837;7529837;20200809;7;PVC;30976;2;"105,8";NULL;0;"105,8";"18,6";"18,6"
5;226434788;1504663635;1504663635;20200809;7;ENT;30976;1;"558,9";NULL;0;"558,9";"16,04";"16,04"
5;226438399;11271003;11271003;20200809;18;PVC;30976;1;"127,9";NULL;0;"127,9";"35,88";"35,88"
5;226439539;1504145998;1504145998;20200809;3;TRN;30976;1;"123,9";NULL;0;"123,9";33;33
5;226443278;8042329;8042329;20200809;3;ENT;30976;1;"89,9";NULL;0;"89,9";"9,91";"9,91"
5;226443478;9050960;9050960;20200809;3;TRN;30976;1;"36,9";NULL;0;"36,9";20;20
5;226444189;2437750;2437750;20200809;7;ENT;30976;1;"221,9";NULL;0;"221,9";"16,66";"16,66"
5;226445321;1500410380;1500410380;20200809;3;CAN;30976;1;"196,3318";NULL;0;"196,3318";"24,3267";"24,3267"
5;226445321;1500410380;1500410380;20200809;3;CAN;30976;1;"203,5682";NULL;0;"203,5682";"25,2233";"25,2233"
5;226446595;12770158;12770158;20200809;3;PVC;30976;1;45;NULL;0;45;15;15
5;226448131;1501686252;1501686252;20200809;3;PVC;30976;1;"379,9";NULL;0;"379,9";"26,17";"26,17"
5;226453496;7762699;7762699;20200809;3;ENT;30976;1;"160,9";NULL;0;"160,9";"39,77";"39,77"
5;226456836;7939264;7939264;20200809;9;PAP;30976;1;"46,9";NULL;0;"46,9";"13,7";"13,7"
5;226459003;13550222;13550222;20200809;3;TRN;30976;1;"130,9";NULL;0;"130,9";"56,88";"56,88"
5;226459767;1500410778;1500410778;20200809;3;ENT;30976;1;"63,9";NULL;0;"63,9";"11,06";"11,06"
5;226464642;1500504676;1500504676;20200809;3;TRD;30976;1;"394,9";NULL;0;"394,9";35;35
5;226466595;14734668;14734668;20200809;3;CAN;30976;1;"67,9";NULL;0;"67,9";"14,16";"14,16"
5;226467972;12037433;12037433;20200809;7;ENT;30976;1;449;NULL;0;449;"16,04";"16,04"
5;226471058;1502899677;1502899677;20200809;18;ENT;30976;1;"229,9";NULL;0;"229,9";"45,05";"45,05"
5;226472216;12887080;12887080;20200809;3;TRD;30976;1;"279,9";NULL;0;"279,9";"94,92";"94,92"
5;226472640;13676307;13676307;20200809;18;PAP;30976;1;"896,9";NULL;0;"896,9";"21,5";"21,5"
5;226481226;7498777;7498777;20200809;3;ENT;30976;1;239;NULL;0;239;55;55
5;226481810;1501686252;1501686252;20200809;9;ENT;30976;1;"379,9";NULL;0;"379,9";"69,41";"69,41"
5;226483022;7979921;7979921;20200809;7;ENT;30976;1;"47,9";NULL;0;"47,9";"9,42";"9,42"
5;226491171;1501686252;1501686252;20200809;7;ENT;30976;1;"379,9";NULL;0;"379,9";"49,82";"49,82"
5;226492720;1956747;1956747;20200809;18;ENT;30976;1;"43,9";NULL;0;"43,9";"11,29";"11,29"
5;226495692;21709;21709;20200809;3;TRN;30976;1;"89,9";NULL;0;"89,9";"28,01";"28,01"
5;226496414;13798989;13798989;20200809;7;ENT;30976;1;"809,9";NULL;0;"809,9";55;55
5;226496839;12770158;12770158;20200809;3;ENT;30976;1;45;NULL;0;45;"23,47";"23,47"
5;226502887;13115310;13115310;20200809;3;ENT;30976;1;"139,9";NULL;0;"139,9";"35,31";"35,31"
5;226508806;13115310;13115310;20200810;7;CAN;30976;1;"139,9";NULL;0;"139,9";46;46
5;226509837;14009495;14009495;20200810;3;TRN;30976;1;"298,9";NULL;0;"298,9";"49,55";"49,55"
5;226511244;1502899677;1502899677;20200810;3;CAN;30976;1;"229,9";NULL;0;"229,9";"45,05";"45,05"
5;226511982;1501643416;1501643416;20200810;7;CAN;30976;1;"483,9";NULL;0;"483,9";15;15
5;226518947;1504342249;1504342249;20200810;7;PAP;30976;2;"89,8";NULL;0;"89,8";26;26
5;226522195;10184788;10184788;20200810;7;CAN;30976;1;"74,9";NULL;0;"74,9";"10,54";"10,54"
5;226526382;13479429;13479429;20200810;3;ENT;30976;2;"149,8";NULL;0;"149,8";"32,36";"32,36"
5;226532596;1501686252;1501686252;20200810;7;CAN;30976;1;"379,9";NULL;0;"379,9";"89,87";"89,87"
5;226542442;1500557867;1500557867;20200810;7;ENT;30976;1;"706,9";NULL;0;"706,9";"62,26";"62,26"
5;226543808;1502888118;1502888118;20200810;7;ENT;30976;1;"89,9";NULL;0;"89,9";"15,03";"15,03"
5;226547992;1502878047;1502878047;20200810;7;CAN;30976;1;"269,9";NULL;0;"269,9";"23,04";"23,04"
5;226548021;1504663635;1504663635;20200810;7;ENT;30976;1;"558,9";NULL;0;"558,9";"19,89";"19,89"
5;226556234;1502837660;1502837660;20200810;7;ENT;30976;1;"53,9";NULL;0;"53,9";"10,54";"10,54"
5;226562611;1500632138;1500632138;20200810;7;ENT;30976;1;"174,9";NULL;0;"174,9";"7,84";"7,84"
5;226578252;10184788;10184788;20200810;7;ENT;30976;1;"74,9";NULL;0;"74,9";"10,54";"10,54"
5;226579784;12622478;12622478;20200810;7;ENT;30976;1;219;NULL;0;219;"50,5";"50,5"
5;226584165;1504119024;1504119024;20200810;7;PVC;30976;6;2988;NULL;0;2988;"211,86";"211,86"
5;226589037;15053696;15053696;20200810;18;TRN;30976;1;"1089,9";NULL;0;"1089,9";"81,24";"81,24"
5;226592768;9929943;9929943;20200810;18;ENT;30976;1;159;NULL;0;159;70;70
5;226593775;14187598;14187598;20200810;3;ENT;30976;1;"91,9";NULL;0;"91,9";"33,39";"33,39"
5;226604362;8260529;8260529;20200810;7;ENT;30976;1;"138,9";NULL;0;"138,9";"13,44";"13,44"
5;226610726;1502854058;1502854058;20200810;9;CAN;30976;1;"73,6778";NULL;0;"73,6778";"8,8869";"8,8869"
5;226610726;1502854058;1502854058;20200810;9;CAN;30976;1;"479,2222";NULL;0;"479,2222";"57,8031";"57,8031"
5;226611440;12622478;12622478;20200810;7;ENT;30976;1;219;NULL;0;219;"41,12";"41,12"
5;226612019;12770158;12770158;20200810;7;ENT;30976;1;45;NULL;0;45;"9,3";"9,3"
5;226615674;11271727;11271727;20200810;7;ENT;30976;1;"129,9";NULL;0;"129,9";"27,34";"27,34"
5;226616951;5719024;5719024;20200810;3;ENT;30976;1;"231,9";NULL;0;"231,9";"19,15";"19,15"
5;226617146;9051477;9051477;20200810;7;ENT;30976;1;"111,9";NULL;0;"111,9";"10,54";"10,54"
5;226617177;12770158;12770158;20200810;7;ENT;30976;1;45;NULL;0;45;"10,34";"10,34"
5;226632552;1502858070;1502858070;20200810;3;ENT;30976;1;"279,9";NULL;0;"279,9";"26,23";"26,23"
5;226636081;12770158;12770158;20200810;3;ENT;30976;1;45;NULL;0;45;"13,44";"13,44"
5;226639046;6033639;6033639;20200810;7;ENT;30976;1;"93,9";NULL;0;"93,9";"25,27";"25,27"
5;226646041;1502858070;1502858070;20200810;3;ENT;30976;1;"279,9";NULL;0;"279,9";"25,32";"25,32"
5;226652489;9284536;9284536;20200810;3;ROT;30976;1;"24,9";NULL;0;"24,9";"13,7";"13,7"
5;226656732;1501686252;1501686252;20200811;7;CAN;30976;1;"379,9";NULL;0;"379,9";"33,96";"33,96"
5;226658429;12770158;12770158;20200811;18;PVC;30976;1;45;NULL;0;45;"24,65";"24,65"
5;226660486;1501686252;1501686252;20200811;3;PAP;30976;1;"379,9";NULL;0;"379,9";"36,23";"36,23"
5;226662661;1504321003;1504321003;20200811;7;ENT;30976;1;"109,9";NULL;0;"109,9";"11,98";"11,98"
5;226665673;1503495406;1503495406;20200811;7;ENT;30976;1;"99,9";NULL;0;"99,9";19;19
5;226667192;1501686252;1501686252;20200811;7;PAP;30976;1;"379,9";NULL;0;"379,9";"26,95";"26,95"
5;226667887;1501686252;1501686252;20200811;7;PAP;30976;1;"133,9304";NULL;0;"133,9304";"26,9342";"26,9342"
5;226667887;1501686252;1501686252;20200811;7;PAP;30976;1;"245,9696";NULL;0;"245,9696";"49,4658";"49,4658"
5;226671918;1501800017;1501800017;20200811;7;IVE;30976;1;"99,9";NULL;0;"99,9";"13,7";"13,7"
5;226677763;12770158;12770158;20200811;7;ENT;30976;1;45;NULL;0;45;"9,3";"9,3"
5;226681220;1503500397;1503500397;20200811;3;CAN;30976;1;"71,9";NULL;0;"71,9";"25,27";"25,27"
5;226692732;7956779;7956779;20200811;7;ENT;30976;1;"159,9";NULL;0;"159,9";"25,32";"25,32"
5;226698055;11641412;11641412;20200811;3;ENT;30976;1;"149,9";NULL;0;"149,9";"35,66";"35,66"
5;226702753;12699022;12699022;20200811;3;PVC;30976;1;"3135,9";NULL;0;"3135,9";"153,93";"153,93"
5;226709118;1501686252;1501686252;20200811;3;PAP;30976;1;"379,9";NULL;0;"379,9";"89,87";"89,87"
5;226709530;14382950;14382950;20200811;3;ENT;30976;1;"93,9";NULL;0;"93,9";"13,67";"13,67"
5;226713137;1500411897;1500411897;20200811;3;IVE;30976;1;149;NULL;0;149;85;85
5;226714830;1500411897;1500411897;20200811;7;ENT;30976;1;149;NULL;0;149;"40,73";"40,73"
5;226717022;1504663635;1504663635;20200811;7;PVC;30976;1;"558,9";NULL;0;"558,9";"29,39";"29,39"
5;226719847;1502733601;1502733601;20200811;3;TRN;30976;1;"229,9";NULL;0;"229,9";95;95
5;226730509;14382950;14382950;20200811;7;ENT;30976;1;"5,0368";NULL;0;"5,0368";"0,7332";"0,7332"
5;226730509;14382950;14382950;20200811;7;ENT;30976;1;"88,8632";NULL;0;"88,8632";"12,9368";"12,9368"
5;226733943;14944201;14944201;20200811;7;PAP;30976;1;"479,9";NULL;0;"479,9";"60,4";"60,4"
5;226744954;10622609;10622609;20200811;7;ENT;30976;1;"75,9";NULL;0;"75,9";"13,07";"13,07"
5;226745280;1501686252;1501686252;20200811;7;PAP;30976;1;"379,9";NULL;0;"379,9";"108,39";"108,39"
5;226748871;12713134;12713134;20200811;3;PVC;30976;1;209;NULL;0;209;"45,63";"45,63"
5;226750307;10108117;10108117;20200811;7;ENT;30976;1;"131,9";NULL;0;"131,9";"27,56";"27,56"
5;226761632;12770158;12770158;20200811;7;ENT;30976;1;45;NULL;0;45;"13,44";"13,44"
5;226766617;12770158;12770158;20200811;3;ENT;30976;1;45;NULL;0;45;"9,3";"9,3"
5;226769291;12035935;12035935;20200811;7;PVC;30976;1;"473,9";NULL;0;"473,9";85;85
5;226769906;11400438;11400438;20200811;9;ENT;30976;1;"178,9";NULL;0;"178,9";"27,25";"27,25"
5;226770540;434635;434635;20200811;3;TRN;30976;1;"256,9";NULL;0;"256,9";"72,06";"72,06"
5;226784455;7762699;7762699;20200811;7;PVC;30976;1;"160,9";NULL;0;"160,9";"45,63";"45,63"
5;226791751;12622478;12622478;20200811;7;TRD;30976;1;219;NULL;0;219;"65,83";"65,83"
5;226794084;12833508;12833508;20200811;3;ENT;30976;1;"166,9";NULL;0;"166,9";"20,75";"20,75"
5;226810845;8410985;8410985;20200812;7;ENT;30976;1;"231,9";NULL;0;"231,9";"19,51";"19,51"
5;226811036;12770158;12770158;20200812;7;ENT;30976;1;"19,5726";NULL;0;"19,5726";"4,4974";"4,4974"
5;226811036;12770158;12770158;20200812;7;ENT;30976;1;"25,4274";NULL;0;"25,4274";"5,8426";"5,8426"
5;226811435;10184788;10184788;20200812;3;CAN;30976;1;"74,9";NULL;0;"74,9";"45,66";"45,66"
5;226814390;1956747;1956747;20200812;3;ENT;30976;1;"43,9";NULL;0;"43,9";"8,7";"8,7"
5;226818259;12022711;12022711;20200812;3;PAP;30976;1;"663,9";NULL;0;"663,9";"35,47";"35,47"
5;226818322;13197228;13197228;20200812;7;CAN;30976;1;"90,9";NULL;0;"90,9";"8,08";"8,08"
5;226820792;9051211;9051211;20200812;7;ENT;30976;1;"25,9";NULL;0;"25,9";"14,9";"14,9"
5;226821452;12770158;12770158;20200812;3;ENT;30976;1;45;NULL;0;45;"9,3";"9,3"
5;226822382;2213818;2213818;20200812;3;PVC;30976;1;"155,9";NULL;0;"155,9";"23,72";"23,72"
5;226824708;1503500397;1503500397;20200812;3;ENT;30976;1;"71,9";NULL;0;"71,9";"9,3";"9,3"
5;226824708;1503500397;1503500397;20200812;3;IVE;30976;1;"71,9";NULL;0;"71,9";"9,3";"9,3"
5;226827778;14767763;14767763;20200812;7;ENT;30976;1;"899,9";NULL;0;"899,9";"25,03";"25,03"
5;226829689;1501686252;1501686252;20200812;9;PAP;30976;1;"379,9";NULL;0;"379,9";"88,08";"88,08"
5;226830972;1501686252;1501686252;20200812;7;PAP;30976;1;"379,9";NULL;0;"379,9";"88,08";"88,08"
5;226832082;4828966;4828966;20200812;3;ENT;30976;1;"24,9";NULL;0;"24,9";"7,13";"7,13"
5;226833590;12770158;12770158;20200812;7;ENT;30976;1;45;NULL;0;45;"13,44";"13,44"
5;226838260;12921649;12921649;20200812;3;TRD;30976;1;"305,9";NULL;0;"305,9";"113,49";"113,49"
5;226847432;12622478;12622478;20200812;7;TRD;30976;1;219;NULL;0;219;"69,96";"69,96"
5;226851249;12770158;12770158;20200812;7;ENT;30976;1;45;NULL;0;45;"10,34";"10,34"
5;226853456;1503495480;1503495480;20200812;3;PAP;30976;1;"449,9";NULL;0;"449,9";55;55
5;226853649;1500444407;1500444407;20200812;3;ENT;30976;1;449;NULL;0;449;"53,33";"53,33"
5;226855174;12770158;12770158;20200812;3;ENT;30976;1;45;NULL;0;45;"10,34";"10,34"
5;226864129;10772186;10772186;20200812;9;ENT;30976;1;234;NULL;0;234;"53,69";"53,69"
5;226865528;5159565;5159565;20200812;3;ENT;30976;1;259;NULL;0;259;30;30
5;226867849;14009413;14009413;20200812;7;ENT;30976;1;"42,9";NULL;0;"42,9";"10,54";"10,54"
5;226867849;1503496667;1503496667;20200812;7;IVE;30976;1;"34,9";NULL;0;"34,9";"9,42";"9,42"
5;226871687;14944621;14944621;20200812;3;PAP;30976;1;"584,9";NULL;0;"584,9";"70,97";"70,97"
5;226872550;9378076;9378076;20200812;7;PAP;30976;1;"126,9";NULL;0;"126,9";"33,67";"33,67"
5;226873341;47215;47215;20200812;7;TRN;30976;1;"36,9";NULL;0;"36,9";"10,54";"10,54"
5;226875814;14009580;14009580;20200812;7;PAP;30976;1;"10,9788";NULL;0;"10,9788";"1,0236";"1,0236"
5;226875814;14009580;14009580;20200812;7;PAP;30976;1;"99,9212";NULL;0;"99,9212";"9,3164";"9,3164"
5;226877385;1500411831;1500411831;20200812;7;ENT;30976;1;139;NULL;0;139;"9,91";"9,91"
5;226883727;3840597;3840597;20200812;7;ENT;30976;1;"59,9";NULL;0;"59,9";"23,04";"23,04"
5;226885286;4922082;4922082;20200812;7;ENT;30976;1;"72,9";NULL;0;"72,9";"7,84";"7,84"
5;226896867;14048039;14048039;20200812;3;TRN;30976;1;"604,9";NULL;0;"604,9";105;105
5;226907306;9378076;9378076;20200812;7;PAP;30976;1;"126,9";NULL;0;"126,9";"47,33";"47,33"
5;226913385;12729619;12729619;20200812;3;ENT;30976;1;"69,9";NULL;0;"69,9";"16,66";"16,66"
5;226915404;12770158;12770158;20200812;7;IVE;30976;1;45;NULL;0;45;20;20
5;226917911;8176548;8176548;20200812;7;ENT;30976;1;"35,9";NULL;0;"35,9";"9,42";"9,42"
5;226920967;14244675;14244675;20200812;3;ENT;30976;1;"139,9";NULL;0;"139,9";"21,5";"21,5"
5;226921322;14187598;14187598;20200812;7;ENT;30976;1;"91,9";NULL;0;"91,9";"23,04";"23,04"
5;226921943;12770158;12770158;20200812;3;ENT;30976;1;45;NULL;0;45;"9,3";"9,3"
5;226922612;12770158;12770158;20200812;3;ENT;30976;1;45;NULL;0;45;"13,44";"13,44"
5;226925066;1501660137;1501660137;20200812;9;PAP;30976;1;"76,9";NULL;0;"76,9";"19,72";"19,72"
5;226925622;12622478;12622478;20200812;7;TRD;30976;1;219;NULL;0;219;"45,63";"45,63"
5;226926493;14225450;14225450;20200812;3;PAP;30976;1;"103,9";NULL;0;"103,9";"27,56";"27,56"
5;226926493;1503362117;1503362117;20200812;3;PAP;30976;1;"126,9";NULL;0;"126,9";"27,45";"27,45"
5;226933147;1502879473;1502879473;20200812;7;ENT;30976;1;"99,9";NULL;0;"92,91";"16,19";"16,19"
5;226933887;6226257;6226257;20200812;7;TRN;30976;1;284;NULL;0;284;"37,71";"37,71"
5;226943267;12466397;12466397;20200812;7;IVE;30976;1;"143,9";NULL;0;"143,9";"28,6";"28,6"
5;226943267;12564333;12564333;20200812;7;ENT;30976;1;"42,9";NULL;0;"42,9";"27,22";"27,22"
5;226943556;9378076;9378076;20200812;3;PAP;30976;1;"126,9";NULL;0;"126,9";"24,07";"24,07"
5;226947067;14382950;14382950;20200812;3;ENT;30976;1;"93,9";NULL;0;"93,9";27;27
5;226947342;12887080;12887080;20200812;3;PAP;30976;1;"279,9";NULL;0;"279,9";"88,08";"88,08"
5;226951328;1504234106;1504234106;20200813;3;ENT;30976;1;1129;NULL;0;1129;"68,12";"68,12"
5;226952319;5645;5645;20200813;7;ENT;30976;1;"728,9";NULL;0;"728,9";"21,5";"21,5"
5;227053421;12622522;12622522;20200813;7;CAN;30976;1;"269,9";NULL;0;"269,9";48;48
5;227060349;1500633178;1500633178;20200813;7;PAP;30976;1;"566,9";NULL;0;"566,9";"239,1";"239,1"
5;227062174;1501073068;1501073068;20200813;7;TRN;30976;1;"683,9";NULL;0;"683,9";60;60
5;227062736;12037433;12037433;20200813;3;PVC;30976;1;439;NULL;0;439;100;100
5;227073488;1500205335;1500205335;20200813;7;ENT;30976;1;"151,9";NULL;0;"151,9";"20,75";"20,75"
