ID Loja;Lojista;Cluster;Mundo;Responsável
23845;Diverso Shop;A;Cauda Longa;Ana Pontes
23520;La Murama;A;Cauda Longa;Suporte
23738;SOUNDJ E MUSICIANS;A;Cauda Longa;Ana Pontes
23603;ILUMINA LAR;A;Cauda Longa;Suporte
23957;FX Informatica;A;Tecnologia;Ana Pontes
24593;DREAMSHOP;A;Cauda Longa;Suporte
24509;DOG WORLD;A;Cauda Longa;Ana Pontes
24769;Mototek;A;Cauda Longa;Suporte
23797;Di Pietro;A;Cauda Longa;Suporte
24727;AGROPESC;A;Cauda Longa;Ana Pontes
24829;KATEL OUTFIT;A;Cauda Longa;Ana Pontes
22207;Alpha Social & Cia;A;Cauda Longa;Suporte
24836;Mr Kitsch;A;Cauda Longa;Suporte
21205;SPEED GARAGEM ACESSORIOS;A;Cauda Longa;Suporte
24759;Cartucho Etc;A;Tecnologia;Ana Pontes
23759;Fertek Ferramentas;A;Cauda Longa;Suporte
22210;Nenê Land;A;Cauda Longa;Ana Pontes
21716;Mundo dos Heróis;A;Cauda Longa;Ana Pontes
23751;MOVELARIA DIONIZIO;A;Cauda Longa;Suporte
20702;Certacar;A;Cauda Longa;Suporte
23860;topcanecas;A;Cauda Longa;Ana Pontes
23904;DecoraMeuLar;A;Cauda Longa;Ana Pontes
21263;Corpo Insano;A;Cauda Longa;Ana Pontes
15801;Equipe Ferramentas;A;Cauda Longa;Ana Pontes
24837;Maxximus;A;Cauda Longa;Ana Pontes
23255;Excelsior Pneus;A;Cauda Longa;Ana Pontes
15678;Easy Negócio;A;Cauda Longa;Ana Pontes
20011;Boutin;A;Cauda Longa;Ana Pontes
22164;ANIMANIA PET & CIA.;A;Cauda Longa;Ana Pontes
24831;MEIAS EXPRESS;A;Cauda Longa;Suporte
24336;Soraldi Jeans;A;Cauda Longa;Ana Pontes
22294;Mixcelânea;A;Cauda Longa;Ana Pontes
23316;Parede Chic;A;Cauda Longa;Ana Pontes
23244;SILHOUETTE;AAA;Cauda Longa;Selma
22331;TERVARI.COM;A;Cauda Longa;Ana Pontes
23464;CHAPA MOTO PEÇAS;A;Cauda Longa;Suporte
24039;Frimann;A;Cauda Longa;Ana Pontes
21267;Bilesky Discos;A;Cauda Longa;Ana Pontes
24770;JCEOS Tecnologia;A;Tecnologia;Ana Pontes
24397;AIR PRESS COMPRESSORES;A;Cauda Longa;Suporte
24598;Passa Passo Calçados;A;Cauda Longa;Suporte
22868;FISIO FITNESS;A;Cauda Longa;Suporte
22067;Forever Baby;A;Cauda Longa;Ana Pontes
22579;Charme na Web;A;Cauda Longa;Suporte
24380;Caroline Moraes;A;Cauda Longa;Suporte
24261;Bazar Do Airsoft;A;Cauda Longa;Suporte
24681;Flor de Baunilha Design;A;Cauda Longa;Ana Pontes
25053;LUSTRES CP DESIGN;A;Cauda Longa;Ana Pontes
24934;Multiprodutos;A;Tecnologia;Ana Pontes
23665;IVEPARTS;A;Cauda Longa;Ana Pontes
23334;FULL COMERCIO;A;Cauda Longa;Suporte
22301;Babilonia Cultura Editorial;A;Cauda Longa;Suporte
20862;Centurion Equipamentos;A;Cauda Longa;Ana Pontes
19585;LTZ Siderúrgicos;A;Cauda Longa;Ana Pontes
24578;Progress Skateboard;A;Cauda Longa;Suporte
24272;Prime In Headphones;A;Cauda Longa;Ana Pontes
24569;A.Constantini Enxoval de Bebê;A;Cauda Longa;Suporte
19117;CLUBE DA BOA COMPRA;A;Cauda Longa;Suporte
25034;Mannos Cosmeticos;A;Cauda Longa;Ana Pontes
24954;PAPEL ETC;A;Cauda Longa;Suporte
24577;Datta & Quality;A;Cauda Longa;Ana Pontes
24341;ELETROFALEIRO;A;Cauda Longa;Suporte
23941;Tedesco Materiais De Construção;A;Cauda Longa;Suporte
25113;MG PARTS;A;Cauda Longa;Ana Pontes
22263;Só de Salto;A;Cauda Longa;Ana Pontes
24098;Mercado da Festa;A;Cauda Longa;Suporte
18677;Utensiliosd do Chef;A;Cauda Longa;Ana Pontes
18365;PlayOnne;A;Cauda Longa;Suporte
19087;Santa Fe Calcados;A;Cauda Longa;Ana Pontes
19517;Chiquiteira;A;Cauda Longa;Suporte
17739;Menil;A;Cauda Longa;Suporte
21760;Maria Antonia;A;Cauda Longa;Suporte
25082;DL INFO E TECNOLOGIA;AAA;Linha Branca;Leonardo
24006;Buraco de Minhoca;A;Cauda Longa;Ana Pontes
23176;loja Rodapex;A;Cauda Longa;Ana Pontes
24459;Aquece mil;A;Cauda Longa;Suporte
23322;LOJA FACA NA BOTA;A;Cauda Longa;Ana Pontes
24026;HECASAN;A;Cauda Longa;Ana Pontes
24407;Melu Orgânicos;A;Cauda Longa;Suporte
23432;WPSEMIJOIAS;A;Cauda Longa;Suporte
23938;Libertas Rosas;A;Cauda Longa;Ana Pontes
18276;KONECTADOS;A;Cauda Longa;Ana Pontes
24067;MIMOS E FOFURAS BABY;A;Cauda Longa;Suporte
23908;BRASILETRO;A;Cauda Longa;Ana Pontes
24710;TARTANHA MED HOSPITALAR;A;Cauda Longa;Ana Pontes
23887;Loja MOD;AA;Cauda Longa;Ana Pontes
20854;Casa e Elegância;A;Cauda Longa;Ana Pontes
23515;World Pet Distribuidora;A;Cauda Longa;Ana Pontes
23937;Bicicletas Mormaii;A;Cauda Longa;Ana Pontes
23480;METALURGICA HF;A;Cauda Longa;Ana Pontes
24518;Mizitelcom.com;A;Cauda Longa;Suporte
24859;Boa Imagem Itapevi;A;Cauda Longa;Ana Pontes
25036;Rotibril;A;Cauda Longa;Ana Pontes
24042;Pralimao;A;Cauda Longa;Ana Pontes
23631;VIDA MODERNA;A;Cauda Longa;Ana Pontes
23061;Glemy;A;Cauda Longa;Ana Pontes
22101;Everest Magazine;A;Móveis;Ana pontes
25010;Be.Care Cosméticos;A;Cauda Longa;Suporte
22704;focus;A;Linha Branca;Ana pontes 
23775;Magazine do Cabeleireiro;A;Cauda Longa;Ana Pontes
25212;Empório do Sul;A;Cauda Longa;Suporte
23412;Lecora;A;Cauda Longa;Suporte
24766;Mil Cosméticos;A;Cauda Longa;Ana Pontes
25180;Comercial Felizardo MRO;A;Cauda Longa;Suporte
24888;Fennix Comercial;A;Cauda Longa;Suporte
23994;Molltech Group;A;Cauda Longa;Suporte
25033;Zé Breja;A;Cauda Longa;Suporte
22188;JBike;A;Cauda Longa;Ana Pontes
23416;ALBATTI;A;Cauda Longa;Suporte
21662;Monisatti;A;Cauda Longa;Ana Pontes
25171;Brastock;A;Cauda Longa;Suporte
24828;ECONOMIZOU;A;Tecnologia;Ana Pontes
24082;MB STUDIO;A;Móveis;Ana pontes
23735;Andes Prime;A;Cauda Longa;Ana Pontes
24074;tecnodale;A;Cauda Longa;Ana Pontes
22152;Evandroshop;A;Linha Branca;Ana pontes 
25101;Casa do fogao;A;Linha Branca;Ana pontes 
22950;Fabiamce Decoracoes;A;Cauda Longa;Ana Pontes
22341;AMERICANFLEX;AAA;Móveis;Eve
23847;Pastori;A;Cauda Longa;Ana Pontes
23621;MG Sports;A;Cauda Longa;Ana Pontes
24159;CALCADOS WIND FOUR;A;Cauda Longa;Suporte
22194;Petecommerce;A;Cauda Longa;Suporte
23948;VENDASTANAKABI;A;Tecnologia;Ana Pontes
24838;Bazar Magic;A;Cauda Longa;Ana Pontes
20979;CAVI;A;Cauda Longa;Suporte
25105;WINGARD;A;Cauda Longa;Suporte
24328;flora baby;A;Cauda Longa;Ana Pontes
24023;Web2c;A;Cauda Longa;Ana Pontes
24390;Lojas Orbiti Design;A;Móveis;Suporte
23947;Magazine Ribeiro;A;Cauda Longa;Ana Pontes
24902;EREGANTO MOVEIS E DECORACOES;A;Móveis;Suporte
23501;ALUMINIO MG;A;Cauda Longa;Suporte
19194;SEMPRE LINDA COSMETICOS;A;Cauda Longa;Ana Pontes
25060;History Cosméticos & Acessórios;A;Cauda Longa;Ana Pontes
24820;LEPODIUM DECOR;AA;Móveis;Ana pontes
22593;STIXX ADESIVOS CRIATIVOS;A;Cauda Longa;Ana Pontes
22113;Película Chic - Parede Chic;A;Cauda Longa;Suporte
22877;MUSIC CLASS;A;Cauda Longa;Ana Pontes
24579;DISTRIBUIDORA EVANGELICA OMEGA;A;Cauda Longa;Ana Pontes
23997;SAINT FERRO;A;Cauda Longa;Ana Pontes
24898;LED 24horas;A;Cauda Longa;Ana Pontes
17722;Kollant;A;Cauda Longa;Suporte
24271;VICTOR BABY ENXOVAIS;A;Cauda Longa;Ana Pontes
14731;Auto Peças Molina;A;Cauda Longa;Ana Pontes
19274;Dogs Net;A;Cauda Longa;Ana Pontes
24214;Santa Cruz - Livraria & Artigos Católicos;A;Cauda Longa;Ana Pontes
24221;sempre bom;A;Cauda Longa;Ana Pontes
24256;Infinitybsp;A;Cauda Longa;Ana Pontes
24014;PXS Digital Atacado;AA;Cauda Longa;Ana Pontes
24892;NextBike Atacado;AA;Cauda Longa;Ana Pontes
19956;Maxcell Telecom;A;Tecnologia;Suporte
23421;Comercial Vip;A;Tecnologia;Ana Pontes
23736;INFINITA BELEZA;A;Cauda Longa;Ana Pontes
23799;LEXU METAIS LTDA;A;Cauda Longa;Ana Pontes
23844;Oraldent;A;Cauda Longa;Ana Pontes
23922;Loja Quarto Geek;A;Cauda Longa;Suporte
24045;Dtona;A;Cauda Longa;Suporte
24810;Solução eletro;A;Cauda Longa;Ana Pontes
24935;Click Móvel;A;Cauda Longa;Suporte
24956;E-store Atacado;AA;Cauda Longa;Ana Pontes
24964;Inova Inoformática;A;Cauda Longa;Suporte
24967;Ori Brasil;A;Cauda Longa;Ana Pontes
25025;FDDINFO;A;Cauda Longa;Suporte
25213;Tudo em Informática.com;A;Cauda Longa;Ana Pontes
25413;ULTRA MOVEIS;A;Móveis;Ana pontes
25478;Platinox;A;Cauda Longa;Suporte
25387;Infotechy Informatica;A;Cauda Longa;Ana Pontes
25086;NODUS BRASIL;A;Cauda Longa;Suporte
23565;Unika Hair Professional;A;Cauda Longa;Suporte
21200;NatusVita;A;Cauda Longa;Ana Pontes
24504;Livraria Travassos;A;Cauda Longa;Ana Pontes
24948;NOVA GRAFICA;A;Cauda Longa;Suporte
24959;F M B;A;Cauda Longa;Ana Pontes
25093;MGL;A;Cauda Longa;Suporte
24618;ON NATURAL;A;Cauda Longa;Suporte
24078;Modene;A;Cauda Longa;Suporte
25450;Números de Casas;A;Cauda Longa;Ana Pontes
24038;LECLOCKS;A;Cauda Longa;Ana Pontes
25243;HOMEDOCK;A;Móveis;Ana pontes
25395;Big Auto Peças;A;Cauda Longa;Suporte
24095;Armazem do Verde Greenlife;A;Cauda Longa;Ana Pontes
25083;Musical15;A;Cauda Longa;Suporte
25042;Hobbyonline;A;Cauda Longa;Ana Pontes
21611;Maquinatec;A;Cauda Longa;Ana Pontes
25256;FoxSystems;A;Cauda Longa;Suporte
22701;Piscina Center;A;Cauda Longa;Ana Pontes
24774;Gola Foods - Produtos Naturais;A;Cauda Longa;Ana Pontes
23965;Loja Kamp;A;Cauda Longa;Ana Pontes
24148;Lavaredo Sports;A;Cauda Longa;Suporte
25118;Crazy Fish;A;Cauda Longa;Suporte
23841;Cover;A;Cauda Longa;Suporte
23980;Selaria Imperial;A;Cauda Longa;Ana Pontes
24958;Fechaduras Especiais;A;Cauda Longa;Ana Pontes
25022;HOUROS JOIAS;A;Cauda Longa;Suporte
25252;ÊXITO - Solar & Tecnologia;A;Cauda Longa;Suporte
24639;ArtesanatoDecor;A;Cauda Longa;Suporte
23517;Papellotti;A;Cauda Longa;Ana Pontes
24943;Ebbamoveis;AA;Móveis;Ana pontes
22642;Altenburg Store;A;Cauda Longa;Paloma
21975;FG fitness Gymm;A;Cauda Longa;Ana Pontes
21343;Amadomat;A;Cauda Longa;Suporte
24942;galeria nacional;AA;Cauda Longa;Ana Pontes
25447;Gotas Verdes;A;Cauda Longa;Ana Pontes
23046;Origem Footwear;A;Cauda Longa;Suporte
22609;Qualita Refrigeracao;A;Linha Branca;Ana pontes 
20951;BestShop;A;Cauda Longa;Suporte
18498;Quality Luna Actus;A;Cauda Longa;Suporte
24869;Casa do Bilhar;A;Cauda Longa;Ana Pontes
24393;Kings Acessórios;A;Cauda Longa;Suporte
23689;Bia Bastos;A;Cauda Longa;Suporte
24594;A1automação;A;Cauda Longa;Ana Pontes
24900;Ultra Wod Equipamentos Esportivos;A;Cauda Longa;Suporte
25248;Compromesmo;A;Móveis;Suporte
24891;IPERMAQ;AAA;Linha Branca;Tatiana
25492;Oren;AA;Cauda Longa;Ana Pontes
25247;Pharmatex;A;Cauda Longa;Suporte
21866;multiprices;A;Tecnologia;Ana Pontes
24874;SELARIA GUIRICEMA;A;Cauda Longa;Ana Pontes
24394;AMOETO JOIAS FOLHEADAS;A;Cauda Longa;Suporte
23731;EVOLUKIT;A;Cauda Longa;Ana Pontes
23641;Fernanda Lago;A;Cauda Longa;Ana Pontes
24809;Fator Y;A;Cauda Longa;Ana Pontes
23931;Case Master Informática;A;Tecnologia;Suporte
24318;Greenswet Aromatizantes;A;Cauda Longa;Ana Pontes
24806;Agaron Representações;A;Cauda Longa;Suporte
23633;99Lubes;A;Cauda Longa;Ana Pontes
22625;Giga Barato;A;Cauda Longa;Ana Pontes
24790;Shoes Grand Calçados;A;Cauda Longa;Suporte
23512;eferragens;A;Cauda Longa;Suporte
16888;Inspiree;A;Cauda Longa;Suporte
16690;Arke;A;Cauda Longa;Ana Pontes
24873;Scoop Cheio;A;Cauda Longa;Ana Pontes
23070;dtech;A;Tecnologia;Ana Pontes
18474;TOP CARRINHOS;A;Cauda Longa;Suporte
23511;Casa Equipada;A;Cauda Longa;Ana Pontes
23930;Pulseiras e Afins;A;Cauda Longa;Ana Pontes
13672;Ninja Som;A;Cauda Longa;Ana Pontes
24222;CLUB WESTERN;A;Cauda Longa;Suporte
21209;Shop Le Gourmet;A;Cauda Longa;Ana Pontes
23402;Arroba Computadores;A;Cauda Longa;Suporte
21325;ENCONTRE TUDO AQUI;A;Cauda Longa;Ana Pontes
25544;Paiol Verde Paisagismo;A;Cauda Longa;Ana Pontes
25685;ATTRIBUTE JEANS;A;Cauda Longa;Ana Pontes
19437;Home Decor Store;A;Cauda Longa;Suporte
19893;ótica e cia;A;Cauda Longa;Suporte
20480;Shop Quality;A;Cauda Longa;Ana Pontes
25394;Grupo Leoni;A;Cauda Longa;Ana Pontes
22643;Agille Medicamentos;A;Cauda Longa;Ana Pontes
25081;TEC UAI IT SOLUTIONS;A;Tecnologia;Ana Pontes
25767;Gloria Cicle;A;Cauda Longa;Suporte
25604;Trans Tudo;A;Móveis;Suporte
21860;Chocolates Montpellier;A;Cauda Longa;Suporte
23676;AUDIO DISCOVERY;A;Cauda Longa;Ana Pontes
23071;IMPORTADOSSP;A;Cauda Longa;Ana Pontes
25497;Rivare Alianças;A;Cauda Longa;Suporte
24879;Livraria Evangelica Nova Jerusalem;A;Cauda Longa;Suporte
22435;DL Info Atacado;AA;Cauda Longa;Ana Pontes
24111;JP CELL;A;Tecnologia;Ana Pontes
24339;Loja Online VIVO;A;Cauda Longa;Suporte
25107;Actus Comercial;A;Cauda Longa;Suporte
25108;Alfa Coberturas;A;Cauda Longa;Ana Pontes
25424;Dental Smartto;A;Cauda Longa;Suporte
25389;Café Exato;A;Cauda Longa;Ana Pontes
23706;BigShirts;A;Cauda Longa;Suporte
18987;FERRAX;A;Cauda Longa;Suporte
24906;PRA CASANET;A;Cauda Longa;Ana Pontes
25566;Raiz decora;A;Cauda Longa;Suporte
25471;TEVIX;A;Cauda Longa;Ana Pontes
25508;BINNOPET;A;Cauda Longa;Ana Pontes
20264;Equipamento para Resgate Ponto Com;A;Cauda Longa;Ana Pontes
24540;MOBLIS MÓVEIS;A;Cauda Longa;Ana Pontes
21613;Hippie Artesanatos;A;Cauda Longa;Ana Pontes
16474;odontoequipamentos.com.br;A;Cauda Longa;Ana Pontes
21709;Mulher Rainha;A;Cauda Longa;Ana Pontes
16343;Ipabrac;A;Cauda Longa;Suporte
17988;Alternativa Car Auto Pecas;A;Cauda Longa;Suporte
25440;Ponto das Impressoras;A;Cauda Longa;Ana Pontes
21606;Casa 3 Irmãos;A;Cauda Longa;Ana Pontes
22817;full turbos;A;Cauda Longa;Ana Pontes
24276;Elegancy Design;A;Cauda Longa;Ana Pontes
25690;Caati;A;Cauda Longa;Ana Pontes
25703;HARD LINE;A;Cauda Longa;Ana Pontes
25482;Off Rush;A;Cauda Longa;Ana Pontes
25383;KARINA BEBEDOUROS;A;Cauda Longa;Ana Pontes
25035;Energyfit - Moda Fitness;A;Cauda Longa;Suporte
25417;Requinte lazer;A;Cauda Longa;Ana Pontes
24511;VR System;A;Cauda Longa;Ana Pontes
23707;PLACA PERSONALIZADA;A;Cauda Longa;Ana Pontes
22693;Giga Store;A;Cauda Longa;Ana Pontes
25477;Suplemania Store;A;Cauda Longa;Ana Pontes
22906;Chico Rei;A;Cauda Longa;Ana Pontes
25453;Super Pesca;A;Cauda Longa;Ana Pontes
24778;Minidini;A;Cauda Longa;Suporte
20750;Tudo Para Laboratórios;A;Cauda Longa;Ana Pontes
24921;Mercadodobrazil;A;Tecnologia;Ana Pontes
24327;bliamed;A;Cauda Longa;Ana Pontes
24893;Faboneshop Atacado;AA;Cauda Longa;Ana Pontes
25763;EUSEMAIS;AAA;Cauda Longa;Ana Pontes
25643;Miro Calçados;A;Cauda Longa;Ana Pontes
24720;MagazineJG;A;Cauda Longa;Suporte
18502;Saia Bella;A;Cauda Longa;Ana Pontes
22981;Shop Infláveis;A;Cauda Longa;Ana Pontes
25707;Prime Decor;A;Cauda Longa;Ana Pontes
25744;Outlet 4 Travel;A;Cauda Longa;Suporte
25706;Tá Moleza;AA;Cauda Longa;Ana Pontes
23589;Papelaria Real;A;Cauda Longa;Suporte
25089;Ekenox;A;Linha Branca;Ana pontes 
24858;IMPERIO DO LED;A;Cauda Longa;Ana Pontes
25154;Dreamland;A;Cauda Longa;Suporte
15851;Rei Materiais Elétricos;A;Cauda Longa;Ana Pontes
25218;012Store;A;Cauda Longa;Suporte
24903;Universo do Caminhão;A;Cauda Longa;Ana Pontes
13702;Asus Loja Oficial;AA;Tecnologia;Ana Pontes
22040;INOVAKASA;A;Móveis;Ana pontes
24068;UrbanoShop;A;Cauda Longa;Suporte
26009;JAPACAIXAS;AAA;Cauda Longa;Ericka Silvestrini
25233;FidelityPRO;A;Cauda Longa;Suporte
25709;DED Calcados;A;Cauda Longa;Ana Pontes
22322;E Pra Presente;A;Cauda Longa;Ana Pontes
20130;Azevedo Tintas;A;Cauda Longa;Ana Pontes
24242;www.kairoslimpfacil.com.br;A;Cauda Longa;Ana Pontes
26247;Akitempresentes;A;Cauda Longa;Ana Pontes
22501;www.aguanativaloja.com.br;A;Cauda Longa;Suporte
25796;Império Esportes;A;Cauda Longa;Suporte
25176;Trilar;AAA;Móveis;Eve
23758;Rio Cosmetic;A;Cauda Longa;Suporte
25814;oliveira logística;A;Cauda Longa;Ana Pontes
24319;HOT MEGA Produtos Automotivos;A;Cauda Longa;Ana Pontes
25647;saboneteria;A;Cauda Longa;Suporte
24962;Eletronica Young;A;Cauda Longa;Ana Pontes
22108;Móvel Online;A;Móveis;Ana pontes
25017;Super Baterias;A;Cauda Longa;Ana Pontes
22755;Aradesc;A;Cauda Longa;Ana Pontes
24166;HRebos;A;Cauda Longa;Ana Pontes
16648;Uprise;A;Cauda Longa;Ana Pontes
19861;O Baratão;A;Cauda Longa;Suporte
24099;LUX GOLDEN;A;Cauda Longa;Ana Pontes
25895;Laf Distribuidora;A;Cauda Longa;Suporte
25963;CASA VALENTHINA;AA;Cauda Longa;Ana Pontes
25803;Cido Auto Peças;A;Cauda Longa;Ana Pontes
24830;DESMOBILIA;AA;Cauda Longa;Ana Pontes
24872;Dicasa Enxovais;A;Cauda Longa;Suporte
25747;Gordex Game;A;Cauda Longa;Suporte
26285;KPR Electronics;A;Cauda Longa;Ana Pontes
25693;LOJA DE SOM STORE;A;Cauda Longa;Suporte
25104;Lukame Acessórios;A;Cauda Longa;Suporte
25903;ORGANIC A PANELA ECOLOGICA;A;Cauda Longa;Ana Pontes
25430;Quartinhos;A;Cauda Longa;Ana Pontes
25514;REDE BELLA;A;Cauda Longa;Suporte
26116;Regina Salomao;AA;Cauda Longa;Ana Pontes
25974;SAMIRA PRADO MODA CASA;A;Cauda Longa;Suporte
23058;Sierre;A;Cauda Longa;Suporte
25849;USUAL;A;Cauda Longa;Ana Pontes
26392;VAGALUMESHOP;AA;Cauda Longa;Decom
24867;visami kids;A;Cauda Longa;Ana Pontes
22443;WMC;A;Cauda Longa;Suporte
24896;Angelcare;A;Cauda Longa;Suporte
16522;Defar;A;Cauda Longa;Ana Pontes
24955;Ecenne;A;Cauda Longa;Ana Pontes
24237;Nova Terra;A;Cauda Longa;Ana Pontes
25152;Belamagazzine;A;Cauda Longa;Suporte
21155;Electronic;A;Cauda Longa;Suporte
26577;DIGODIGODIGO;A;Cauda Longa;Ana Pontes
25692;SR PNEUS;A;Cauda Longa;Ana Pontes
16809;EGreen;A;Cauda Longa;Suporte
26708;Nevoni;A;Cauda Longa;Ana Pontes
23789;primos;A;Cauda Longa;Ana Pontes
25540;FINGERTECH;A;Cauda Longa;Suporte
26165;Global Adventure;A;Cauda Longa;Suporte
20369;SANTOOCIO;A;Cauda Longa;Ana Pontes
19769;Lojas DM;A;Móveis;Suporte
25475;OTOCARVA;A;Cauda Longa;Suporte
25485;Morebaby Loja Infantil;A;Cauda Longa;Ana Pontes
24950;Ark Line;A;Cauda Longa;Suporte
16429;Musica Center;AA;Cauda Longa;Ana Pontes
23112;ANA MORELLI;AA;Cauda Longa;Ana Pontes
25705;SÓ PNEUS E RODAS;A;Cauda Longa;Suporte
25231;Factor 3D;A;Cauda Longa;Ana Pontes
26246;SETE E COPAS;A;Cauda Longa;Suporte
26429;Ferzon;A;Cauda Longa;Ana Pontes
25446;Benihana;A;Cauda Longa;Ana Pontes
26636;Sabor de Viver;A;Cauda Longa;Suporte
21433;lojao do zac;A;Cauda Longa;Ana Pontes
25376;SAFETY BELT;A;Cauda Longa;Ana Pontes
22585;Raviana Bolsas;A;Cauda Longa;Ana Pontes
22339;Lojas Tradição;A;Móveis;Ana pontes
24536;Rei do Narguile;A;Móveis;Ana pontes
27080;Perfumaria MM;A;Cauda Longa;Suporte
25098;Otimanutri;A;Cauda Longa;Ana Pontes
25874;JC Brinquedos;AAA;Cauda Longa;Ericka Silvestrini
23430;Di Nuevo;A;Cauda Longa;Ana Pontes
25877;web import;A;Cauda Longa;Suporte
26289;ELECTROSUL;A;Cauda Longa;Suporte
26177;DIPEREZ-IMPORTS;A;Cauda Longa;Ana Pontes
16325;Pet&Tosa;AA;Cauda Longa;Ana Pontes
18308;Shop Adesivos;A;Cauda Longa;Ana Pontes
20675;Decohouse;A;Cauda Longa;Suporte
21906;EMPÓRIO DAS ALIANÇAS;A;Cauda Longa;Suporte
23134;Chansport Atacado;AA;Cauda Longa;Ana Pontes
23155;FID COMEX ATACADO;AA;Cauda Longa;Ana Pontes
23333;VULPO;A;Cauda Longa;Ana Pontes
23390;Loja da Estopinha;A;Cauda Longa;Suporte
23849;Maio Móveis;AA;Móveis;Eve
23885;REI DA TABACARIA;A;Cauda Longa;Ana Pontes
24338;INCREMENT;AAA;Tecnologia;Ana Nunes
25232;GALDITECH;A;Cauda Longa;Ana Pontes
25401;Lojas Compre Móveis;A;Móveis;Suporte
25607;Gigatudo;A;Cauda Longa;Ana Pontes
25857;Elai Distribuidora Atacado;AA;Cauda Longa;Ana Pontes
26091;Largadão;A;Cauda Longa;Ana Pontes
26460;Frigelar;AAA;Linha Branca;Leonardo Karlik
26617;Atacado SP Atacado;AA;Cauda Longa;Ana Pontes
26776;GRUPODMAIS;A;Cauda Longa;Suporte
26784;King Sleep Enxovais;A;Cauda Longa;Suporte
25229;Royal Fantasias;A;Cauda Longa;Ana Pontes
25818;LAZER E GRILL;A;Cauda Longa;Ana Pontes
21393;GMR DISTRIBUIDORA;A;Cauda Longa;Suporte
26436;PROAR;A;Cauda Longa;Ana Pontes
25169;Dyal Soluções;A;Cauda Longa;Suporte
25244;Mystic Soul;A;Cauda Longa;Ana Pontes
23215;Loja Limppano;A;Cauda Longa;Ana Pontes
16934;Teixeira Textil;A;Cauda Longa;Ana Pontes
26752;Casual Sport;A;Cauda Longa;Suporte
26170;Titétis;A;Cauda Longa;Ana Pontes
25872;Canonici Cosmeticos;A;Cauda Longa;Ana Pontes
25973;Phitoterapica;A;Cauda Longa;Ana Pontes
25954;Bebe Zin;A;Móveis;Ana pontes
26457;KAPEH;A;Cauda Longa;Ana Pontes
25094;Casa São Luiz;A;Cauda Longa;Ana Pontes
21117;DALBER FASHION;A;Cauda Longa;Ana Pontes
21275;Futura;A;Cauda Longa;Ana Pontes
22047;Barão do Couro;A;Cauda Longa;Suporte
26724;RevivaviveR;A;Cauda Longa;Ana Pontes
25158;Chinelos PUFF;A;Cauda Longa;Ana Pontes
25680;VIRTUDE MÓVEIS;A;Cauda Longa;Ana Pontes
21851;55 TECNOLOGIA;A;Cauda Longa;Suporte
25390;Boa Loja;A;Cauda Longa;Ana Pontes
26320;SP EMPORIUM;AAA;Cauda Longa;Ana Modesto 
26698;aads aquecedores;A;Cauda Longa;Suporte
25550;Albatroz;AA;Cauda Longa;Ana Pontes
26288;Virtuopolis;A;Cauda Longa;Suporte
24087;Medical Line;A;Cauda Longa;Ana Pontes
25264;Tonifran;A;Cauda Longa;Ana Pontes
25403;DIG DIM;A;Cauda Longa;Suporte
17320;BlueCell;A;Cauda Longa;Suporte
25596;Siver Distribuidora;A;Cauda Longa;Ana Pontes
26634;DI SCARP;A;Cauda Longa;Suporte
22510;KING'S CROSS PUBLICAÇÕES;A;Cauda Longa;Ana Pontes
25856;WALORY;A;Cauda Longa;Suporte
26443;ISALUZ;A;Cauda Longa;Suporte
24402;Comprecarshop;A;Cauda Longa;Ana Pontes
25756;Breeze Together;A;Cauda Longa;Suporte
23782;Paco Esportes;A;Cauda Longa;Ana Pontes
24819;SOLENITA SHOP;A;Cauda Longa;Suporte
21607;Onda Tropical;A;Cauda Longa;Ana Pontes
27404;CASA DOS CABOS;A;Tecnologia;Ana Pontes
27015;TOCA DOS PEIXES;AAA;Cauda Longa;Ana Modesto 
23170;Mantools;A;Cauda Longa;Ana Pontes
19929;TAGUI SHOP;A;Linha Branca;Ana pontes 
22086;Gabi Fitness;A;Cauda Longa;Suporte
26833;Vieira Cabos e Acessorios;A;Tecnologia;Ana Pontes
25559;Dikaza Decoracoes;AA;Móveis;Anna Carolina 
26931;REBAL;AA;Cauda Longa;Ana Pontes
23620;Francoop;A;Cauda Longa;Ana Pontes
26115;New Born;A;Cauda Longa;Suporte
26271;Tutti Bela;A;Cauda Longa;Ana Pontes
26789;GREEN AGE TECHNOLOGY;A;Cauda Longa;Ana Pontes
26394;Moveis Veneza;A;Cauda Longa;Ana Pontes
26721;INSPIRATE;A;Cauda Longa;Ana Pontes
26251;Alpha Phone;AA;Cauda Longa;Decom
27185;eletro filtros;A;Linha Branca;Ana pontes 
25960;Caulim Porcelanas;A;Cauda Longa;Suporte
25745;Blueberry Brasil;A;Cauda Longa;Ana Pontes
21585;FERBRAS FERRAMENTAS;A;Cauda Longa;Suporte
23019;LM Informatica;A;Tecnologia;Ana Pontes
18496;Peluche Brasil;A;Cauda Longa;Ana Pontes
26904;Salon Market;A;Cauda Longa;Ana Pontes
19061;Santa Culpa;A;Cauda Longa;Suporte
23920;GALAXY LED Atacado;AA;Cauda Longa;Ana Pontes
23921;Poli House Atacado;AA;Cauda Longa;Ana Pontes
26003;M. Pozenato & Cia Ltda Atacado;AA;Móveis;Ana pontes
26301;Kanaí Atacado;AA;Cauda Longa;Ana Pontes
