ID Loja;Lojista;Cluster;Mundo;Responsável
17104;TECH MAKERS;A;Cauda Longa;Ana Pontes
17348;MB Mais Barato;A;Cauda Longa;Ana Pontes
13939;PONTOCERTOFERRAMENTAS;A;Cauda Longa;Ana Pontes
13656;LCG ELETRO;A;Cauda Longa;Ana Pontes
16840;Drop;A;Cauda Longa;Ana Pontes 
17077;Tacolandia;A;Cauda Longa;Ana Pontes
17147;Plastprime;A;Cauda Longa;Ana Pontes
17102;Coaral;A;Cauda Longa;Ana Pontes
16816;Globalança;A;Linha Branca;Ana pontes 
16617;Móveis ETC;A;Cauda Longa;Ana Pontes
17188;Senhor Serviços Integrados;A;Cauda Longa;Ana Pontes
16564;Watanabe;A;Cauda Longa;Ana Pontes
14292;Oculum;A;Cauda Longa;Suporte
16688;Saúde Garantida;A;Cauda Longa;Ana Pontes
15936;Grupo Essence;A;Cauda Longa;Ana Pontes
17360;POLOS PILHA;A;Cauda Longa;Ana Pontes
17269;O Joalheiro;A;Cauda Longa;Suporte
17287;Eletro JB;A;Cauda Longa;Suporte
16563;Rayflector;A;Cauda Longa;Ana Pontes
17185;COMPTRONICS;A;Cauda Longa;Ana Pontes
16493;Enfeit Car;A;Cauda Longa;Suporte
17247;Globalmar Aquecedores;A;Cauda Longa;Ana Pontes
16946;Genova;A;Cauda Longa;Suporte
16421;Ayrton Senna Shop;A;Cauda Longa;Suporte
14329;Clubeasterisco;A;Cauda Longa;Ana Pontes
16434;Panelas Rosso;A;Cauda Longa;Ana Pontes
16310;FortSafe;A;Cauda Longa;Ana Pontes
17158;Guedes;A;Cauda Longa;Ana Pontes
16873;Decoratons;A;Cauda Longa;Ana Pontes
17332;Cozitop;A;Cauda Longa;Suporte
17250;InPower;A;Tecnologia;Ana pontes
16884;Dinâmica Diversões;A;Cauda Longa;Ana Pontes
17211;Reiban Virtual;A;Cauda Longa;Suporte
15840;CONNECT GLASSES;A;Cauda Longa;Ana Pontes
17308;Golden Grow;A;Cauda Longa;Suporte
17437;Maranezzi;A;Cauda Longa;Suporte
17242;Deck Maderagro;A;Cauda Longa;Suporte
16902;Microl;A;Cauda Longa;Suporte
16808;Milamak Costura e Bordado;A;Linha Branca;Ana pontes 
17378;Kraud Sports;A;Cauda Longa;Ana Pontes
16812;Madrid Cosméticos;A;Cauda Longa;Ana Pontes
17342;Hachi8;A;Cauda Longa;Ana Pontes
17249;Magazine Puri;A;Cauda Longa;Ana Pontes
17324;Enforte Distribuidora;A;Cauda Longa;Ana Pontes
17138;Athenas Shop;A;Cauda Longa;Ana Pontes
17361;Dioimport;A;Cauda Longa;Ana Pontes
17327;Ampliando Espaço;A;Cauda Longa;Ana Pontes
17453;VPSOM;A;Cauda Longa;Ana Pontes
16824;Relojoaria Technos;A;Cauda Longa;Ana Pontes
17440;Sjons Modas;A;Cauda Longa;Ana Pontes
17418;MacBike;A;Cauda Longa;Suporte
17402;Eletro Flores;A;Linha Branca;Ana pontes 
17401;Dr. Luvas;A;Cauda Longa;Suporte
17304;EMPÓRIO MODELO;A;Cauda Longa;Ana Pontes
16740;Balt;A;Cauda Longa;Suporte
16386;Coisas da serra;A;Cauda Longa;Suporte
16650;Caffei Cosméticos;A;Cauda Longa;Suporte
15838;GlamGarden;A;Cauda Longa;Ana Pontes
15247;Papel na Parede;A;Cauda Longa;Ana Pontes
17433;Bio Solutions;A;Cauda Longa;Ana Pontes
16658;GWT Global;A;Cauda Longa;Suporte
17273;Fernet;A;Cauda Longa;Ana Pontes
16575;Tifast;A;Tecnologia;Ana pontes
17179;Mandale;A;Móveis;Suporte
17349;Isi Shop;A;Móveis;Ana pontes
17028;Tendência Planejados;A;Cauda Longa;Ana Pontes
17336;Catua Kids;A;Cauda Longa;Ana Pontes
17153;House Cartuchos;A;Tecnologia;Ana pontes
17411;Tropikanas;A;Cauda Longa;Suporte
17371;RED PRICE;A;Cauda Longa;Suporte
16508;Espelho Mágico;A;Cauda Longa;Suporte
17427;Feletro;A;Cauda Longa;Suporte
14587;Mega Bazar Premium;A;Cauda Longa;Suporte
17294;Rae Company;A;Cauda Longa;Ana Pontes
17405;FONES E CIA;A;Cauda Longa;Ana Pontes
17470;HAPPY CASA;A;Cauda Longa;Suporte
17645;AutoU;AAA;Cauda Longa;Patricia
17352;Importec Ferramentas;A;Cauda Longa;Ana Pontes
17302;ZARES SEMIJOIAS;A;Cauda Longa;Suporte
17550;Pezão Calçado;A;Cauda Longa;Suporte
17394;Show Maqnet;A;Linha Branca;Ana pontes 
17200;101db;A;Cauda Longa;Ana Pontes
17229;Orbis;A;Cauda Longa;Ana Pontes
17208;Dero Decor;A;Cauda Longa;Ana Pontes
17528;Um Shop;A;Cauda Longa;Ana Pontes
16251;Water box;A;Cauda Longa;Suporte
17709;Tudo Prata;A;Cauda Longa;Suporte
17278;Fox On;A;Cauda Longa;Suporte
16894;Loja Projeto Verão;A;Cauda Longa;Ana Pontes
17456;Merco Comercial;A;Linha Branca;Ana pontes 
17323;Woie Bike;A;Cauda Longa;Ana Pontes
16924;Achieve Virtual;A;Móveis;Ana pontes
17530;Canecatag;A;Cauda Longa;Suporte
17100;Donna Joias;A;Cauda Longa;Suporte
17243;Amarela Conexões;A;Cauda Longa;Ana Pontes
17338;Laços Online;A;Cauda Longa;Ana Pontes
16304;Dida Ferramentas;A;Cauda Longa;Suporte
17671;Da Casa Informática;A;Cauda Longa;Ana Pontes
17108;Carvalho Baby;A;Móveis;Suporte
17646;Ferramentas e Maquinas;A;Cauda Longa;Ana Pontes
17382;eXpressi;A;Cauda Longa;Ana Pontes
17317;Vianimal;A;Cauda Longa;Ana Pontes
17353;Mairó Acessórios;A;Cauda Longa;Suporte
17364;JOJAFER;A;Cauda Longa;Suporte
15826;Principessa Camisaria;A;Cauda Longa;Ana Pontes
17458;Fenix Automotivo;A;Cauda Longa;Ana Pontes
17285;Master Box Design;A;Cauda Longa;Suporte
17335;Mix Free;A;Cauda Longa;Ana Pontes
17069;Sapato Show;A;Cauda Longa;Suporte
15391;Peg Lev Net;A;Cauda Longa;Ana Pontes
17178;Zip Móveis;A;Móveis;Ana pontes
17206;Império do Corpo;A;Cauda Longa;Ana Pontes
16004;Chipsul;A;Cauda Longa;Ana Pontes
16624;Espaço Perfumado;A;Cauda Longa;Suporte
13854;Canal Automação;A;Linha Branca;Suporte
17412;Somtek;A;Cauda Longa;Ana Pontes
17469;MOURATEM;A;Cauda Longa;Suporte
17409;Panelas da Mamma;AA;Cauda Longa;Decom
17365;ROSHOP PRESENTES;A;Cauda Longa;Ana Pontes
16559;Cachaçaria Nacional;A;Cauda Longa;Ana Pontes
10429;Cheiro de Música;AAA;Cauda Longa;Marcella
14406;Shopfato;AAA;Cauda Longa;Paloma
16011;Super Copa;A;Tecnologia;Ana pontes
16928;Alcateia ES;A;Cauda Longa;Ana Pontes
17135;Fotografia em Foco;A;Cauda Longa;Suporte
17288;Ciclo Beto;A;Cauda Longa;Ana Pontes
17289;Mundo Ciclista;A;Cauda Longa;Ana Pontes
17293;Estilo da Mulher;A;Cauda Longa;Ana Pontes
17423;JAFI.com.br;A;Cauda Longa;Suporte
17595;Oxi Informática;A;Cauda Longa;Suporte
17710;Bebeninho;AAA;Cauda Longa;Ericka Silvestrini
17767;Sua Pagé;AA;Cauda Longa;Ana Pontes
17772;Inforshopping;A;Cauda Longa;Suporte
17815;Game Novo;A;Tecnologia;Ana pontes
17841;Shop em Casa;A;Cauda Longa;Ana Pontes
17942;Servtel;A;Tecnologia;Ana pontes
16795;Mercado da beleza;A;Cauda Longa;Ana Pontes
17447;Hello Chic;A;Cauda Longa;Suporte
17263;Ledstronic;A;Cauda Longa;Ana Pontes
17442;Gospel Commerce;A;Cauda Longa;Ana Pontes
17669;NBW Notebooks;A;Tecnologia;Ana pontes
17390;SM Fashion;A;Cauda Longa;Suporte
17313;Golim Distribuidora;A;Cauda Longa;Ana Pontes
17551;Chipchip;A;Cauda Longa;Suporte
17451;SW Fitness;A;Cauda Longa;Suporte
17396;Lalalipe;AAA;Cauda Longa;Ericka Silvestrini
16707;PMG Lingerie;A;Cauda Longa;Suporte
15684;Caemmun Movelaria;A;Móveis;Ana pontes
17695;Eletrocenter;A;Cauda Longa;Suporte
17380;Básica com Pimenta;A;Cauda Longa;Suporte
17748;BS Import;A;Cauda Longa;Ana Pontes
17834;Mix Gamers;A;Tecnologia;Ana pontes
17687;Magazine Luma;A;Cauda Longa;Ana Pontes
17732;Senhor da Mesa;A;Cauda Longa;Ana Pontes
17697;Milani Store;A;Móveis;Ana pontes
17694;Brasil Webcar;A;Cauda Longa;Suporte
17686;Bavera Home;A;Cauda Longa;Ana Pontes
17347;Virtuala;A;Cauda Longa;Suporte
17376;Bruno Acabamentos;A;Cauda Longa;Ana Pontes
17408;Compra Campeã;A;Cauda Longa;Ana Pontes
17606;VENDAS SHOP;A;Cauda Longa;Suporte
17858;Icozinha;A;Cauda Longa;Ana Pontes
17881;Casa Atividade;A;Cauda Longa;Ana Pontes
17681;FASHION calçados;A;Cauda Longa;Ana Pontes
17711;Verdegol Esportes;A;Cauda Longa;Ana Pontes
17227;VSR Motos;A;Cauda Longa;Suporte
17817;Dekalson;A;Cauda Longa;Suporte
17774;Zozô Store Boutique;A;Cauda Longa;Suporte
17027;PONTOFIT;A;Cauda Longa;Ana Pontes
17712;JJCLASSE FERRAMENTAS;A;Cauda Longa;Ana Pontes
17413;Madame Valentim;A;Cauda Longa;Ana Pontes
17400;Quality SP;A;Cauda Longa;Suporte
17759;ELETRONA ARMADILHAS;A;Cauda Longa;Ana Pontes
17231;Bragard;A;Cauda Longa;Suporte
17717;ALFATEC;A;Cauda Longa;Suporte
17607;GP MEGASTORE;A;Cauda Longa;Ana Pontes
17752;Shopping do Mecanico;A;Cauda Longa;Ana Pontes
17031;LeSportsac;A;Cauda Longa;Suporte
17838;Luciano Ourives;A;Cauda Longa;Ana Pontes
17446;Pijama Online;A;Cauda Longa;Suporte
17151;SportHall;A;Cauda Longa;Suporte
16771;Elvi Cozinhas;A;Cauda Longa;Suporte
17837;Baby Alert Brasil;A;Cauda Longa;Suporte
17404;CN DISTRIBUIDORA;A;Linha Branca;Ana pontes 
17468;Aviamento Basico;A;Cauda Longa;Ana Pontes
15367;Dokassa;A;Cauda Longa;Ana Pontes
17824;ROYAL PETS;AAA;Cauda Longa;Ana Modesto 
17542;Slack Click;A;Cauda Longa;Ana Pontes
17465;Aconchego;A;Cauda Longa;Ana Pontes
18022;Begifo (18022);A;Cauda Longa;Suporte
16163;Favretto Home;A;Cauda Longa;Ana Pontes
17986;Magazine Marcos;A;Tecnologia;Ana pontes
17387;Casa Expressa;A;Móveis;Ana pontes
17284;Vesa Comercial;A;Cauda Longa;Suporte
17972;Lojas Bonanza;A;Cauda Longa;Ana Pontes
17268;Black Apron;A;Cauda Longa;Ana Pontes
17766;Dezoito18;A;Cauda Longa;Suporte
17319;Compra Facil Net;A;Móveis;Suporte
16923;ZCOD;A;Cauda Longa;Ana Pontes
17744;Qmaravilha;A;Cauda Longa;Ana Pontes
15685;Lequipo Esportes;A;Cauda Longa;Ana Pontes
17731;Meu Móvel de Madeira;A;Móveis;Suporte
17888;SHOPVIVA;A;Cauda Longa;Suporte
16827;Movelaria;A;Cauda Longa;Suporte
17940;DL Suprimentos;A;Cauda Longa;Ana Pontes
17373;Tropical Home;A;Cauda Longa;Suporte
18029;SeisBrasil;A;Cauda Longa;Ana Pontes
17939;Voto Games;A;Tecnologia;Ana pontes
17228;Fran Adesivos;A;Cauda Longa;Suporte
17298;CIRURGICA VIDA E SAUDE;A;Cauda Longa;Ana Pontes
17603;New Pop;A;Cauda Longa;Ana Pontes
17038;Beautiful Lingerie;A;Cauda Longa;Suporte
16033;B2X Arte;A;Cauda Longa;Ana Pontes
15943;Alcatel Oficial;A;Cauda Longa;Ana Pontes
17760;DuduDias10;A;Cauda Longa;Ana Pontes
16731;TIMES E TORCIDAS;A;Cauda Longa;Ana Pontes
17844;Notado.com.br;A;Cauda Longa;Ana Pontes
16912;Ecobabies;A;Cauda Longa;Ana Pontes
17395;Bachellor Cosméticos;A;Cauda Longa;Ana Pontes
17822;AVALON JOIAS;A;Cauda Longa;Suporte
17549;Loja Gadstore;AAA;Linha Branca;Tatiana
17112;Saturs Tapetes;A;Cauda Longa;Suporte
17796;TECMAES;A;Cauda Longa;Ana Pontes
17827;Royal Magazine;A;Cauda Longa;Ana Pontes
17751;Senhor dos Perfumes;A;Tecnologia;Ana pontes
17463;IT’SUGAR;A;Cauda Longa;Suporte
17765;Ferragens Paulista;A;Cauda Longa;Ana Pontes
15881;ULTRAFARMA;A;Cauda Longa;Suporte
16779;Koln Indústria;A;Cauda Longa;Ana Pontes
16932;Rei das Moldura;A;Cauda Longa;Ana Pontes
16945;Bomebarato;A;Cauda Longa;Ana Pontes
17303;Amazon Digital;A;Cauda Longa;Ana Pontes
17444;Livro Postal;A;Cauda Longa;Ana Pontes
17823;Isabel Cristina Art e Decor;A;Cauda Longa;Ana Pontes
17826;AUTO PEÇAS INCONFIDENTES;A;Cauda Longa;Ana Pontes
17917;Lubel;A;Cauda Longa;Ana Pontes
18170;Mega Elétron;A;Tecnologia;Ana pontes
16590;Benny;A;Cauda Longa;Suporte
16496;Cantinho da Boneca;A;Cauda Longa;Ana Pontes
17165;Armazém 2000;A;Cauda Longa;Ana Pontes
17094;Óculos e Você;A;Cauda Longa;Suporte
17543;Tiê Lingerie;A;Cauda Longa;Suporte
17123;Jaqueshop;A;Cauda Longa;Suporte
17699;Manda Luhz;A;Cauda Longa;Suporte
14215;APANELADEFERRO;A;Cauda Longa;Ana Pontes
16267;Magazine Legal;A;Cauda Longa;Suporte
17763;KISSME;A;Cauda Longa;Ana Pontes
17893;BB MODERNO;A;Cauda Longa;Suporte
16609;Leopardi;A;Cauda Longa;Ana Pontes
17721;Lingerie Beautiful;A;Cauda Longa;Suporte
17392;Terra Eletrônica;A;Cauda Longa;Ana Pontes
16339;Acrílico Center;A;Cauda Longa;Suporte
16126;GP2 Acessórios;A;Cauda Longa;Ana Pontes
17885;Metalúrgica Besser;A;Cauda Longa;Suporte
17370;Pesque Brasil;A;Cauda Longa;Ana Pontes
17704;Power Acessorios;A;Cauda Longa;Suporte
14555;Inusual;A;Cauda Longa;Ana Pontes
17379;Tek Distribuidor;A;Tecnologia;Ana pontes
17538;MFORMULANET INFORMATICA;A;Cauda Longa;Suporte
18285;Techno Store;A;Cauda Longa;Ana Pontes
17733;DEAMAR KIDS;A;Cauda Longa;Suporte
17962;Lojas EC;A;Cauda Longa;Ana Pontes
17430;Empório K;A;Cauda Longa;Ana Pontes
17079;Hazz Tapetes;AAA;Cauda Longa;Paloma
18081;Rei dos Estojos;A;Cauda Longa;Ana Pontes
17693;Action Heroes;A;Cauda Longa;Ana Pontes
16523;Marka Móveis;A;Cauda Longa;Ana Pontes
18210;Nossos Móveis;A;Cauda Longa;Suporte
17703;Eletronicos do Brasil Shop;AAA;Tecnologia;Guga 
17118;DeMadureira;A;Cauda Longa;Suporte
17139;VR GAMERS;A;Tecnologia;Ana pontes
17443;Sua Loja Oficial;A;Cauda Longa;Suporte
17272;Ótica Interativa;A;Cauda Longa;Ana Pontes
17919;OlhapraEla.com;A;Cauda Longa;Ana Pontes
17825;RM Máquinas;AAA;Cauda Longa;Patricia
17761;ART FACTUM JOALHERIA;A;Cauda Longa;Ana Pontes
18283;VNS beleza feminina;A;Cauda Longa;Suporte
17746;CFTV Shop;A;Cauda Longa;Suporte
18074;Shop do Enxoval;A;Cauda Longa;Suporte
18269;Conexão World Distribuidora;A;Cauda Longa;Suporte
18121;Atacado das Ferramentas;A;Cauda Longa;Ana Pontes
17529;Topcom Eletro;A;Linha Branca;Ana pontes 
17350;Bola Azul;A;Tecnologia;Ana pontes
18143;Shop Tend Tudo;AA;Móveis;Ana pontes
18016;Big Bay;A;Cauda Longa;Suporte
18135;Eletrohalen;A;Cauda Longa;Ana Pontes
17419;OKAY SHOP;A;Cauda Longa;Ana Pontes
17064;AconcheGato;A;Cauda Longa;Ana Pontes
17177;Sobrecarga Chic;A;Cauda Longa;Ana Pontes
17903;O Fanfarrão Fantasias;A;Cauda Longa;Ana Pontes
16127;Virtual Music;A;Cauda Longa;Ana Pontes
17039;NS Shop;A;Cauda Longa;Ana Pontes
17743;Alumínio Goias;A;Cauda Longa;Ana Pontes
16683;Famashop;A;Cauda Longa;Suporte
17367;Macrolab;A;Cauda Longa;Ana Pontes
17596;BGO;A;Cauda Longa;Suporte
17597;Paulinho Motos;A;Cauda Longa;Suporte
17599;Lojas Capri;A;Tecnologia;Ana pontes
17990;PIMA COMERCIO DIGITAL;AAA;Tecnologia;Marcella
18134;FKV CALCADOS;A;Cauda Longa;Ana Pontes
18345;2brasil Trade;A;Cauda Longa;Suporte
18368;PRIME - 15;AAA;Linha Branca;Guga 
18378;World Blocks Kids;A;Cauda Longa;Ana Pontes
18369;PRIME - 22;A;Cauda Longa;Ana Pontes
18371;PRIME - 31;A;Cauda Longa;Suporte
17941;WN Bijouterias;AAA;Cauda Longa;Marcella
18145;FIGUEIRA LASER;A;Cauda Longa;Suporte
18176;Price Hunter;A;Cauda Longa;Ana Pontes
15797;Gamemart;A;Cauda Longa;Ana Pontes
18404;New Sat Decoracoes;A;Cauda Longa;Suporte
17989;X Muscle Nutrition;A;Cauda Longa;Suporte
17600;Muma;AA;Cauda Longa;Ana Pontes
16420;MSX COMERCIO ELETRONICO;A;Cauda Longa;Suporte
15303;Tatuifer;A;Cauda Longa;Ana Pontes
17601;YVA JÓIAS;A;Cauda Longa;Ana Pontes
18032;Store BR;A;Cauda Longa;Ana Pontes
17111;Spartan Knives;A;Cauda Longa;Ana Pontes
17811;Red Barn;A;Cauda Longa;Ana Pontes
17244;Pontual Tecnologia;A;Cauda Longa;Suporte
17346;Pilar;A;Cauda Longa;Ana Pontes
15140;Peça Peças na Web;A;Cauda Longa;Suporte
14588;Neger;A;Tecnologia;Ana pontes
17351;Infodatas;A;Cauda Longa;Ana Pontes
16968;Galpão das Ofertas;A;Cauda Longa;Ana Pontes
17085;ExpoFerro;A;Linha Branca;Ana pontes 
17137;DON ALCIDES;A;Cauda Longa;Ana Pontes
17282;California Sports;A;Cauda Longa;Suporte
18359;Inova Parts;A;Cauda Longa;Ana Pontes
18279;NUTRAWAY;A;Cauda Longa;Suporte
18352;Kitanda;A;Cauda Longa;Suporte
18294;Mercado Criativo;A;Cauda Longa;Suporte
18304;Biombos Decor;A;Cauda Longa;Ana Pontes
18297;FG TEC;A;Cauda Longa;Ana Pontes
18209;Steezy Skateshop;A;Cauda Longa;Ana Pontes
18415;ASX Engenharia;A;Cauda Longa;Ana Pontes
17886;TattoStyle;A;Cauda Longa;Suporte
17708;Dinhos Music;A;Cauda Longa;Ana Pontes
18184;FILIPEFLOP;A;Cauda Longa;Suporte
18431;Livraria São Vicente Pallotti;A;Cauda Longa;Ana Pontes
18318;LUMIKO;A;Cauda Longa;Ana Pontes
17675;Grupo Tess;A;Cauda Longa;Ana Pontes
17343;Kalifa;A;Cauda Longa;Suporte
18079;Decora Cozinha;A;Cauda Longa;Ana Pontes
17170;Grãos e aromas;A;Cauda Longa;Suporte
18056;Vilarejo das mães;A;Cauda Longa;Ana Pontes
17920;LOJÃO DO MÁRIO;A;Cauda Longa;Ana Pontes
16586;Sr. Photon;A;Cauda Longa;Suporte
16426;Oh My Bag;AAA;Cauda Longa;Selma
17113;Duas Terezas;A;Cauda Longa;Suporte
17041;Sem Rumo;A;Cauda Longa;Suporte
17089;World Best;A;Cauda Longa;Ana Pontes
17129;That Girl;A;Cauda Longa;Suporte
18144;TECELAGEM WS;A;Cauda Longa;Suporte
17758;WESPI;A;Cauda Longa;Ana Pontes
17683;Zaping Ophicina;A;Cauda Longa;Suporte
17698;Visual Perfeito;A;Cauda Longa;Ana Pontes
18393;RIVER MUSIC;A;Cauda Longa;Suporte
18458;ARMAZEM UBA;A;Móveis;Ana pontes
16837;Fort Calçados;A;Cauda Longa;Suporte
17448;Ferragens Bolt;A;Cauda Longa;Ana Pontes
18286;Autparts;A;Cauda Longa;Suporte
17076;Livraria Pergaminho;A;Cauda Longa;Suporte
18075;Importadora Global;A;Móveis;Suporte
18402;LIELL CASA E CONSTRUCAO;A;Cauda Longa;Ana Pontes
18078;Pickpet;A;Cauda Longa;Ana Pontes
14890;Vyvedas;A;Cauda Longa;Ana Pontes
18080;Infanto Club;A;Cauda Longa;Suporte
18440;Gelinter;A;Cauda Longa;Suporte
16877;Locafé;A;Cauda Longa;Suporte
18026;Crianca e bebe;A;Cauda Longa;Suporte
17602;Kadu Som;A;Cauda Longa;Ana Pontes
18317;Linda Beleza;A;Cauda Longa;Suporte
17819;KARSTEN;A;Cauda Longa;Paloma
17879;ALVO DA MODA;A;Cauda Longa;Ana Pontes
18108;Panavideo Net;A;Tecnologia;Ana pontes
18325;DIGIPLUG;A;Cauda Longa;Ana Pontes
18017;Atlanta Moto;A;Cauda Longa;Suporte
14477;EndUser RJ;A;Cauda Longa;Ana Pontes
17107;NovoShop;A;Tecnologia;Ana pontes
17197;Import Eletro;A;Cauda Longa;Ana Pontes
17366;Colchões Minaspuma;A;Móveis;Ana pontes
17775;Start Note Informática;A;Cauda Longa;Ana Pontes
17969;BRASTEMP;AAA;Linha Branca;Leonardo Karlik
18191;Vimmi;A;Cauda Longa;Suporte
18236;PK Ferramentas;A;Cauda Longa;Suporte
18290;Alume;A;Cauda Longa;Suporte
18353;Friso Auto Peças;A;Cauda Longa;Ana Pontes
18372;TECNOFESTAS;A;Cauda Longa;Ana Pontes
18390;Universo Office;A;Móveis;Suporte
18468;CENTER MIDIAS;A;Cauda Longa;Ana Pontes
18470;Arcondicionado;AAA;Linha Branca;Leonardo
18479;LIVON SHOP;A;Cauda Longa;Ana Pontes
18488;JR Utilidades Domesticas;A;Cauda Longa;Ana Pontes
18568;Magazine Gama;A;Linha Branca;Ana pontes 
18653;LR Distribuidora;A;Cauda Longa;Ana Pontes
17142;Mercado do Mecânico;A;Cauda Longa;Ana Pontes
18427;Astheck;A;Cauda Longa;Ana Pontes
18208;Coleções e Mais;A;Cauda Longa;Ana Pontes
17734;Empório do Uniforme;A;Cauda Longa;Suporte
18193;Special Vintage;A;Cauda Longa;Ana Pontes
16102;Mundo Clima;A;Cauda Longa;Suporte
17132;Móveis Maxxim;A;Cauda Longa;Ana Pontes
17716;Iron Store;A;Cauda Longa;Ana Pontes
17307;MOMMY BABY;A;Cauda Longa;Ana Pontes
17000;Magazine Cecília;A;Cauda Longa;Ana Pontes
17359;FIRSTCOLOR;A;Cauda Longa;Ana Pontes
17334;Zarco Interiores;A;Cauda Longa;Suporte
18168;Razor Informática;A;Cauda Longa;Ana Pontes
18549;Feira da Cachaça;A;Cauda Longa;Suporte
17385;Grigo Collection;A;Cauda Longa;Ana Pontes
16503;MYO ATELIER;A;Cauda Longa;Suporte
18456;SuperConnect;A;Cauda Longa;Suporte
18489;PENS AND DOLLS;A;Cauda Longa;Ana Pontes
17539;Audio Flex;A;Cauda Longa;Suporte
17663;Montini Motos;A;Cauda Longa;Suporte
17715;SUMMER;A;Cauda Longa;Ana Pontes
17707;Moln;A;Móveis;Suporte
16879;VERSAPIC;A;Cauda Longa;Ana Pontes
18480;Blooming Bath;A;Cauda Longa;Suporte
17818;Império das Capas;A;Cauda Longa;Suporte
17654;Empório Tambo;A;Cauda Longa;Ana Pontes
18235;Relojoaria Nishimoto;A;Cauda Longa;Ana Pontes
18563;King Musical;A;Cauda Longa;Ana Pontes
16239;Editora 42;A;Cauda Longa;Suporte
17054;Bresolin;A;Cauda Longa;Suporte
18392;Epoca Cosmeticos;AAA;Cauda Longa;Marcella
16672;Casa da Kite;A;Cauda Longa;Ana Pontes
14861;Farmácia Preço Justo;A;Cauda Longa;Ana Pontes
18194;Cromunfer;A;Cauda Longa;Ana Pontes
18319;Aleshop;A;Cauda Longa;Ana Pontes
18487;PIRILAMPO NET;A;Cauda Longa;Suporte
18413;Bellotti Ferramentas;A;Cauda Longa;Suporte
18684;Brinquedos Mil;A;Cauda Longa;Ana Pontes
18463;HSotello;A;Cauda Longa;Ana Pontes
18465;ALPHA COMPRESSORES;A;Cauda Longa;Suporte
18312;TMJ;A;Cauda Longa;Suporte
11183;Lojas KD;A;Móveis;Suporte
18349;Purific;A;Cauda Longa;Ana Pontes
17889;Metalúrgica Ventisilva;A;Cauda Longa;Suporte
18004;Dika de Presentes;A;Cauda Longa;Ana Pontes
14763;LOJAS LEBES;A;Móveis;Suporte
18122;Nossa Bike;A;Cauda Longa;Ana Pontes
15751;PEQUENO BRILHANTE;A;Cauda Longa;Suporte
18558;Casamax Enxovais;A;Cauda Longa;Ana Pontes
18399;KIKAS PET;A;Cauda Longa;Suporte
17884;Vitorino Movéis;A;Cauda Longa;Suporte
17768;Fascinant;A;Cauda Longa;Suporte
17454;JEF Pastas Executivas;A;Cauda Longa;Ana Pontes
18277;Cridê Minis;A;Cauda Longa;Suporte
18686;DE PAULA EPIS;A;Cauda Longa;Suporte
18364;Pozenato Decor  ;A;Móveis;Ana pontes
17441;Pedal Redondo;A;Cauda Longa;Ana Pontes
18315;Peca Peca;A;Cauda Longa;Ana Pontes
18993;MEGALAR;A;Cauda Longa;Ana Pontes
18195;Gastaki;A;Cauda Longa;Ana Pontes
17696;Mercadeiros;A;Tecnologia;Ana pontes
18617;Motoside;A;Cauda Longa;Ana Pontes
18438;Port Informática;A;Cauda Longa;Ana Pontes
18185;Constantino Sports;A;Cauda Longa;Suporte
18954;Loja Gamel;A;Cauda Longa;Suporte
18310;ONIX ETIQUETAS;A;Cauda Longa;Ana Pontes
18991;LAS CENTRAL ANALITICA;A;Cauda Longa;Suporte
17245;JEB Móveis;A;Móveis;Suporte
18025;JCV Cabos;A;Tecnologia;Ana pontes
18316;WEB CALCADOS E ACESSORIOS;A;Cauda Longa;Ana Pontes
17682;Tennis Action;A;Cauda Longa;Ana Pontes
18976;Fitcol;A;Cauda Longa;Ana Pontes
18451;Megaminas Sports;A;Cauda Longa;Suporte
18354;Central 25;A;Cauda Longa;Ana Pontes
17562;DULOREN;A;Cauda Longa;Ana Pontes
18550;NAZARIAN;A;Cauda Longa;Ana Pontes
16452;Captextil;A;Cauda Longa;Suporte
18351;Sollyse;A;Cauda Longa;Suporte
16987;Grupo Batarra;A;Cauda Longa;Ana Pontes
18462;SILMARA BABY;A;Cauda Longa;Suporte
16815;D&D Componentes;A;Cauda Longa;Ana Pontes
19025;MegaFiti;A;Cauda Longa;Ana Pontes
18507;Diplay;A;Cauda Longa;Ana Pontes
17248;Casa Conforto Decorações;A;Cauda Longa;Suporte
18526;Amth Nippon;A;Cauda Longa;Suporte
18652;Bio Hometec;A;Cauda Longa;Suporte
18348;Red Blue;A;Cauda Longa;Ana Pontes
18932;Natusfito;A;Cauda Longa;Suporte
19054;Voga 7;A;Cauda Longa;Ana Pontes
18969;Supritec;A;Cauda Longa;Suporte
18497;Bordot;A;Cauda Longa;Suporte
14388;ECROWNGROUP;A;Cauda Longa;Suporte
18561;LUZINÁUTICA;A;Cauda Longa;Ana Pontes
18959;D2A Cosméticos;A;Cauda Longa;Ana Pontes
16692;CUSTOMSKATES;A;Cauda Longa;Suporte
17157;Universo4x4;A;Cauda Longa;Suporte
18077;Colar.com;A;Cauda Longa;Ana Pontes
18950;Cirurgica Marcelina;A;Cauda Longa;Ana Pontes
17439;Grupo DAV;A;Cauda Longa;Ana Pontes
18970;Gift for Men;A;Cauda Longa;Suporte
17125;RDL Network;A;Tecnologia;Ana pontes
18126;Luna System;A;Cauda Longa;Ana Pontes
15342;Tempori;A;Cauda Longa;Suporte
